DistrictName,SchoolName,CountyCode,DistrictKey,SiteCode,FullCode
OKTAHA,OKTAHA HS,51,I008,705,51I008705
MUSKOGEE,CHEROKEE ES,51,I020,105,51I020105
MUSKOGEE,CREEK ES,51,I020,110,51I020110
MUSKOGEE,BENJAMIN FRANKLIN SCI. ACADEMY,51,I020,120,51I020120
Muskogee,Benjamin Franklin Sci.Academy,51,I020,120,51I020120
MUSKOGEE,GRANT-FOREMAN ES,51,I020,125,51I020125
MUSKOGEE,HARRIS-JOBE ES,51,I020,130,51I020130
MUSKOGEE,IRVING ES,51,I020,140,51I020140
MUSKOGEE,PERSHING ES,51,I020,160,51I020160
MUSKOGEE,SADLER ARTS ACADEMY,51,I020,170,51I020170
MUSKOGEE,TONY GOETZ ES,51,I020,175,51I020175
MUSKOGEE,WHITTIER ES,51,I020,180,51I020180
MUSKOGEE,MUSKOGEE EC CTR,51,I020,185,51I020185
MUSKOGEE,ALICE ROBERTSON JHS,51,I020,505,51I020505
MUSKOGEE,MUSKOGEE HS,51,I020,705,51I020705
HILLDALE,HILLDALE LOWER ES,51,I029,105,51I029105
HILLDALE,HILLDALE UPPER ES,51,I029,110,51I029110
HILLDALE,HILLDALE MS,51,I029,505,51I029505
HILLDALE,HILLDALE HS,51,I029,705,51I029705
BRAGGS,BRAGGS ES,51,I046,105,51I046105
BRAGGS,BRAGGS HS,51,I046,705,51I046705
WARNER,WARNER ES,51,I074,105,51I074105
WARNER,WARNER HS,51,I074,715,51I074715
PORUM,PORUM ES,51,I088,105,51I088105
PORUM,PORUM HS,51,I088,705,51I088705
PERRY,PERRY ES,52,I001,105,52I001105
PERRY,PERRY JHS,52,I001,605,52I001605
PERRY,PERRY HS,52,I001,705,52I001705
BILLINGS,BILLINGS ES,52,I002,105,52I002105
BILLINGS,BILLINGS HS,52,I002,705,52I002705
FRONTIER,FRONTIER ES,52,I004,105,52I004105
FRONTIER,FRONTIER HS,52,I004,705,52I004705
MORRISON,MORRISON ES,52,I006,105,52I006105
MORRISON,MORRISON MS,52,I006,510,52I006510
MORRISON,MORRISON HS,52,I006,705,52I006705
OKLAHOMA UNION,OKLAHOMA UNION ES,53,I003,105,53I003105
OKLAHOMA UNION,OKLAHOMA UNION MS,53,I003,505,53I003505
OKLAHOMA UNION,OKLAHOMA UNION HS,53,I003,705,53I003705
NOWATA,NOWATA ES,53,I040,110,53I040110
NOWATA,NOWATA MS,53,I040,505,53I040505
NOWATA,NOWATA HS,53,I040,705,53I040705
SOUTH COFFEYVILLE,SOUTH COFFEYVILLE ES,53,I051,105,53I051105
SOUTH COFFEYVILLE,SOUTH COFFEYVILLE HS,53,I051,705,53I051705
BEARDEN,BEARDEN PUBLIC SCHOOL,54,C029,105,54C029105
EPIC ONE ON ONE CHARTER SCHOOL,EPIC ONE ON ONE CHARTER ES,54,E001,970,54E001970
EPIC ONE ON ONE CHARTER SCHOOL,EPIC ONE ON ONE CHARTER MS,54,E001,971,54E001971
EPIC ONE ON ONE CHARTER SCHOOL,EPIC ONE ON ONE CHARTER HS,54,E001,972,54E001972
Graham-Dustin Charter: Epic,Epic One On One Charter School,54,E005,973,54E005973
Graham-Dustin Charter: Epic,Epic One On One Charter School,54,E005,974,54E005974
Graham-Dustin Charter: Epic,Epic One On One Charter School,54,E005,975,54E005975
MASON,MASON ES,54,I002,105,54I002105
MASON,MASON HS,54,I002,705,54I002705
PADEN,PADEN ES,54,I014,105,54I014105
PADEN,PADEN HS,54,I014,705,54I014705
OKEMAH,OAKES ES,54,I026,105,54I026105
OKEMAH,OKEMAH NOBLE CTR,54,I026,110,54I026110
OKEMAH,OKEMAH MS,54,I026,505,54I026505
OKEMAH,OKEMAH HS,54,I026,705,54I026705
WELEETKA,SPENCE MEMORIAL ES,54,I031,110,54I031110
WELEETKA,WELEETKA JHS,54,I031,610,54I031610
WELEETKA,WELEETKA HS,54,I031,705,54I031705
GRAHAM-DUSTIN,GRAHAM ES,54,I054,105,54I054105
GRAHAM-DUSTIN,DUSTIN ES,54,I054,110,54I054110
GRAHAM-DUSTIN,GRAHAM HS,54,I054,705,54I054705
OAKDALE,OAKDALE PUBLIC SCHOOL,55,C029,105,55C029105
CRUTCHO,CRUTCHO PUBLIC SCHOOL,55,C074,105,55C074105
OKC CHARTER: INDEPENDENCE MS,INDEPENDENCE CHARTER MS,55,E001,971,55E001971
OKC CHARTER: SEEWORTH ACADEMY,JUSTICE A.W. SEEWORTH ACADEMY,55,E002,972,55E002972
Okc Charter: Seeworth Academy,Justice A.W.Seeworth Academy,55,E002,972,55E002972
OKC CHARTER: HUPFELD/W VILLAGE,HUPFELD ACAD./WESTERN VILLAGE,55,E003,973,55E003973
ASTEC CHARTERS,ASTEC CHARTER MS,55,E004,971,55E004971
ASTEC CHARTERS,ASTEC CHARTER HS,55,E004,972,55E004972
Okc Charter: Astec Charters,Astec Charter MS,55,E004,974,55E004974
Okc Charter: Astec Charters,Astec Charter HS,55,E004,983,55E004983
OKC CHARTER: DOVE SCIENCE ACAD,DOVE SCIENCE ACADEMY (OKC),55,E005,975,55E005975
OKC CHARTER: SANTA FE SOUTH HS,SANTA FE SOUTH HS,55,E007,977,55E007977
SANTA FE SOUTH SCHOOLS,SANTA FE SOUTH MS,55,E007,981,55E007981
OKC CHARTER: HARDING CHARTER,HARDING CHARTER PREPARATORY HS,55,E008,978,55E008978
OKC CHARTER: HARDING FINE ARTS,HARDING FINE ARTS ACADEMY,55,E010,980,55E010980
OKC CHARTER: SANTA FE SOUTH MS,SANTA FE SOUTH MS,55,E011,981,55E011981
OKC CHARTER: KIPP REACH COLL.,KIPP REACH COLLEGE PREPARATORY,55,E012,982,55E012982
OKC CHARTER: DOVE SCIENCE ES,DOVE SCIENCE ACADEMY ES (OKC),55,E013,984,55E013984
OKLAHOMA VIRTUAL CHARTER ACAD,OKLA. VIRTUAL CHARTER ACAD ES,55,E014,970,55E014970
OKLAHOMA VIRTUAL CHARTER ACAD,OKLA. VIRTUAL CHARTER ACAD MS,55,E014,971,55E014971
OKLAHOMA VIRTUAL CHARTER ACAD,OKLA. VIRTUAL CHARTER ACAD HS,55,E014,972,55E014972
Choctaw-Nicoma Park Charter,Oklahoma Virtual Charter Acade,55,E014,984,55E014984
Choctaw-Nicoma Park Charter,Oklahoma Virtual Charter Acade,55,E014,985,55E014985
Choctaw-Nicoma Park Charter,Oklahoma Virtual Charter Acade,55,E014,986,55E014986
OKC CHARTER: HARPER ACADEMY,HARPER ACADEMY,55,E016,986,55E016986
OKC CHARTER: LIGHTHOUSE OKC,LIGHTHOUSE ACADEMIES OKC INC,55,E020,988,55E020988
SANTA FE SOUTH SCHOOLS,SANTA FE SOUTH HS,55,E022,977,55E022977
SANTA FE SOUTH SCHOOLS,SANTA FE SOUTH ES (CHARTER),55,E023,971,55E023971
SANTA FE SOUTH ES (CHARTER),SANTA FE SOUTH ES (CHARTER),55,G001,971,55G001971
ALEXIS RAINBOW (CHARTER),ALEXIS RAINBOW CS,55,G003,973,55G003973
ASTEC CHARTERS,ASTEC CHARTER MS,55,G004,971,55G004971
ASTEC CHARTERS,ASTEC CHARTER HS,55,G004,972,55G004972
JOHN W REX CHARTER ELEMENTARY,JOHN W REX CHARTER ELEMENTARY,55,G007,987,55G007987
PUTNAM CITY,APOLLO ES,55,I001,102,55I001102
PUTNAM CITY,PUTNAM CITY SMART START EC CTR,55,I001,103,55I001103
PUTNAM CITY,CENTRAL ES,55,I001,105,55I001105
PUTNAM CITY,ARBOR GROVE ES,55,I001,110,55I001110
PUTNAM CITY,CORONADO HEIGHTS ES,55,I001,115,55I001115
PUTNAM CITY,DENNIS ES,55,I001,116,55I001116
PUTNAM CITY,RALPH DOWNS ES,55,I001,117,55I001117
PUTNAM CITY,HARVEST HILLS ES,55,I001,118,55I001118
PUTNAM CITY,HILLDALE ES,55,I001,120,55I001120
PUTNAM CITY,KIRKLAND ES,55,I001,122,55I001122
PUTNAM CITY,LAKE PARK ES,55,I001,124,55I001124
PUTNAM CITY,NORTHRIDGE ES,55,I001,125,55I001125
PUTNAM CITY,OVERHOLSER ES,55,I001,126,55I001126
PUTNAM CITY,ROLLINGWOOD ES,55,I001,127,55I001127
PUTNAM CITY,TULAKES ES,55,I001,128,55I001128
PUTNAM CITY,WESTERN OAKS ES,55,I001,130,55I001130
PUTNAM CITY,WILEY POST ES,55,I001,133,55I001133
PUTNAM CITY,WILL ROGERS ES,55,I001,134,55I001134
PUTNAM CITY,WINDSOR HILLS ES,55,I001,135,55I001135
PUTNAM CITY,JAMES L. CAPPS MS,55,I001,510,55I001510
Putnam City,James L.Capps MS,55,I001,510,55I001510
PUTNAM CITY,COOPER MS,55,I001,520,55I001520
PUTNAM CITY,HEFNER MS,55,I001,530,55I001530
PUTNAM CITY,MAYFIELD MS,55,I001,540,55I001540
PUTNAM CITY,WESTERN OAKS MS,55,I001,550,55I001550
PUTNAM CITY,PUTNAM CITY HS,55,I001,705,55I001705
PUTNAM CITY,PUTNAM CITY NORTH HS,55,I001,708,55I001708
PUTNAM CITY,PUTNAM CITY WEST HS,55,I001,710,55I001710
LUTHER,LUTHER ES,55,I003,105,55I003105
LUTHER,LUTHER MS,55,I003,505,55I003505
LUTHER,LUTHER HS,55,I003,705,55I003705
CHOCTAW-NICOMA PARK,INDIAN MERIDIAN ES,55,I004,103,55I004103
CHOCTAW-NICOMA PARK,CHOCTAW ES,55,I004,105,55I004105
CHOCTAW-NICOMA PARK,NICOMA PARK ES,55,I004,115,55I004115
CHOCTAW-NICOMA PARK,NICOMA PARK INTERMEDIATE ES,55,I004,120,55I004120
CHOCTAW-NICOMA PARK,JAMES GRIFFITH INTERMEDIATE ES,55,I004,125,55I004125
CHOCTAW-NICOMA PARK,L. W. WESTFALL ES,55,I004,126,55I004126
Choctaw-Nicoma Park,L.W.Westfall ES,55,I004,126,55I004126
CHOCTAW-NICOMA PARK,NICOMA PARK MS,55,I004,515,55I004515
CHOCTAW-NICOMA PARK,CHOCTAW MS,55,I004,520,55I004520
CHOCTAW-NICOMA PARK,CHOCTAW HS,55,I004,705,55I004705
DEER CREEK,DEER CREEK ES,55,I006,105,55I006105
DEER CREEK,PRAIRIE VALE ES,55,I006,110,55I006110
DEER CREEK,ROSE UNION ES,55,I006,115,55I006115
DEER CREEK,GROVE VALLEY ES,55,I006,120,55I006120
DEER CREEK,DEER CREEK INTERMEDIATE SCHOOL,55,I006,125,55I006125
DEER CREEK,SPRING CREEK ES,55,I006,130,55I006130
DEER CREEK,DEER CREEK MS,55,I006,505,55I006505
DEER CREEK,DEER CREEK HS,55,I006,705,55I006705
HARRAH,RUSSELL BABB ES,55,I007,105,55I007105
HARRAH,CLARA REYNOLDS ES,55,I007,110,55I007110
HARRAH,VIRGINIA SMITH ES,55,I007,115,55I007115
HARRAH,HARRAH MS,55,I007,505,55I007505
HARRAH,HARRAH JHS,55,I007,610,55I007610
HARRAH,HARRAH HS,55,I007,705,55I007705
JONES,JONES ES,55,I009,105,55I009105
JONES,JONES MS,55,I009,505,55I009505
JONES,JONES HS,55,I009,705,55I009705
EDMOND,CLEGERN ES,55,I012,105,55I012105
EDMOND,RUSSELL DOUGHERTY ES,55,I012,110,55I012110
EDMOND,IDA FREEMAN ES,55,I012,115,55I012115
EDMOND,NORTHERN HILLS ES,55,I012,122,55I012122
EDMOND,ORVIS RISNER ES,55,I012,125,55I012125
EDMOND,SUNSET ES,55,I012,130,55I012130
EDMOND,WILL ROGERS ES,55,I012,135,55I012135
EDMOND,CHISHOLM ES,55,I012,140,55I012140
EDMOND,JOHN ROSS ES,55,I012,145,55I012145
EDMOND,CHARLES HASKELL ES,55,I012,150,55I012150
EDMOND,CROSS TIMBERS ES,55,I012,155,55I012155
EDMOND,WASHINGTON IRVING ES,55,I012,160,55I012160
EDMOND,ANGIE DEBO ES,55,I012,165,55I012165
EDMOND,WEST FIELD ES,55,I012,170,55I012170
EDMOND,CENTENNIAL ES,55,I012,175,55I012175
EDMOND,FRONTIER ES,55,I012,180,55I012180
EDMOND,HERITAGE ES,55,I012,185,55I012185
EDMOND,CIMARRON MS,55,I012,505,55I012505
EDMOND,CHEYENNE MS,55,I012,510,55I012510
EDMOND,SEQUOYAH MS,55,I012,515,55I012515
EDMOND,SUMMIT MS,55,I012,520,55I012520
EDMOND,CENTRAL MS,55,I012,525,55I012525
EDMOND,MEMORIAL HS,55,I012,705,55I012705
EDMOND,NORTH HS,55,I012,715,55I012715
EDMOND,SANTA FE HS,55,I012,720,55I012720
MILLWOOD,MILLWOOD ES,55,I037,105,55I037105
MILLWOOD,MILLWOOD HS,55,I037,705,55I037705
WESTERN HEIGHTS,COUNCIL GROVE ES,55,I041,105,55I041105
WESTERN HEIGHTS,JOHN GLENN ES,55,I041,107,55I041107
WESTERN HEIGHTS,GREENVALE ES,55,I041,110,55I041110
WESTERN HEIGHTS,WINDS WEST ES,55,I041,115,55I041115
WESTERN HEIGHTS,BRIDGESTONE ES,55,I041,120,55I041120
WESTERN HEIGHTS,WESTERN HEIGHTS MS,55,I041,515,55I041515
WESTERN HEIGHTS,WESTERN HEIGHTS 9TH GRADE CTR,55,I041,610,55I041610
WESTERN HEIGHTS,WESTERN HEIGHTS HS,55,I041,705,55I041705
MIDWEST CITY-DEL CITY,BARNES ES,55,I052,105,55I052105
MIDWEST CITY-DEL CITY,CLEVELAND BAILEY ES,55,I052,110,55I052110
MIDWEST CITY-DEL CITY,COUNTRY ESTATES ES,55,I052,115,55I052115
MIDWEST CITY-DEL CITY,DEL CITY ES,55,I052,120,55I052120
Midwest City-Del City,East Side ES,55,I052,125,55I052125
MIDWEST CITY-DEL CITY,EPPERLY HEIGHTS ES,55,I052,130,55I052130
MIDWEST CITY-DEL CITY,PLEASANT HILL EC CTR,55,I052,135,55I052135
MIDWEST CITY-DEL CITY,HIGHLAND PARK ES,55,I052,140,55I052140
MIDWEST CITY-DEL CITY,RIDGECREST ES,55,I052,145,55I052145
MIDWEST CITY-DEL CITY,SOLDIER CREEK ES,55,I052,150,55I052150
Midwest City-Del City,Sooner-Rose ES,55,I052,155,55I052155
MIDWEST CITY-DEL CITY,STEED ES,55,I052,160,55I052160
MIDWEST CITY-DEL CITY,TINKER ES,55,I052,165,55I052165
MIDWEST CITY-DEL CITY,TOWNSEND ES,55,I052,170,55I052170
Midwest City-Del City,Traub ES,55,I052,175,55I052175
MIDWEST CITY-DEL CITY,PARKVIEW ES,55,I052,185,55I052185
MIDWEST CITY-DEL CITY,SCHWARTZ ES,55,I052,190,55I052190
MIDWEST CITY-DEL CITY,MIDWEST CITY ES,55,I052,195,55I052195
MIDWEST CITY-DEL CITY,CARL ALBERT MS,55,I052,505,55I052505
MIDWEST CITY-DEL CITY,DEL CREST MS,55,I052,510,55I052510
MIDWEST CITY-DEL CITY,JARMAN MS,55,I052,515,55I052515
MIDWEST CITY-DEL CITY,KERR MS,55,I052,520,55I052520
MIDWEST CITY-DEL CITY,MONRONEY MS,55,I052,525,55I052525
MIDWEST CITY-DEL CITY,CARL ALBERT HS,55,I052,705,55I052705
MIDWEST CITY-DEL CITY,DEL CITY HS,55,I052,710,55I052710
MIDWEST CITY-DEL CITY,MIDWEST CITY HS,55,I052,715,55I052715
CROOKED OAK,CENTRAL OAK ES,55,I053,105,55I053105
CROOKED OAK,CROOKED OAK MS,55,I053,505,55I053505
CROOKED OAK,CROOKED OAK HS,55,I053,705,55I053705
BETHANY,EARL HARRIS ES,55,I088,105,55I088105
BETHANY,CHILDREN'S CTR,55,I088,110,55I088110
BETHANY,BETHANY MS,55,I088,505,55I088505
BETHANY,BETHANY HS,55,I088,705,55I088705
OKLAHOMA CITY,ADAMS ES,55,I089,105,55I089105
OKLAHOMA CITY,ARTHUR ES,55,I089,110,55I089110
OKLAHOMA CITY,BODINE ES,55,I089,123,55I089123
OKLAHOMA CITY,BRITTON ES,55,I089,125,55I089125
OKLAHOMA CITY,BUCHANAN ES,55,I089,135,55I089135
OKLAHOMA CITY,CESAR CHAVEZ ES,55,I089,150,55I089150
OKLAHOMA CITY,CLEVELAND ES,55,I089,154,55I089154
Oklahoma City,Columbus ES,55,I089,160,55I089160
OKLAHOMA CITY,COOLIDGE ES,55,I089,165,55I089165
OKLAHOMA CITY,CAPITOL HILL ES,55,I089,166,55I089166
OKLAHOMA CITY,F.D. MOON ES,55,I089,170,55I089170
Oklahoma City,F.D.Moon ES,55,I089,170,55I089170
OKLAHOMA CITY,EDGEMERE ES,55,I089,195,55I089195
OKLAHOMA CITY,EDWARDS ES,55,I089,205,55I089205
OKLAHOMA CITY,EMERSON ALTERNATIVE ED. (ES),55,I089,210,55I089210
Oklahoma City,Emerson Alternative Ed.(Es),55,I089,210,55I089210
OKLAHOMA CITY,EUGENE FIELD ES,55,I089,215,55I089215
OKLAHOMA CITY,FILLMORE ES,55,I089,220,55I089220
OKLAHOMA CITY,GATEWOOD ES,55,I089,240,55I089240
OKLAHOMA CITY,GREEN PASTURES ES,55,I089,244,55I089244
OKLAHOMA CITY,GREYSTONE LOWER ES,55,I089,251,55I089251
OKLAHOMA CITY,GREYSTONE UPPER ES,55,I089,252,55I089252
OKLAHOMA CITY,HAWTHORNE ES,55,I089,255,55I089255
OKLAHOMA CITY,HAYES ES,55,I089,260,55I089260
OKLAHOMA CITY,HERONVILLE ES,55,I089,265,55I089265
OKLAHOMA CITY,HILLCREST ES,55,I089,268,55I089268
OKLAHOMA CITY,HORACE MANN ES,55,I089,270,55I089270
OKLAHOMA CITY,JACKSON ES,55,I089,273,55I089273
OKLAHOMA CITY,JOHNSON ES,55,I089,275,55I089275
OKLAHOMA CITY,KAISER ES,55,I089,280,55I089280
OKLAHOMA CITY,M.L. KING JR. ES,55,I089,283,55I089283
Oklahoma City,M.L.King Jr.Es,55,I089,283,55I089283
OKLAHOMA CITY,LEE ES,55,I089,295,55I089295
OKLAHOMA CITY,LINWOOD ES,55,I089,305,55I089305
OKLAHOMA CITY,MARK TWAIN ES,55,I089,320,55I089320
OKLAHOMA CITY,MONROE ES,55,I089,335,55I089335
OKLAHOMA CITY,NICHOLS HILLS ES,55,I089,340,55I089340
OKLAHOMA CITY,NORTH HIGHLAND ES,55,I089,343,55I089343
OKLAHOMA CITY,OAKRIDGE ES,55,I089,344,55I089344
OKLAHOMA CITY,THELMA R. PARKS ES,55,I089,350,55I089350
Oklahoma City,Thelma R.Parks ES,55,I089,350,55I089350
OKLAHOMA CITY,PARMELEE ES,55,I089,352,55I089352
OKLAHOMA CITY,PIERCE ES,55,I089,353,55I089353
OKLAHOMA CITY,PRAIRIE QUEEN ES,55,I089,360,55I089360
OKLAHOMA CITY,PUTNAM HEIGHTS ES,55,I089,365,55I089365
OKLAHOMA CITY,QUAIL CREEK ES,55,I089,368,55I089368
OKLAHOMA CITY,RANCHO VILLAGE ES,55,I089,370,55I089370
OKLAHOMA CITY,RIDGEVIEW ES,55,I089,375,55I089375
OKLAHOMA CITY,ROCKWOOD ES,55,I089,385,55I089385
OKLAHOMA CITY,SEQUOYAH ES,55,I089,395,55I089395
OKLAHOMA CITY,SHIDLER ES,55,I089,400,55I089400
OKLAHOMA CITY,SOUTHERN HILLS ES,55,I089,407,55I089407
OKLAHOMA CITY,SPENCER ES,55,I089,408,55I089408
OKLAHOMA CITY,STAND WATIE ES,55,I089,410,55I089410
OKLAHOMA CITY,TELSTAR ES,55,I089,417,55I089417
OKLAHOMA CITY,VAN BUREN ES,55,I089,440,55I089440
OKLAHOMA CITY,WEST NICHOLS HILLS ES,55,I089,455,55I089455
OKLAHOMA CITY,WESTWOOD ES,55,I089,460,55I089460
OKLAHOMA CITY,WHEELER ES,55,I089,465,55I089465
OKLAHOMA CITY,WILLOW BROOK ES,55,I089,477,55I089477
OKLAHOMA CITY,WILSON ES,55,I089,480,55I089480
OKLAHOMA CITY,BELLE ISLE MS,55,I089,503,55I089503
OKLAHOMA CITY,CLASSEN MS OF ADVANCED STUDIES,55,I089,508,55I089508
OKLAHOMA CITY,EMERSON ALTERNATIVE ED. (MS),55,I089,511,55I089511
Oklahoma City,Emerson Alternative Ed.(Ms),55,I089,511,55I089511
OKLAHOMA CITY,DOUGLASS MS,55,I089,512,55I089512
Oklahoma City,Jackson MS,55,I089,515,55I089515
OKLAHOMA CITY,JEFFERSON MS,55,I089,518,55I089518
OKLAHOMA CITY,NORTHEAST MS,55,I089,521,55I089521
OKLAHOMA CITY,ROGERS MS,55,I089,522,55I089522
OKLAHOMA CITY,ROOSEVELT MS,55,I089,523,55I089523
OKLAHOMA CITY,TAFT MS,55,I089,525,55I089525
OKLAHOMA CITY,WEBSTER MS,55,I089,530,55I089530
OKLAHOMA CITY,JOHN MARSHALL MS,55,I089,535,55I089535
OKLAHOMA CITY,OKLAHOMA CENTENNIAL MS,55,I089,540,55I089540
OKLAHOMA CITY,CAPITOL HILL HS,55,I089,705,55I089705
OKLAHOMA CITY,CLASSEN HS OF ADVANCED STUDIES,55,I089,706,55I089706
OKLAHOMA CITY,DOUGLASS HS,55,I089,707,55I089707
OKLAHOMA CITY,EMERSON ALTERNATIVE ED. (HS),55,I089,710,55I089710
Oklahoma City,Emerson Alternative Ed.(Hs),55,I089,710,55I089710
OKLAHOMA CITY,U. S. GRANT HS,55,I089,712,55I089712
Oklahoma City,U.S.Grant HS,55,I089,712,55I089712
OKLAHOMA CITY,JOHN MARSHALL HS,55,I089,726,55I089726
OKLAHOMA CITY,OKLAHOMA CENTENNIAL HS,55,I089,750,55I089750
OKLAHOMA CITY,NORTHEAST HS,55,I089,760,55I089760
OKLAHOMA CITY,NORTHWEST CLASSEN HS,55,I089,765,55I089765
OKLAHOMA CITY,SOUTHEAST HS,55,I089,770,55I089770
OKLAHOMA CITY,STAR SPENCER HS,55,I089,780,55I089780
OKLAHOMA YOUTH ACADEMY,OYA CHARTER TECUMSEH 6TH-8TH,55,J001,971,55J001971
OKLAHOMA YOUTH ACADEMY,OYA CHARTER TECUMSEH 9TH-12TH,55,J001,972,55J001972
OKLAHOMA YOUTH ACADEMY,OYA CHARTER MANITOU 6TH-8TH,55,J001,974,55J001974
OKLAHOMA YOUTH ACADEMY,OYA CHARTER MANITOU 9TH-12TH,55,J001,975,55J001975
EPIC ONE ON ONE CHARTER SCHOOL,EPIC ONE ON ONE CHARTER ES,55,Z001,970,55Z001970
EPIC ONE ON ONE CHARTER SCHOOL,EPIC ONE ON ONE CHARTER MS,55,Z001,971,55Z001971
EPIC ONE ON ONE CHARTER SCHOOL,EPIC ONE ON ONE CHARTER HS,55,Z001,972,55Z001972
OKLAHOMA VIRTUAL CHARTER ACAD,OKLA. VIRTUAL CHARTER ACAD ES,55,Z002,970,55Z002970
OKLAHOMA VIRTUAL CHARTER ACAD,OKLA. VIRTUAL CHARTER ACAD MS,55,Z002,971,55Z002971
OKLAHOMA VIRTUAL CHARTER ACAD,OKLA. VIRTUAL CHARTER ACAD HS,55,Z002,972,55Z002972
OKLAHOMA CONNECTIONS ACADEMY,OKLAHOMA CONNECTIONS ACAD ES,55,Z003,970,55Z003970
OKLAHOMA CONNECTIONS ACADEMY,OKLAHOMA CONNECTIONS ACAD MS,55,Z003,971,55Z003971
OKLAHOMA CONNECTIONS ACADEMY,OKLAHOMA CONNECTIONS ACAD HS,55,Z003,972,55Z003972
INSIGHT SCHOOL OF OKLAHOMA,INSIGHT SCHOOL OF OKLAHOMA MS,55,Z004,971,55Z004971
INSIGHT SCHOOL OF OKLAHOMA,INSIGHT SCHOOL OF OKLAHOMA HS,55,Z004,972,55Z004972
ABLE CHARTER ABLE LEARNING,ABLE CHARTER SCHOOL 6TH-8TH,55,Z005,971,55Z005971
ABLE CHARTER ABLE LEARNING,ABLE CHARTER SCHOOL 9TH-12TH,55,Z005,972,55Z005972
TWIN HILLS,TWIN HILLS PUBLIC SCHOOL,56,C011,105,56C011105
OKMULGEE,OKMULGEE ES,56,I001,130,56I001130
OKMULGEE,OKMULGEE PRIMARY ES,56,I001,140,56I001140
OKMULGEE,OKMULGEE MS,56,I001,505,56I001505
OKMULGEE,OKMULGEE HS,56,I001,705,56I001705
HENRYETTA,HENRYETTA ES,56,I002,105,56I002105
