,Year,CountyName,DistrictName,SchoolName,DistrictCode,SchoolCode,IndexScore,LetterGrade
312,2015,WASHINGTON,BARTLESVILLE,HOOVER ES,74I030,74I030120,88.0,B+
313,2016,WASHINGTON,BARTLESVILLE,HOOVER ES,74I030,74I030120,87.0,B+
314,2013,WASHINGTON,BARTLESVILLE,JANE PHILLIPS ES,74I030,74I030130,74.0,C
315,2014,WASHINGTON,BARTLESVILLE,JANE PHILLIPS ES,74I030,74I030130,68.0,D+
316,2015,WASHINGTON,BARTLESVILLE,JANE PHILLIPS ES,74I030,74I030130,69.0,D+
317,2016,WASHINGTON,BARTLESVILLE,JANE PHILLIPS ES,74I030,74I030130,58.0,F
318,2013,WASHINGTON,BARTLESVILLE,MADISON MS,74I030,74I030510,86.0,B
319,2014,WASHINGTON,BARTLESVILLE,MADISON MS,74I030,74I030510,87.0,B+
320,2015,WASHINGTON,BARTLESVILLE,MADISON MS,74I030,74I030510,81.0,B-
321,2016,WASHINGTON,BARTLESVILLE,MADISON MS,74I030,74I030510,84.0,B
322,2013,WASHINGTON,BARTLESVILLE,RANCH HEIGHTS ES,74I030,74I030160,82.0,B-
323,2014,WASHINGTON,BARTLESVILLE,RANCH HEIGHTS ES,74I030,74I030160,87.0,B+
324,2015,WASHINGTON,BARTLESVILLE,RANCH HEIGHTS ES,74I030,74I030160,91.0,A-
325,2016,WASHINGTON,BARTLESVILLE,RANCH HEIGHTS ES,74I030,74I030160,94.0,A
326,2013,WASHINGTON,BARTLESVILLE,RICHARD KANE ES,74I030,74I030110,90.0,A-
327,2014,WASHINGTON,BARTLESVILLE,RICHARD KANE ES,74I030,74I030110,78.0,C+
328,2015,WASHINGTON,BARTLESVILLE,RICHARD KANE ES,74I030,74I030110,79.0,C+
329,2016,WASHINGTON,BARTLESVILLE,RICHARD KANE ES,74I030,74I030110,77.0,C+
330,2013,WASHINGTON,BARTLESVILLE,WAYSIDE ES,74I030,74I030175,97.0,A+
331,2014,WASHINGTON,BARTLESVILLE,WAYSIDE ES,74I030,74I030175,100.0,A+
332,2015,WASHINGTON,BARTLESVILLE,WAYSIDE ES,74I030,74I030175,101.0,A+
333,2016,WASHINGTON,BARTLESVILLE,WAYSIDE ES,74I030,74I030175,95.0,A
334,2013,WASHINGTON,BARTLESVILLE,WOODROW WILSON ES,74I030,74I030185,88.0,B+
335,2014,WASHINGTON,BARTLESVILLE,WOODROW WILSON ES,74I030,74I030185,90.0,A-
336,2015,WASHINGTON,BARTLESVILLE,WOODROW WILSON ES,74I030,74I030185,91.0,A-
337,2016,WASHINGTON,BARTLESVILLE,WOODROW WILSON ES,74I030,74I030185,93.0,A
338,2013,MCCURTAIN,BATTIEST,BATTIEST ES,48I071,48I071105,84.0,B
339,2014,MCCURTAIN,BATTIEST,BATTIEST ES,48I071,48I071105,81.0,B-
340,2015,MCCURTAIN,BATTIEST,BATTIEST ES,48I071,48I071105,84.0,B
341,2016,MCCURTAIN,BATTIEST,BATTIEST ES,48I071,48I071105,75.0,C
342,2013,MCCURTAIN,BATTIEST,BATTIEST HS,48I071,48I071715,100.0,A+
343,2014,MCCURTAIN,BATTIEST,BATTIEST HS,48I071,48I071715,88.0,B+
344,2015,MCCURTAIN,BATTIEST,BATTIEST HS,48I071,48I071715,93.0,A
345,2016,MCCURTAIN,BATTIEST,BATTIEST HS,48I071,48I071715,84.0,B
346,2013,OKFUSKEE,BEARDEN,BEARDEN PUBLIC SCHOOL,54C029,54C029105,57.0,F
347,2014,OKFUSKEE,BEARDEN,BEARDEN PUBLIC SCHOOL,54C029,54C029105,60.0,D-
348,2015,OKFUSKEE,BEARDEN,BEARDEN PUBLIC SCHOOL,54C029,54C029105,70.0,C-
349,2016,OKFUSKEE,BEARDEN,BEARDEN PUBLIC SCHOOL,54C029,54C029105,69.0,D+
350,2013,BEAVER,BEAVER,BEAVER ES,04I022,04I022105,70.0,C-
351,2014,BEAVER,BEAVER,BEAVER ES,4I022,04I022105,79.0,C+
352,2015,BEAVER,BEAVER,BEAVER ES,04I022,04I022105,73.0,C
353,2016,BEAVER,BEAVER,BEAVER ES,04I022,04I022105,77.0,C+
354,2013,BEAVER,BEAVER,BEAVER HS,04I022,04I022705,89.0,B+
355,2014,BEAVER,BEAVER,BEAVER HS,4I022,04I022705,77.0,C+
356,2015,BEAVER,BEAVER,BEAVER HS,04I022,04I022705,84.0,B
357,2016,BEAVER,BEAVER,BEAVER HS,04I022,04I022705,78.0,C+
358,2013,OKMULGEE,BEGGS,BEGGS ES,56I004,56I004105,80.0,B-
359,2014,OKMULGEE,BEGGS,BEGGS ES,56I004,56I004105,74.0,C
360,2015,OKMULGEE,BEGGS,BEGGS ES,56I004,56I004105,77.0,C+
361,2016,OKMULGEE,BEGGS,BEGGS ES,56I004,56I004105,84.0,B
362,2013,OKMULGEE,BEGGS,BEGGS HS,56I004,56I004705,83.0,B
363,2014,OKMULGEE,BEGGS,BEGGS HS,56I004,56I004705,73.0,C
364,2015,OKMULGEE,BEGGS,BEGGS HS,56I004,56I004705,74.0,C
365,2016,OKMULGEE,BEGGS,BEGGS HS,56I004,56I004705,70.0,C-
366,2013,OKMULGEE,BEGGS,BEGGS MS,56I004,56I004505,67.0,D+
367,2014,OKMULGEE,BEGGS,BEGGS MS,56I004,56I004505,59.0,F
368,2015,OKMULGEE,BEGGS,BEGGS MS,56I004,56I004505,58.0,F
369,2016,OKMULGEE,BEGGS,BEGGS MS,56I004,56I004505,68.0,D+
370,2013,OKMULGEE,BEGGS,BEGGS UPPER ES,56I004,56I004405,62.0,D-
371,2014,OKMULGEE,BEGGS,BEGGS UPPER ES,56I004,56I004405,59.0,F
372,2013,SEQUOYAH,BELFONTE,BELFONTE BELL ES (ADAIR CNTY),68C050,68C050110,50.0,F
373,2014,SEQUOYAH,BELFONTE,BELFONTE BELL ES (ADAIR CNTY),68C050,68C050110,84.0,B
374,2015,SEQUOYAH,BELFONTE,BELFONTE BELL ES (ADAIR CNTY),68C050,68C050110,30.0,F
375,2016,SEQUOYAH,BELFONTE,BELFONTE BELL ES (ADAIR CNTY),68C050,68C050110,65.0,D
376,2013,SEQUOYAH,BELFONTE,BELFONTE PUBLIC SCHOOL,68C050,68C050105,40.0,F
377,2014,SEQUOYAH,BELFONTE,BELFONTE PUBLIC SCHOOL,68C050,68C050105,98.0,A+
378,2015,SEQUOYAH,BELFONTE,BELFONTE PUBLIC SCHOOL,68C050,68C050105,64.0,D
379,2016,SEQUOYAH,BELFONTE,BELFONTE PUBLIC SCHOOL,68C050,68C050105,96.0,A
380,2013,BRYAN,BENNINGTON,BENNINGTON ES,07I040,07I040105,81.0,B-
381,2014,BRYAN,BENNINGTON,BENNINGTON ES,7I040,07I040105,87.0,B+
382,2015,BRYAN,BENNINGTON,BENNINGTON ES,07I040,07I040105,79.0,C+
383,2016,BRYAN,BENNINGTON,BENNINGTON ES,07I040,07I040105,81.0,B-
384,2013,BRYAN,BENNINGTON,BENNINGTON HS,07I040,07I040705,87.0,B+
385,2014,BRYAN,BENNINGTON,BENNINGTON HS,7I040,07I040705,83.0,B
386,2015,BRYAN,BENNINGTON,BENNINGTON HS,07I040,07I040705,82.0,B-
387,2016,BRYAN,BENNINGTON,BENNINGTON HS,07I040,07I040705,76.0,C
388,2013,TULSA,BERRYHILL,BERRYHILL ES SOUTH,72I010,72I010105,81.0,B-
389,2014,TULSA,BERRYHILL,BERRYHILL ES SOUTH,72I010,72I010105,77.0,C+
390,2015,TULSA,BERRYHILL,BERRYHILL ES SOUTH,72I010,72I010105,77.0,C+
391,2016,TULSA,BERRYHILL,BERRYHILL ES SOUTH,72I010,72I010105,80.0,B-
392,2013,TULSA,BERRYHILL,BERRYHILL HS,72I010,72I010705,99.0,A+
393,2014,TULSA,BERRYHILL,BERRYHILL HS,72I010,72I010705,90.0,A-
394,2015,TULSA,BERRYHILL,BERRYHILL HS,72I010,72I010705,98.0,A+
395,2016,TULSA,BERRYHILL,BERRYHILL HS,72I010,72I010705,89.0,B+
396,2013,TULSA,BERRYHILL,BERRYHILL MS,72I010,72I010510,90.0,A-
397,2014,TULSA,BERRYHILL,BERRYHILL MS,72I010,72I010510,87.0,B+
398,2015,TULSA,BERRYHILL,BERRYHILL MS,72I010,72I010510,87.0,B+
399,2016,TULSA,BERRYHILL,BERRYHILL MS,72I010,72I010510,90.0,A-
400,2013,OKLAHOMA,BETHANY,BETHANY HS,55I088,55I088705,105.0,A+
401,2014,OKLAHOMA,BETHANY,BETHANY HS,55I088,55I088705,100.0,A+
402,2015,OKLAHOMA,BETHANY,BETHANY HS,55I088,55I088705,92.0,A-
403,2016,OKLAHOMA,BETHANY,BETHANY HS,55I088,55I088705,80.0,B-
404,2013,OKLAHOMA,BETHANY,BETHANY MS,55I088,55I088505,89.0,B+
405,2014,OKLAHOMA,BETHANY,BETHANY MS,55I088,55I088505,98.0,A+
406,2015,OKLAHOMA,BETHANY,BETHANY MS,55I088,55I088505,91.0,A-
407,2016,OKLAHOMA,BETHANY,BETHANY MS,55I088,55I088505,89.0,B+
409,2014,OKLAHOMA,BETHANY,CHILDREN'S CTR,55I088,55I088110,69.0,D+
412,2013,OKLAHOMA,BETHANY,EARL HARRIS ES,55I088,55I088105,97.0,A+
413,2014,OKLAHOMA,BETHANY,EARL HARRIS ES,55I088,55I088105,96.0,A
414,2015,OKLAHOMA,BETHANY,EARL HARRIS ES,55I088,55I088105,98.0,A+
415,2016,OKLAHOMA,BETHANY,EARL HARRIS ES,55I088,55I088105,96.0,A
416,2013,POTTAWATOMIE,BETHEL,BETHEL ES,63I003,63I003105,85.0,B
417,2014,POTTAWATOMIE,BETHEL,BETHEL ES,63I003,63I003105,82.0,B-
418,2015,POTTAWATOMIE,BETHEL,BETHEL ES,63I003,63I003105,76.0,C
419,2016,POTTAWATOMIE,BETHEL,BETHEL ES,63I003,63I003105,87.0,B+
420,2013,POTTAWATOMIE,BETHEL,BETHEL HS,63I003,63I003705,91.0,A-
421,2014,POTTAWATOMIE,BETHEL,BETHEL HS,63I003,63I003705,91.0,A-
422,2015,POTTAWATOMIE,BETHEL,BETHEL HS,63I003,63I003705,94.0,A
423,2016,POTTAWATOMIE,BETHEL,BETHEL HS,63I003,63I003705,85.0,B
424,2013,POTTAWATOMIE,BETHEL,BETHEL MS,63I003,63I003505,82.0,B-
425,2014,POTTAWATOMIE,BETHEL,BETHEL MS,63I003,63I003505,80.0,B-
426,2015,POTTAWATOMIE,BETHEL,BETHEL MS,63I003,63I003505,78.0,C+
427,2016,POTTAWATOMIE,BETHEL,BETHEL MS,63I003,63I003505,81.0,B-
428,2013,COTTON,BIG PASTURE,BIG PASTURE ES,17I333,17I333105,90.0,A-
429,2014,COTTON,BIG PASTURE,BIG PASTURE ES,17I333,17I333105,87.0,B+
430,2015,COTTON,BIG PASTURE,BIG PASTURE ES,17I333,17I333105,90.0,A-
431,2016,COTTON,BIG PASTURE,BIG PASTURE ES,17I333,17I333105,92.0,A-
432,2013,COTTON,BIG PASTURE,BIG PASTURE HS,17I333,17I333705,105.0,A+
433,2014,COTTON,BIG PASTURE,BIG PASTURE HS,17I333,17I333705,104.0,A+
434,2015,COTTON,BIG PASTURE,BIG PASTURE HS,17I333,17I333705,96.0,A
435,2016,COTTON,BIG PASTURE,BIG PASTURE HS,17I333,17I333705,87.0,B+
436,2013,NOBLE,BILLINGS,BILLINGS ES,52I002,52I002105,65.0,D
437,2014,NOBLE,BILLINGS,BILLINGS ES,52I002,52I002105,78.0,C+
438,2015,NOBLE,BILLINGS,BILLINGS ES,52I002,52I002105,65.0,D
439,2016,NOBLE,BILLINGS,BILLINGS ES,52I002,52I002105,53.0,F
440,2013,NOBLE,BILLINGS,BILLINGS HS,52I002,52I002705,40.0,F
441,2014,NOBLE,BILLINGS,BILLINGS HS,52I002,52I002705,69.0,D+
442,2015,NOBLE,BILLINGS,BILLINGS HS,52I002,52I002705,79.0,C+
443,2016,NOBLE,BILLINGS,BILLINGS HS,52I002,52I002705,70.0,D-
444,2013,CADDO,BINGER-ONEY,BINGER-ONEY ES,08I168,08I168105,65.0,D
445,2014,CADDO,BINGER-ONEY,BINGER-ONEY ES,8I168,08I168105,67.0,D+
446,2015,CADDO,BINGER-ONEY,BINGER-ONEY ES,08I168,08I168105,62.0,D-
447,2016,CADDO,BINGER-ONEY,BINGER-ONEY ES,08I168,08I168105,74.0,C
448,2013,CADDO,BINGER-ONEY,BINGER-ONEY HS,08I168,08I168705,89.0,B+
449,2014,CADDO,BINGER-ONEY,BINGER-ONEY HS,8I168,08I168705,80.0,B-
450,2015,CADDO,BINGER-ONEY,BINGER-ONEY HS,08I168,08I168705,64.0,D
451,2016,CADDO,BINGER-ONEY,BINGER-ONEY HS,08I168,08I168705,65.0,D
452,2013,COMANCHE,BISHOP,BISHOP PUBLIC SCHOOL,16C049,16C049105,95.0,A
453,2014,COMANCHE,BISHOP,BISHOP PUBLIC SCHOOL,16C049,16C049105,98.0,A+
454,2015,COMANCHE,BISHOP,BISHOP PUBLIC SCHOOL,16C049,16C049105,98.0,A+
455,2016,COMANCHE,BISHOP,BISHOP PUBLIC SCHOOL,16C049,16C049105,98.0,A+
456,2013,TULSA,BIXBY,BIXBY HS,72I004,72I004705,99.0,A+
457,2014,TULSA,BIXBY,BIXBY HS,72I004,72I004705,100.0,A+
458,2015,TULSA,BIXBY,BIXBY HS,72I004,72I004705,96.0,A
459,2016,TULSA,BIXBY,BIXBY HS,72I004,72I004705,88.0,B+
460,2013,TULSA,BIXBY,BIXBY MS,72I004,72I004505,91.0,A-
461,2014,TULSA,BIXBY,BIXBY MS,72I004,72I004505,94.0,A
462,2015,TULSA,BIXBY,BIXBY MS,72I004,72I004505,94.0,A
463,2016,TULSA,BIXBY,BIXBY MS,72I004,72I004505,91.0,A-
464,2013,TULSA,BIXBY,BIXBY NORTH ES,72I004,72I004120,95.0,A
465,2014,TULSA,BIXBY,BIXBY NORTH ES,72I004,72I004120,98.0,A+
466,2015,TULSA,BIXBY,BIXBY NORTH ES,72I004,72I004120,102.0,A+
467,2016,TULSA,BIXBY,BIXBY NORTH ES,72I004,72I004120,102.0,A+
468,2013,TULSA,BIXBY,CENTRAL ES,72I004,72I004110,93.0,A
469,2014,TULSA,BIXBY,CENTRAL ES,72I004,72I004110,96.0,A
470,2015,TULSA,BIXBY,CENTRAL ES,72I004,72I004110,90.0,A-
471,2016,TULSA,BIXBY,CENTRAL ES,72I004,72I004110,89.0,B+
472,2013,TULSA,BIXBY,CENTRAL INTERMEDIATE SCHOOL,72I004,72I004140,86.0,B
473,2014,TULSA,BIXBY,CENTRAL INTERMEDIATE SCHOOL,72I004,72I004140,91.0,A-
474,2015,TULSA,BIXBY,CENTRAL INTERMEDIATE SCHOOL,72I004,72I004140,86.0,B
475,2016,TULSA,BIXBY,CENTRAL INTERMEDIATE SCHOOL,72I004,72I004140,88.0,B+
476,2013,TULSA,BIXBY,NORTH INTERMEDIATE SCHOOL,72I004,72I004130,91.0,A-
477,2014,TULSA,BIXBY,NORTH INTERMEDIATE SCHOOL,72I004,72I004130,95.0,A
478,2015,TULSA,BIXBY,NORTH INTERMEDIATE SCHOOL,72I004,72I004130,90.0,A-
479,2016,TULSA,BIXBY,NORTH INTERMEDIATE SCHOOL,72I004,72I004130,93.0,A
480,2014,TULSA,BIXBY,NORTHEAST ES AND IS,72I004,72I004150,85.0,B
481,2015,TULSA,BIXBY,NORTHEAST ES AND IS,72I004,72I004150,85.0,B
482,2016,TULSA,BIXBY,NORTHEAST ES AND IS,72I004,72I004150,84.0,B
483,2013,KAY,BLACKWELL,BLACKWELL ES,36I045,36I045125,78.0,C+
484,2014,KAY,BLACKWELL,BLACKWELL ES,36I045,36I045125,75.0,C
485,2015,KAY,BLACKWELL,BLACKWELL ES,36I045,36I045125,81.0,B-
486,2016,KAY,BLACKWELL,BLACKWELL ES,36I045,36I045125,76.0,C
487,2013,KAY,BLACKWELL,BLACKWELL HS,36I045,36I045705,88.0,B+
488,2014,KAY,BLACKWELL,BLACKWELL HS,36I045,36I045705,67.0,D+
489,2015,KAY,BLACKWELL,BLACKWELL HS,36I045,36I045705,73.0,C
490,2016,KAY,BLACKWELL,BLACKWELL HS,36I045,36I045705,63.0,D
491,2013,KAY,BLACKWELL,BLACKWELL MS,36I045,36I045505,83.0,B
492,2014,KAY,BLACKWELL,BLACKWELL MS,36I045,36I045505,82.0,B-
493,2015,KAY,BLACKWELL,BLACKWELL MS,36I045,36I045505,72.0,C-
494,2016,KAY,BLACKWELL,BLACKWELL MS,36I045,36I045505,81.0,B-
495,2013,KAY,BLACKWELL,HUSTON EC CTR,36I045,36I045105,78.0,C+
496,2014,KAY,BLACKWELL,HUSTON EC CTR,36I045,36I045105,75.0,C
497,2013,JACKSON,BLAIR,BLAIR ES,33I054,33I054105,68.0,D+
498,2014,JACKSON,BLAIR,BLAIR ES,33I054,33I054105,59.0,F
499,2015,JACKSON,BLAIR,BLAIR ES,33I054,33I054105,69.0,D+
500,2016,JACKSON,BLAIR,BLAIR ES,33I054,33I054105,61.0,D-
501,2013,JACKSON,BLAIR,BLAIR HS,33I054,33I054705,96.0,A
502,2014,JACKSON,BLAIR,BLAIR HS,33I054,33I054705,79.0,C+
503,2015,JACKSON,BLAIR,BLAIR HS,33I054,33I054705,82.0,B-
504,2016,JACKSON,BLAIR,BLAIR HS,33I054,33I054705,81.0,B-
505,2013,MCCLAIN,BLANCHARD,BLANCHARD ES,47I029,47I029105,76.0,C
506,2014,MCCLAIN,BLANCHARD,BLANCHARD ES,47I029,47I029105,83.0,B
507,2015,MCCLAIN,BLANCHARD,BLANCHARD ES,47I029,47I029105,78.0,C+
508,2016,MCCLAIN,BLANCHARD,BLANCHARD ES,47I029,47I029105,82.0,B-
509,2013,MCCLAIN,BLANCHARD,BLANCHARD HS,47I029,47I029705,93.0,A
510,2014,MCCLAIN,BLANCHARD,BLANCHARD HS,47I029,47I029705,89.0,B+
511,2015,MCCLAIN,BLANCHARD,BLANCHARD HS,47I029,47I029705,87.0,B+
512,2016,MCCLAIN,BLANCHARD,BLANCHARD HS,47I029,47I029705,81.0,B-
513,2013,MCCLAIN,BLANCHARD,BLANCHARD INTERMEDIATE ES,47I029,47I029110,76.0,C
514,2014,MCCLAIN,BLANCHARD,BLANCHARD INTERMEDIATE ES,47I029,47I029110,83.0,B
515,2015,MCCLAIN,BLANCHARD,BLANCHARD INTERMEDIATE ES,47I029,47I029110,78.0,C+
516,2016,MCCLAIN,BLANCHARD,BLANCHARD INTERMEDIATE ES,47I029,47I029110,82.0,B-
517,2013,MCCLAIN,BLANCHARD,BLANCHARD MS,47I029,47I029510,92.0,A-
518,2014,MCCLAIN,BLANCHARD,BLANCHARD MS,47I029,47I029510,93.0,A
519,2015,MCCLAIN,BLANCHARD,BLANCHARD MS,47I029,47I029510,84.0,B
520,2016,MCCLAIN,BLANCHARD,BLANCHARD MS,47I029,47I029510,89.0,B+
521,2013,CRAIG,BLUEJACKET,BLUEJACKET ES,18I020,18I020105,79.0,C+
522,2014,CRAIG,BLUEJACKET,BLUEJACKET ES,18I020,18I020105,84.0,B
523,2015,CRAIG,BLUEJACKET,BLUEJACKET ES,18I020,18I020105,81.0,B-
524,2016,CRAIG,BLUEJACKET,BLUEJACKET ES,18I020,18I020105,85.0,B
525,2013,CRAIG,BLUEJACKET,BLUEJACKET HS,18I020,18I020705,80.0,B-
526,2014,CRAIG,BLUEJACKET,BLUEJACKET HS,18I020,18I020705,76.0,C
527,2015,CRAIG,BLUEJACKET,BLUEJACKET HS,18I020,18I020705,83.0,B
528,2016,CRAIG,BLUEJACKET,BLUEJACKET HS,18I020,18I020705,81.0,B-
529,2013,CRAIG,BLUEJACKET,BLUEJACKET MS,18I020,18I020505,75.0,C
530,2014,CRAIG,BLUEJACKET,BLUEJACKET MS,18I020,18I020505,79.0,C+
531,2015,CRAIG,BLUEJACKET,BLUEJACKET MS,18I020,18I020505,67.0,D+
532,2016,CRAIG,BLUEJACKET,BLUEJACKET MS,18I020,18I020505,58.0,F
533,2013,CIMARRON,BOISE CITY,BOISE CITY ES,13I002,13I002105,63.0,D
534,2014,CIMARRON,BOISE CITY,BOISE CITY ES,13I002,13I002105,73.0,C
535,2015,CIMARRON,BOISE CITY,BOISE CITY ES,13I002,13I002105,76.0,C
536,2016,CIMARRON,BOISE CITY,BOISE CITY ES,13I002,13I002105,88.0,B+
537,2013,CIMARRON,BOISE CITY,BOISE CITY HS,13I002,13I002705,82.0,B-
538,2014,CIMARRON,BOISE CITY,BOISE CITY HS,13I002,13I002705,79.0,C+
539,2015,CIMARRON,BOISE CITY,BOISE CITY HS,13I002,13I002705,69.0,D+
540,2016,CIMARRON,BOISE CITY,BOISE CITY HS,13I002,13I002705,74.0,C
541,2014,CIMARRON,BOISE CITY,BOISE CITY JHS,13I002,13I002505,71.0,C-
542,2015,CIMARRON,BOISE CITY,BOISE CITY JHS,13I002,13I002505,74.0,C
543,2016,CIMARRON,BOISE CITY,BOISE CITY JHS,13I002,13I002505,70.0,C-
544,2013,LE FLORE,BOKOSHE,BOKOSHE ES,40I026,40I026105,65.0,D
545,2014,LE FLORE,BOKOSHE,BOKOSHE ES,40I026,40I026105,73.0,C
546,2015,LE FLORE,BOKOSHE,BOKOSHE ES,40I026,40I026105,74.0,C
547,2016,LE FLORE,BOKOSHE,BOKOSHE ES,40I026,40I026105,50.0,F
548,2013,LE FLORE,BOKOSHE,BOKOSHE HS,40I026,40I026715,92.0,A-
549,2014,LE FLORE,BOKOSHE,BOKOSHE HS,40I026,40I026715,64.0,D
550,2015,LE FLORE,BOKOSHE,BOKOSHE HS,40I026,40I026715,78.0,C+
551,2016,LE FLORE,BOKOSHE,BOKOSHE HS,40I026,40I026715,61.0,D-
552,2013,LE FLORE,BOKOSHE,BOKOSHE JHS,40I026,40I026615,70.0,C-
553,2014,LE FLORE,BOKOSHE,BOKOSHE JHS,40I026,40I026615,76.0,C
554,2015,LE FLORE,BOKOSHE,BOKOSHE JHS,40I026,40I026615,53.0,F
555,2016,LE FLORE,BOKOSHE,BOKOSHE JHS,40I026,40I026615,76.0,C
556,2013,CADDO,BOONE-APACHE,APACHE ES,08I056,08I056105,66.0,D
557,2014,CADDO,BOONE-APACHE,APACHE ES,8I056,08I056105,62.0,D-
558,2015,CADDO,BOONE-APACHE,APACHE ES,08I056,08I056105,76.0,C
559,2016,CADDO,BOONE-APACHE,APACHE ES,08I056,08I056105,75.0,C
560,2013,CADDO,BOONE-APACHE,APACHE HS,08I056,08I056705,85.0,B
561,2014,CADDO,BOONE-APACHE,APACHE HS,8I056,08I056705,77.0,C+
562,2015,CADDO,BOONE-APACHE,APACHE HS,08I056,08I056705,75.0,C
563,2016,CADDO,BOONE-APACHE,APACHE HS,08I056,08I056705,82.0,B-
564,2013,CADDO,BOONE-APACHE,APACHE MS,08I056,08I056505,71.0,C-
565,2014,CADDO,BOONE-APACHE,APACHE MS,8I056,08I056505,63.0,D
566,2015,CADDO,BOONE-APACHE,APACHE MS,08I056,08I056505,75.0,C
567,2016,CADDO,BOONE-APACHE,APACHE MS,08I056,08I056505,65.0,D
568,2013,CHOCTAW,BOSWELL,BOSWELL ES,12I001,12I001105,75.0,C
569,2014,CHOCTAW,BOSWELL,BOSWELL ES,12I001,12I001105,68.0,D+
570,2015,CHOCTAW,BOSWELL,BOSWELL ES,12I001,12I001105,80.0,B-
571,2016,CHOCTAW,BOSWELL,BOSWELL ES,12I001,12I001105,80.0,B-
572,2013,CHOCTAW,BOSWELL,BOSWELL HS,12I001,12I001715,103.0,A+
573,2014,CHOCTAW,BOSWELL,BOSWELL HS,12I001,12I001715,96.0,A
574,2015,CHOCTAW,BOSWELL,BOSWELL HS,12I001,12I001715,95.0,A
575,2016,CHOCTAW,BOSWELL,BOSWELL HS,12I001,12I001715,79.0,C+
576,2013,CHOCTAW,BOSWELL,BOSWELL MS,12I001,12I001515,77.0,C+
577,2014,CHOCTAW,BOSWELL,BOSWELL MS,12I001,12I001515,86.0,B
578,2015,CHOCTAW,BOSWELL,BOSWELL MS,12I001,12I001515,63.0,D
579,2016,CHOCTAW,BOSWELL,BOSWELL MS,12I001,12I001515,74.0,C
580,2013,SEMINOLE,BOWLEGS,BOWLEGS ES,67I003,67I003105,65.0,D
581,2014,SEMINOLE,BOWLEGS,BOWLEGS ES,67I003,67I003105,69.0,D+
582,2015,SEMINOLE,BOWLEGS,BOWLEGS ES,67I003,67I003105,79.0,C+
583,2016,SEMINOLE,BOWLEGS,BOWLEGS ES,67I003,67I003105,74.0,C
584,2013,SEMINOLE,BOWLEGS,BOWLEGS HS,67I003,67I003705,72.0,C-
585,2014,SEMINOLE,BOWLEGS,BOWLEGS HS,67I003,67I003705,69.0,D+
586,2015,SEMINOLE,BOWLEGS,BOWLEGS HS,67I003,67I003705,73.0,C
587,2016,SEMINOLE,BOWLEGS,BOWLEGS HS,67I003,67I003705,62.0,D-
588,2013,OSAGE,BOWRING,BOWRING PUBLIC SCHOOL,57C007,57C007105,92.0,A-
589,2014,OSAGE,BOWRING,BOWRING PUBLIC SCHOOL,57C007,57C007105,84.0,B
590,2015,OSAGE,BOWRING,BOWRING PUBLIC SCHOOL,57C007,57C007105,72.0,C-
591,2016,OSAGE,BOWRING,BOWRING PUBLIC SCHOOL,57C007,57C007105,75.0,C
592,2013,MUSKOGEE,BRAGGS,BRAGGS ES,51I046,51I046105,75.0,C
593,2014,MUSKOGEE,BRAGGS,BRAGGS ES,51I046,51I046105,81.0,B-
594,2015,MUSKOGEE,BRAGGS,BRAGGS ES,51I046,51I046105,73.0,C
595,2016,MUSKOGEE,BRAGGS,BRAGGS ES,51I046,51I046105,80.0,B-
596,2013,MUSKOGEE,BRAGGS,BRAGGS HS,51I046,51I046705,68.0,D+
597,2014,MUSKOGEE,BRAGGS,BRAGGS HS,51I046,51I046705,89.0,B+
598,2015,MUSKOGEE,BRAGGS,BRAGGS HS,51I046,51I046705,92.0,A-
599,2016,MUSKOGEE,BRAGGS,BRAGGS HS,51I046,51I046705,72.0,C-
600,2013,STEPHENS,BRAY-DOYLE,BRAY-DOYLE ES,69I042,69I042105,79.0,C+
601,2014,STEPHENS,BRAY-DOYLE,BRAY-DOYLE ES,69I042,69I042105,65.0,D
602,2015,STEPHENS,BRAY-DOYLE,BRAY-DOYLE ES,69I042,69I042105,65.0,D
603,2016,STEPHENS,BRAY-DOYLE,BRAY-DOYLE ES,69I042,69I042105,69.0,D+
604,2013,STEPHENS,BRAY-DOYLE,BRAY-DOYLE HS,69I042,69I042705,90.0,A-
605,2014,STEPHENS,BRAY-DOYLE,BRAY-DOYLE HS,69I042,69I042705,78.0,D+
606,2015,STEPHENS,BRAY-DOYLE,BRAY-DOYLE HS,69I042,69I042705,84.0,B
607,2016,STEPHENS,BRAY-DOYLE,BRAY-DOYLE HS,69I042,69I042705,78.0,C+
608,2013,GRADY,BRIDGE CREEK,BRIDGE CREEK ES,26I095,26I095105,84.0,B
609,2014,GRADY,BRIDGE CREEK,BRIDGE CREEK ES,26I095,26I095105,76.0,C
610,2015,GRADY,BRIDGE CREEK,BRIDGE CREEK ES,26I095,26I095105,78.0,C+
611,2016,GRADY,BRIDGE CREEK,BRIDGE CREEK ES,26I095,26I095105,77.0,C+
612,2013,GRADY,BRIDGE CREEK,BRIDGE CREEK HS,26I095,26I095705,83.0,B
613,2014,GRADY,BRIDGE CREEK,BRIDGE CREEK HS,26I095,26I095705,79.0,C+
614,2015,GRADY,BRIDGE CREEK,BRIDGE CREEK HS,26I095,26I095705,80.0,B-
615,2016,GRADY,BRIDGE CREEK,BRIDGE CREEK HS,26I095,26I095705,79.0,C+
