,Year,CountyName,DistrictName,SchoolName,DistrictCode,SchoolCode,IndexScore,LetterGrade
5404,2014,SEQUOYAH,ROLAND,ROLAND JHS,68I005,68I005610,79.0,C+
5405,2015,SEQUOYAH,ROLAND,ROLAND JHS,68I005,68I005610,73.0,C
5406,2016,SEQUOYAH,ROLAND,ROLAND JHS,68I005,68I005610,62.0,D-
5407,2013,GRADY,RUSH SPRINGS,RUSH SPRINGS ES,26I068,26I068105,73.0,C
5408,2014,GRADY,RUSH SPRINGS,RUSH SPRINGS ES,26I068,26I068105,69.0,D+
5409,2015,GRADY,RUSH SPRINGS,RUSH SPRINGS ES,26I068,26I068105,67.0,D+
5410,2016,GRADY,RUSH SPRINGS,RUSH SPRINGS ES,26I068,26I068105,68.0,D+
5411,2013,GRADY,RUSH SPRINGS,RUSH SPRINGS HS,26I068,26I068705,83.0,B
5412,2014,GRADY,RUSH SPRINGS,RUSH SPRINGS HS,26I068,26I068705,84.0,B
5413,2015,GRADY,RUSH SPRINGS,RUSH SPRINGS HS,26I068,26I068705,92.0,A-
5414,2016,GRADY,RUSH SPRINGS,RUSH SPRINGS HS,26I068,26I068705,95.0,A
5415,2013,GRADY,RUSH SPRINGS,RUSH SPRINGS MS,26I068,26I068505,78.0,C+
5416,2014,GRADY,RUSH SPRINGS,RUSH SPRINGS MS,26I068,26I068505,73.0,C
5417,2015,GRADY,RUSH SPRINGS,RUSH SPRINGS MS,26I068,26I068505,67.0,D+
5418,2016,GRADY,RUSH SPRINGS,RUSH SPRINGS MS,26I068,26I068505,82.0,B-
5419,2013,MCINTOSH,RYAL,RYAL PUBLIC SCHOOL,49C003,49C003105,87.0,B+
5420,2014,MCINTOSH,RYAL,RYAL PUBLIC SCHOOL,49C003,49C003105,68.0,D+
5421,2015,MCINTOSH,RYAL,RYAL PUBLIC SCHOOL,49C003,49C003105,42.0,F
5422,2016,MCINTOSH,RYAL,RYAL PUBLIC SCHOOL,49C003,49C003105,50.0,F
5423,2013,JEFFERSON,RYAN,RYAN ES,34I001,34I001105,71.0,C-
5424,2014,JEFFERSON,RYAN,RYAN ES,34I001,34I001105,73.0,C
5425,2015,JEFFERSON,RYAN,RYAN ES,34I001,34I001105,61.0,D-
5426,2016,JEFFERSON,RYAN,RYAN ES,34I001,34I001105,73.0,C
5427,2013,JEFFERSON,RYAN,RYAN HS,34I001,34I001705,92.0,A-
5428,2014,JEFFERSON,RYAN,RYAN HS,34I001,34I001705,84.0,B
5429,2015,JEFFERSON,RYAN,RYAN HS,34I001,34I001705,65.0,D
5430,2016,JEFFERSON,RYAN,RYAN HS,34I001,34I001705,68.0,D+
5431,2013,MAYES,SALINA,SALINA ES,46I016,46I016105,75.0,C
5432,2014,MAYES,SALINA,SALINA ES,46I016,46I016105,74.0,C
5433,2015,MAYES,SALINA,SALINA ES,46I016,46I016105,67.0,D+
5434,2016,MAYES,SALINA,SALINA ES,46I016,46I016105,75.0,C
5435,2013,MAYES,SALINA,SALINA HS,46I016,46I016705,97.0,A+
5436,2014,MAYES,SALINA,SALINA HS,46I016,46I016705,85.0,B
5437,2015,MAYES,SALINA,SALINA HS,46I016,46I016705,83.0,B
5438,2016,MAYES,SALINA,SALINA HS,46I016,46I016705,76.0,C
5439,2013,MAYES,SALINA,SALINA MS,46I016,46I016505,79.0,C+
5440,2014,MAYES,SALINA,SALINA MS,46I016,46I016505,80.0,B-
5441,2015,MAYES,SALINA,SALINA MS,46I016,46I016505,76.0,C
5442,2016,MAYES,SALINA,SALINA MS,46I016,46I016505,88.0,B+
5443,2013,SEQUOYAH,SALLISAW,EASTSIDE ES,68I001,68I001110,83.0,B
5444,2014,SEQUOYAH,SALLISAW,EASTSIDE ES,68I001,68I001110,83.0,B
5445,2015,SEQUOYAH,SALLISAW,EASTSIDE ES,68I001,68I001110,72.0,C-
5446,2016,SEQUOYAH,SALLISAW,EASTSIDE ES,68I001,68I001110,75.0,C
5447,2013,SEQUOYAH,SALLISAW,LIBERTY ES,68I001,68I001105,83.0,B
5448,2014,SEQUOYAH,SALLISAW,LIBERTY ES,68I001,68I001105,73.0,C
5449,2015,SEQUOYAH,SALLISAW,LIBERTY ES,68I001,68I001105,72.0,C-
5450,2016,SEQUOYAH,SALLISAW,LIBERTY ES,68I001,68I001105,75.0,C
5451,2013,SEQUOYAH,SALLISAW,SALLISAW HS,68I001,68I001705,78.0,C+
5452,2014,SEQUOYAH,SALLISAW,SALLISAW HS,68I001,68I001705,75.0,C
5453,2015,SEQUOYAH,SALLISAW,SALLISAW HS,68I001,68I001705,80.0,B-
5454,2016,SEQUOYAH,SALLISAW,SALLISAW HS,68I001,68I001705,76.0,C
5455,2013,SEQUOYAH,SALLISAW,TOMMIE SPEAR MS,68I001,68I001510,81.0,B-
5456,2014,SEQUOYAH,SALLISAW,TOMMIE SPEAR MS,68I001,68I001510,78.0,C+
5457,2015,SEQUOYAH,SALLISAW,TOMMIE SPEAR MS,68I001,68I001510,77.0,C+
5458,2016,SEQUOYAH,SALLISAW,TOMMIE SPEAR MS,68I001,68I001510,77.0,C+
5459,2013,TULSA,SAND SPRINGS,ANGUS VALLEY ES,72I002,72I002104,87.0,B+
5460,2014,TULSA,SAND SPRINGS,ANGUS VALLEY ES,72I002,72I002104,84.0,B
5461,2015,TULSA,SAND SPRINGS,ANGUS VALLEY ES,72I002,72I002104,86.0,B
5462,2016,TULSA,SAND SPRINGS,ANGUS VALLEY ES,72I002,72I002104,97.0,A+
5463,2013,TULSA,SAND SPRINGS,CENTRAL 9TH GRADE CTR,72I002,72I002615,98.0,A+
5464,2014,TULSA,SAND SPRINGS,CENTRAL 9TH GRADE CTR,72I002,72I002615,89.0,B+
5465,2015,TULSA,SAND SPRINGS,CENTRAL 9TH GRADE CTR,72I002,72I002615,89.0,B+
5466,2016,TULSA,SAND SPRINGS,CENTRAL 9TH GRADE CTR,72I002,72I002615,94.0,A
5467,2013,TULSA,SAND SPRINGS,CHARLES PAGE HS,72I002,72I002705,85.0,B
5468,2014,TULSA,SAND SPRINGS,CHARLES PAGE HS,72I002,72I002705,85.0,B
5469,2015,TULSA,SAND SPRINGS,CHARLES PAGE HS,72I002,72I002705,77.0,C+
5470,2016,TULSA,SAND SPRINGS,CHARLES PAGE HS,72I002,72I002705,71.0,C-
5471,2013,TULSA,SAND SPRINGS,CLYDE BOYD MS,72I002,72I002520,75.0,C
5472,2014,TULSA,SAND SPRINGS,CLYDE BOYD MS,72I002,72I002520,75.0,C
5473,2015,TULSA,SAND SPRINGS,CLYDE BOYD MS,72I002,72I002520,74.0,C
5474,2016,TULSA,SAND SPRINGS,CLYDE BOYD MS,72I002,72I002520,74.0,C
5475,2013,TULSA,SAND SPRINGS,GARFIELD ES,72I002,72I002110,73.0,C
5476,2014,TULSA,SAND SPRINGS,GARFIELD ES,72I002,72I002110,68.0,D+
5477,2015,TULSA,SAND SPRINGS,GARFIELD ES,72I002,72I002110,71.0,C-
5478,2016,TULSA,SAND SPRINGS,GARFIELD ES,72I002,72I002110,71.0,C-
5479,2013,TULSA,SAND SPRINGS,LIMESTONE ES,72I002,72I002120,77.0,C+
5480,2014,TULSA,SAND SPRINGS,LIMESTONE ES,72I002,72I002120,85.0,B
5481,2015,TULSA,SAND SPRINGS,LIMESTONE ES,72I002,72I002120,79.0,C+
5482,2016,TULSA,SAND SPRINGS,LIMESTONE ES,72I002,72I002120,85.0,B
5483,2013,TULSA,SAND SPRINGS,NORTHWOODS FINE ARTS ACADEMY,72I002,72I002105,73.0,C
5484,2014,TULSA,SAND SPRINGS,NORTHWOODS FINE ARTS ACADEMY,72I002,72I002105,58.0,F
5485,2015,TULSA,SAND SPRINGS,NORTHWOODS FINE ARTS ACADEMY,72I002,72I002105,71.0,C-
5486,2016,TULSA,SAND SPRINGS,NORTHWOODS FINE ARTS ACADEMY,72I002,72I002105,71.0,C-
5487,2013,TULSA,SAND SPRINGS,PRATT ES,72I002,72I002123,96.0,A
5488,2014,TULSA,SAND SPRINGS,PRATT ES,72I002,72I002123,86.0,B
5489,2015,TULSA,SAND SPRINGS,PRATT ES,72I002,72I002123,88.0,B+
5490,2016,TULSA,SAND SPRINGS,PRATT ES,72I002,72I002123,84.0,B
5495,2014,TULSA,SANKOFA MIDDLE SCHL (CHARTER),SANKOFA MIDDLE SCHOOL,72G004,72G004974,45.0,F
5496,2015,TULSA,SANKOFA MIDDLE SCHL (CHARTER),SANKOFA MIDDLE SCHOOL,72G004,72G004974,64.0,D
5497,2016,TULSA,SANKOFA MIDDLE SCHL (CHARTER),SANKOFA MIDDLE SCHOOL,72G004,72G004974,83.0,B
5498,2013,OKLAHOMA,SANTA FE SOUTH ES (CHARTER),SANTA FE SOUTH ES (CHARTER),55E007,55E007977,57.0,F
5499,2014,OKLAHOMA,SANTA FE SOUTH ES (CHARTER),SANTA FE SOUTH ES (CHARTER),55G001,55G001971,69.0,D+
5500,2015,OKLAHOMA,SANTA FE SOUTH ES (CHARTER),SANTA FE SOUTH ES (CHARTER),55E007,55E007977,71.0,C-
5501,2016,OKLAHOMA,SANTA FE SOUTH ES (CHARTER),SANTA FE SOUTH ES (CHARTER),55G001,55G001971,56.0,F
5502,2013,CREEK,SAPULPA,FREEDOM ES,19I033,19I033150,90.0,A-
5503,2014,CREEK,SAPULPA,FREEDOM ES,19I033,19I033150,81.0,B-
5504,2015,CREEK,SAPULPA,FREEDOM ES,19I033,19I033150,86.0,B
5505,2016,CREEK,SAPULPA,FREEDOM ES,19I033,19I033150,99.0,A+
5506,2013,CREEK,SAPULPA,HOLMES PARK ES,19I033,19I033165,69.0,D+
5507,2014,CREEK,SAPULPA,HOLMES PARK ES,19I033,19I033165,66.0,D
5508,2015,CREEK,SAPULPA,HOLMES PARK ES,19I033,19I033165,85.0,B
5509,2016,CREEK,SAPULPA,HOLMES PARK ES,19I033,19I033165,79.0,C+
5510,2013,CREEK,SAPULPA,JEFFERSON HEIGHTS ES,19I033,19I033160,67.0,D+
5511,2014,CREEK,SAPULPA,JEFFERSON HEIGHTS ES,19I033,19I033160,69.0,D+
5512,2015,CREEK,SAPULPA,JEFFERSON HEIGHTS ES,19I033,19I033160,74.0,C
5513,2016,CREEK,SAPULPA,JEFFERSON HEIGHTS ES,19I033,19I033160,62.0,D-
5514,2013,CREEK,SAPULPA,LIBERTY ES,19I033,19I033125,69.0,D+
5515,2014,CREEK,SAPULPA,LIBERTY ES,19I033,19I033125,46.0,F
5516,2015,CREEK,SAPULPA,LIBERTY ES,19I033,19I033125,79.0,C+
5517,2016,CREEK,SAPULPA,LIBERTY ES,19I033,19I033125,78.0,C+
5518,2013,CREEK,SAPULPA,SAPULPA HS,19I033,19I033705,87.0,B+
5519,2014,CREEK,SAPULPA,SAPULPA HS,19I033,19I033705,82.0,B-
5520,2015,CREEK,SAPULPA,SAPULPA HS,19I033,19I033705,79.0,C+
5521,2016,CREEK,SAPULPA,SAPULPA HS,19I033,19I033705,63.0,D
5522,2013,CREEK,SAPULPA,SAPULPA JHS,19I033,19I033610,83.0,B
5523,2014,CREEK,SAPULPA,SAPULPA JHS,19I033,19I033610,71.0,C-
5524,2015,CREEK,SAPULPA,SAPULPA JHS,19I033,19I033610,67.0,D+
5525,2016,CREEK,SAPULPA,SAPULPA JHS,19I033,19I033610,66.0,D
5526,2013,CREEK,SAPULPA,SAPULPA MS,19I033,19I033505,70.0,C-
5527,2014,CREEK,SAPULPA,SAPULPA MS,19I033,19I033505,63.0,D
5528,2015,CREEK,SAPULPA,SAPULPA MS,19I033,19I033505,73.0,C
5529,2016,CREEK,SAPULPA,SAPULPA MS,19I033,19I033505,57.0,F
5530,2013,SEMINOLE,SASAKWA,SASAKWA ES,67I010,67I010105,73.0,C
5531,2014,SEMINOLE,SASAKWA,SASAKWA ES,67I010,67I010105,72.0,C-
5532,2015,SEMINOLE,SASAKWA,SASAKWA ES,67I010,67I010105,56.0,F
5533,2016,SEMINOLE,SASAKWA,SASAKWA ES,67I010,67I010105,55.0,F
5534,2013,SEMINOLE,SASAKWA,SASAKWA HS,67I010,67I010705,71.0,C-
5535,2014,SEMINOLE,SASAKWA,SASAKWA HS,67I010,67I010705,84.0,B
5536,2015,SEMINOLE,SASAKWA,SASAKWA HS,67I010,67I010705,82.0,B-
5537,2016,SEMINOLE,SASAKWA,SASAKWA HS,67I010,67I010705,81.0,B-
5538,2013,PITTSBURG,SAVANNA,SAVANNA ES,61I030,61I030105,78.0,C+
5539,2014,PITTSBURG,SAVANNA,SAVANNA ES,61I030,61I030105,71.0,C-
5540,2015,PITTSBURG,SAVANNA,SAVANNA ES,61I030,61I030105,73.0,C
5541,2016,PITTSBURG,SAVANNA,SAVANNA ES,61I030,61I030105,70.0,C-
5542,2013,PITTSBURG,SAVANNA,SAVANNA HS,61I030,61I030705,91.0,A-
5543,2014,PITTSBURG,SAVANNA,SAVANNA HS,61I030,61I030705,92.0,A-
5544,2015,PITTSBURG,SAVANNA,SAVANNA HS,61I030,61I030705,86.0,B
5545,2016,PITTSBURG,SAVANNA,SAVANNA HS,61I030,61I030705,84.0,B
5546,2013,BECKHAM,SAYRE,SAYRE ES,05I031,05I031105,85.0,B
5547,2014,BECKHAM,SAYRE,SAYRE ES,5I031,05I031105,76.0,C
5548,2015,BECKHAM,SAYRE,SAYRE ES,05I031,05I031105,72.0,C-
5549,2016,BECKHAM,SAYRE,SAYRE ES,05I031,05I031105,101.0,A+
5550,2013,BECKHAM,SAYRE,SAYRE HS,05I031,05I031705,91.0,A-
5551,2014,BECKHAM,SAYRE,SAYRE HS,5I031,05I031705,86.0,B
5552,2015,BECKHAM,SAYRE,SAYRE HS,05I031,05I031705,83.0,B
5553,2016,BECKHAM,SAYRE,SAYRE HS,05I031,05I031705,60.0,D-
5554,2013,BECKHAM,SAYRE,SAYRE MS,05I031,05I031505,81.0,B-
5555,2014,BECKHAM,SAYRE,SAYRE MS,5I031,05I031505,72.0,C-
5556,2015,BECKHAM,SAYRE,SAYRE MS,05I031,05I031505,63.0,D
5557,2016,BECKHAM,SAYRE,SAYRE MS,05I031,05I031505,61.0,D-
5558,2013,OKMULGEE,SCHULTER,SCHULTER ES,56I006,56I006105,63.0,D
5559,2014,OKMULGEE,SCHULTER,SCHULTER ES,56I006,56I006105,56.0,F
5560,2015,OKMULGEE,SCHULTER,SCHULTER ES,56I006,56I006105,63.0,D
5561,2016,OKMULGEE,SCHULTER,SCHULTER ES,56I006,56I006105,60.0,D-
5562,2013,OKMULGEE,SCHULTER,SCHULTER HS,56I006,56I006705,80.0,C-
5563,2014,OKMULGEE,SCHULTER,SCHULTER HS,56I006,56I006705,83.0,B
5564,2015,OKMULGEE,SCHULTER,SCHULTER HS,56I006,56I006705,74.0,C
5565,2016,OKMULGEE,SCHULTER,SCHULTER HS,56I006,56I006705,58.0,F
5566,2013,DEWEY,SEILING,SEILING ES,22I008,22I008105,79.0,C+
5567,2014,DEWEY,SEILING,SEILING ES,22I008,22I008105,61.0,D-
5568,2015,DEWEY,SEILING,SEILING ES,22I008,22I008105,66.0,D
5569,2016,DEWEY,SEILING,SEILING ES,22I008,22I008105,70.0,C-
5570,2013,DEWEY,SEILING,SEILING JR-SR HS (JR),22I008,22I008615,89.0,B+
5571,2014,DEWEY,SEILING,SEILING JR-SR HS (JR),22I008,22I008615,70.0,C-
5572,2015,DEWEY,SEILING,SEILING JR-SR HS (JR),22I008,22I008615,69.0,D+
5573,2016,DEWEY,SEILING,SEILING JR-SR HS (JR),22I008,22I008615,67.0,D+
5574,2013,DEWEY,SEILING,SEILING JR-SR HS (SR),22I008,22I008715,98.0,A+
5575,2014,DEWEY,SEILING,SEILING JR-SR HS (SR),22I008,22I008715,96.0,A
5576,2015,DEWEY,SEILING,SEILING JR-SR HS (SR),22I008,22I008715,87.0,B+
5577,2016,DEWEY,SEILING,SEILING JR-SR HS (SR),22I008,22I008715,80.0,B-
5578,2013,SEMINOLE,SEMINOLE,NORTHWOOD ES,67I001,67I001110,58.0,F
5579,2014,SEMINOLE,SEMINOLE,NORTHWOOD ES,67I001,67I001110,72.0,C-
5580,2015,SEMINOLE,SEMINOLE,NORTHWOOD ES,67I001,67I001110,74.0,C
5581,2016,SEMINOLE,SEMINOLE,NORTHWOOD ES,67I001,67I001110,73.0,C
5582,2013,SEMINOLE,SEMINOLE,SEMINOLE HS,67I001,67I001715,81.0,B-
5583,2014,SEMINOLE,SEMINOLE,SEMINOLE HS,67I001,67I001715,65.0,D
5584,2015,SEMINOLE,SEMINOLE,SEMINOLE HS,67I001,67I001715,83.0,B
5585,2016,SEMINOLE,SEMINOLE,SEMINOLE HS,67I001,67I001715,80.0,B-
5586,2013,SEMINOLE,SEMINOLE,SEMINOLE MS,67I001,67I001505,72.0,C-
5587,2014,SEMINOLE,SEMINOLE,SEMINOLE MS,67I001,67I001505,65.0,D
5588,2015,SEMINOLE,SEMINOLE,SEMINOLE MS,67I001,67I001505,73.0,C
5589,2016,SEMINOLE,SEMINOLE,SEMINOLE MS,67I001,67I001505,73.0,C
5590,2013,SEMINOLE,SEMINOLE,WILSON ES,67I001,67I001105,68.0,D+
5591,2014,SEMINOLE,SEMINOLE,WILSON ES,67I001,67I001105,66.0,D
5592,2015,SEMINOLE,SEMINOLE,WILSON ES,67I001,67I001105,83.0,B
5593,2016,SEMINOLE,SEMINOLE,WILSON ES,67I001,67I001105,80.0,B-
5594,2013,WASHITA,SENTINEL,BLANCHE THOMAS HS,75I001,75I001705,95.0,A
5595,2014,WASHITA,SENTINEL,BLANCHE THOMAS HS,75I001,75I001705,101.0,A+
5596,2015,WASHITA,SENTINEL,BLANCHE THOMAS HS,75I001,75I001705,86.0,B
5597,2016,WASHITA,SENTINEL,BLANCHE THOMAS HS,75I001,75I001705,86.0,B
5598,2013,WASHITA,SENTINEL,MCMURRAY ES,75I001,75I001105,80.0,B-
5599,2014,WASHITA,SENTINEL,MCMURRAY ES,75I001,75I001105,80.0,B-
5600,2015,WASHITA,SENTINEL,MCMURRAY ES,75I001,75I001105,76.0,C
5601,2016,WASHITA,SENTINEL,MCMURRAY ES,75I001,75I001105,71.0,C-
5602,2013,ROGERS,SEQUOYAH,SEQUOYAH ES,66I006,66I006105,84.0,B
5603,2014,ROGERS,SEQUOYAH,SEQUOYAH ES,66I006,66I006105,83.0,B
5604,2015,ROGERS,SEQUOYAH,SEQUOYAH ES,66I006,66I006105,87.0,B+
5605,2016,ROGERS,SEQUOYAH,SEQUOYAH ES,66I006,66I006105,93.0,A
5606,2013,ROGERS,SEQUOYAH,SEQUOYAH HS,66I006,66I006705,91.0,A-
5607,2014,ROGERS,SEQUOYAH,SEQUOYAH HS,66I006,66I006705,88.0,B+
5608,2015,ROGERS,SEQUOYAH,SEQUOYAH HS,66I006,66I006705,89.0,B+
5609,2016,ROGERS,SEQUOYAH,SEQUOYAH HS,66I006,66I006705,80.0,B-
5610,2013,ROGERS,SEQUOYAH,SEQUOYAH MS,66I006,66I006510,89.0,B+
5611,2014,ROGERS,SEQUOYAH,SEQUOYAH MS,66I006,66I006510,85.0,B
5612,2015,ROGERS,SEQUOYAH,SEQUOYAH MS,66I006,66I006510,84.0,B
5613,2016,ROGERS,SEQUOYAH,SEQUOYAH MS,66I006,66I006510,86.0,B
5614,2013,CHEROKEE,SHADY GROVE,SHADY GROVE PUBLIC SCHOOL,11C026,11C026105,82.0,B-
5615,2014,CHEROKEE,SHADY GROVE,SHADY GROVE PUBLIC SCHOOL,11C026,11C026105,69.0,D+
5616,2015,CHEROKEE,SHADY GROVE,SHADY GROVE PUBLIC SCHOOL,11C026,11C026105,85.0,B
5617,2016,CHEROKEE,SHADY GROVE,SHADY GROVE PUBLIC SCHOOL,11C026,11C026105,84.0,B
5618,2013,LE FLORE,SHADY POINT,SHADY POINT PUBLIC SCHOOL,40C004,40C004105,59.0,F
5619,2014,LE FLORE,SHADY POINT,SHADY POINT PUBLIC SCHOOL,40C004,40C004105,55.0,F
5620,2015,LE FLORE,SHADY POINT,SHADY POINT PUBLIC SCHOOL,40C004,40C004105,65.0,D
5621,2016,LE FLORE,SHADY POINT,SHADY POINT PUBLIC SCHOOL,40C004,40C004105,48.0,F
5622,2013,WOODWARD,SHARON-MUTUAL,SHARON-MUTUAL ES,77I003,77I003105,67.0,D+
5623,2014,WOODWARD,SHARON-MUTUAL,SHARON-MUTUAL ES,77I003,77I003105,66.0,D
5624,2015,WOODWARD,SHARON-MUTUAL,SHARON-MUTUAL ES,77I003,77I003105,64.0,D
5625,2016,WOODWARD,SHARON-MUTUAL,SHARON-MUTUAL ES,77I003,77I003105,66.0,D
5626,2013,WOODWARD,SHARON-MUTUAL,SHARON-MUTUAL HS,77I003,77I003705,91.0,A-
5627,2014,WOODWARD,SHARON-MUTUAL,SHARON-MUTUAL HS,77I003,77I003705,89.0,B+
5628,2016,WOODWARD,SHARON-MUTUAL,SHARON-MUTUAL HS,77I003,77I003705,68.0,D+
5629,2013,ELLIS,SHATTUCK,SHATTUCK ES,23I042,23I042105,83.0,B
5630,2014,ELLIS,SHATTUCK,SHATTUCK ES,23I042,23I042105,83.0,B
5631,2015,ELLIS,SHATTUCK,SHATTUCK ES,23I042,23I042105,80.0,B-
5632,2016,ELLIS,SHATTUCK,SHATTUCK ES,23I042,23I042105,83.0,B
5633,2013,ELLIS,SHATTUCK,SHATTUCK HS,23I042,23I042705,92.0,A-
5634,2014,ELLIS,SHATTUCK,SHATTUCK HS,23I042,23I042705,85.0,B
5635,2015,ELLIS,SHATTUCK,SHATTUCK HS,23I042,23I042705,92.0,A-
5636,2016,ELLIS,SHATTUCK,SHATTUCK HS,23I042,23I042705,73.0,C
5637,2013,POTTAWATOMIE,SHAWNEE,HORACE MANN ES,63I093,63I093120,69.0,D+
5638,2014,POTTAWATOMIE,SHAWNEE,HORACE MANN ES,63I093,63I093120,62.0,D-
5639,2015,POTTAWATOMIE,SHAWNEE,HORACE MANN ES,63I093,63I093120,57.0,F
5640,2016,POTTAWATOMIE,SHAWNEE,HORACE MANN ES,63I093,63I093120,75.0,C
5641,2013,POTTAWATOMIE,SHAWNEE,JEFFERSON ES,63I093,63I093130,61.0,D-
5642,2014,POTTAWATOMIE,SHAWNEE,JEFFERSON ES,63I093,63I093130,61.0,D-
5643,2015,POTTAWATOMIE,SHAWNEE,JEFFERSON ES,63I093,63I093130,62.0,D-
5644,2016,POTTAWATOMIE,SHAWNEE,JEFFERSON ES,63I093,63I093130,58.0,F
5645,2013,POTTAWATOMIE,SHAWNEE,SEQUOYAH ES,63I093,63I093137,77.0,C+
5646,2014,POTTAWATOMIE,SHAWNEE,SEQUOYAH ES,63I093,63I093137,78.0,C+
5647,2015,POTTAWATOMIE,SHAWNEE,SEQUOYAH ES,63I093,63I093137,73.0,C
5648,2016,POTTAWATOMIE,SHAWNEE,SEQUOYAH ES,63I093,63I093137,75.0,C
5653,2013,POTTAWATOMIE,SHAWNEE,SHAWNEE HS,63I093,63I093705,86.0,B
5654,2014,POTTAWATOMIE,SHAWNEE,SHAWNEE HS,63I093,63I093705,83.0,B
5655,2015,POTTAWATOMIE,SHAWNEE,SHAWNEE HS,63I093,63I093705,76.0,C
5656,2016,POTTAWATOMIE,SHAWNEE,SHAWNEE HS,63I093,63I093705,68.0,D+
5657,2013,POTTAWATOMIE,SHAWNEE,SHAWNEE MS,63I093,63I093505,75.0,C
5658,2014,POTTAWATOMIE,SHAWNEE,SHAWNEE MS,63I093,63I093505,66.0,D
5659,2015,POTTAWATOMIE,SHAWNEE,SHAWNEE MS,63I093,63I093505,60.0,D-
5660,2016,POTTAWATOMIE,SHAWNEE,SHAWNEE MS,63I093,63I093505,70.0,C-
5661,2013,POTTAWATOMIE,SHAWNEE,WILL ROGERS ES,63I093,63I093145,75.0,C
5662,2014,POTTAWATOMIE,SHAWNEE,WILL ROGERS ES,63I093,63I093145,84.0,B
5663,2015,POTTAWATOMIE,SHAWNEE,WILL ROGERS ES,63I093,63I093145,71.0,C-
5664,2016,POTTAWATOMIE,SHAWNEE,WILL ROGERS ES,63I093,63I093145,75.0,C
5665,2013,OSAGE,SHIDLER,SHIDLER HS,57I011,57I011715,89.0,B+
5666,2014,OSAGE,SHIDLER,SHIDLER HS,57I011,57I011715,87.0,B+
5667,2015,OSAGE,SHIDLER,SHIDLER HS,57I011,57I011715,75.0,C
5668,2016,OSAGE,SHIDLER,SHIDLER HS,57I011,57I011715,79.0,C+
5669,2013,OSAGE,SHIDLER,SHIDLER MS,57I011,57I011505,76.0,C
5670,2014,OSAGE,SHIDLER,SHIDLER MS,57I011,57I011505,70.0,C-
5671,2015,OSAGE,SHIDLER,SHIDLER MS,57I011,57I011505,73.0,C
5672,2016,OSAGE,SHIDLER,SHIDLER MS,57I011,57I011505,70.0,C-
5673,2013,OSAGE,SHIDLER,WARD ES,57I011,57I011105,79.0,C+
5674,2014,OSAGE,SHIDLER,WARD ES,57I011,57I011105,83.0,B
5675,2015,OSAGE,SHIDLER,WARD ES,57I011,57I011105,85.0,B
5676,2016,OSAGE,SHIDLER,WARD ES,57I011,57I011105,64.0,D
5677,2013,BRYAN,SILO,SILO ES,07I001,07I001110,80.0,B-
5678,2014,BRYAN,SILO,SILO ES,7I001,07I001110,80.0,B-
5679,2015,BRYAN,SILO,SILO ES,07I001,07I001110,74.0,C
5680,2016,BRYAN,SILO,SILO ES,07I001,07I001110,72.0,C-
5681,2013,BRYAN,SILO,SILO HS,07I001,07I001705,83.0,C
5682,2014,BRYAN,SILO,SILO HS,7I001,07I001705,78.0,C+
5683,2015,BRYAN,SILO,SILO HS,07I001,07I001705,82.0,B-
5684,2016,BRYAN,SILO,SILO HS,07I001,07I001705,84.0,B
5685,2013,BRYAN,SILO,SILO JHS,07I001,07I001610,74.0,C
5686,2014,BRYAN,SILO,SILO JHS,7I001,07I001610,75.0,C
5687,2015,BRYAN,SILO,SILO JHS,07I001,07I001610,68.0,D+
5688,2016,BRYAN,SILO,SILO MS,07I001,07I001515,71.0,C-
5689,2013,ADAIR,SKELLY,SKELLY PUBLIC SCHOOL,01C001,01C001105,52.0,F
5690,2013,TULSA,SKIATOOK,MARRS ES,72I007,72I007110,82.0,B-
5691,2014,TULSA,SKIATOOK,MARRS ES,72I007,72I007110,87.0,B+
5692,2015,TULSA,SKIATOOK,MARRS ES,72I007,72I007110,85.0,B
5693,2016,TULSA,SKIATOOK,MARRS ES,72I007,72I007110,81.0,B-
5694,2013,TULSA,SKIATOOK,NEWMAN MS,72I007,72I007505,79.0,C+
5695,2014,TULSA,SKIATOOK,NEWMAN MS,72I007,72I007505,82.0,B-
5696,2015,TULSA,SKIATOOK,NEWMAN MS,72I007,72I007505,73.0,C
5697,2016,TULSA,SKIATOOK,NEWMAN MS,72I007,72I007505,70.0,C-
5698,2016,TULSA,SKIATOOK,SKIATOOK ES,72I007,72I007125,81.0,B-
5699,2013,TULSA,SKIATOOK,SKIATOOK HS,72I007,72I007705,96.0,A
5700,2014,TULSA,SKIATOOK,SKIATOOK HS,72I007,72I007705,88.0,B+
5701,2015,TULSA,SKIATOOK,SKIATOOK HS,72I007,72I007705,85.0,B
5702,2016,TULSA,SKIATOOK,SKIATOOK HS,72I007,72I007705,79.0,C+
5703,2013,TULSA,SKIATOOK,SKIATOOK INTERMEDIATE ES,72I007,72I007120,82.0,B-
5704,2014,TULSA,SKIATOOK,SKIATOOK INTERMEDIATE ES,72I007,72I007120,87.0,B+
5705,2015,TULSA,SKIATOOK,SKIATOOK INTERMEDIATE ES,72I007,72I007120,85.0,B
5706,2016,TULSA,SKIATOOK,SKIATOOK INTERMEDIATE ES,72I007,72I007120,81.0,B-
5707,2013,MCCURTAIN,SMITHVILLE,SMITHVILLE ES,48I014,48I014105,83.0,B
