Year,DistrictName,SchoolName,DistrictKey,DistrictCode,SiteCode,FullCode,DropOutRate,AP_participationIndex,AP_PerformanceIndex,GradRate,LowPerfm_Grade8,CollegeEntranceExam_Participation,CollegeEntranceExam_Performance,EOIPerformanceRate,AchievedGrowthTarget,OverallParticipation_County
2016,CHOCTAW-NICOMA PARK,NICOMA PARK MS,I004,,515,55I004515,0.05,0.53,,,0,,0,0,0,1738
2013,Choctaw-Nicoma Park Charter,Oklahoma Virtual Charter Acade,E014,,984,,,0.05,,0.05,0.05,0.05,,0.61,,3672
2014,Choctaw-Nicoma Park Charter,Oklahoma Virtual Charter Acade,E014,,984,55E014984,,0.33,0.88,0.45,0.32,0.21,0.65,0.61,4,904
2013,Chouteau-Mazie,Chouteau ES,I032,,105,,,,,,,,,,,393
2014,Chouteau-Mazie,Chouteau ES,I032,,105,46I032105,,,,,,,,,,485
2015,CHOUTEAU-MAZIE,CHOUTEAU ES,I032,46I032,105,46I032105,,,,,0,,0,0,0,559
2016,CHOUTEAU-MAZIE,CHOUTEAU ES,I032,,105,46I032105,,,,,0,,0,0,0,512
2013,Chouteau-Mazie,Chouteau-Mazie Ec Ctr,I032,,115,,,,,,,,,,,
2014,Chouteau-Mazie,Chouteau-Mazie Ec Ctr,I032,,115,46I032115,,,,,,,,,,
2015,CHOUTEAU-MAZIE,CHOUTEAU-MAZIE EC CTR,I032,46I032,115,46I032115,,,,,0,,0,0,0,559
2016,CHOUTEAU-MAZIE,CHOUTEAU-MAZIE EC CTR,I032,,115,46I032115,,,,,0,,0,0,0,512
2013,Chouteau-Mazie,Chouteau-Mazie HS,I032,,705,,,0.95,0.79,0.62,0.8,0.39,0.55,0.74,,354
2014,Chouteau-Mazie,Chouteau-Mazie HS,I032,,705,46I032705,,0.59,0.23,0.81,0.77,0.47,0.4,0.74,3,281
2015,CHOUTEAU-MAZIE,CHOUTEAU-MAZIE HS,I032,46I032,705,46I032705,,0.95,0.93,0.72,0.62,0.64,0.46,0.59,2,328
2016,CHOUTEAU-MAZIE,CHOUTEAU-MAZIE HS,I032,,705,46I032705,,0.95,0.92,0.81,0.68,0.8,0.41,0.55,4,366
2013,Chouteau-Mazie,Chouteau-Mazie MS,I032,,505,,0.05,0.11,,,,,,,,452
2014,Chouteau-Mazie,Chouteau-Mazie MS,I032,,505,46I032505,0.05,0.14,,,,,,,,400
2015,CHOUTEAU-MAZIE,CHOUTEAU-MAZIE MS,I032,46I032,505,46I032505,0.05,0.18,,,0,,0,0,0,524
2016,CHOUTEAU-MAZIE,CHOUTEAU-MAZIE MS,I032,,505,46I032505,0.05,0.27,,,0,,0,0,0,461
2013,Chouteau-Mazie,Mazie ES,I032,,110,,0.05,0.05,,,,,,,,124
2014,Chouteau-Mazie,Mazie ES,I032,,110,46I032110,0.05,0.05,,,,,,,,169
2015,CHOUTEAU-MAZIE,MAZIE ES,I032,46I032,110,46I032110,0.05,0.05,,,0,,0,0,0,136
2016,CHOUTEAU-MAZIE,MAZIE ES,I032,,110,46I032110,0.05,0.05,,,0,,0,0,0,135
2013,Cimarron,Cimarron ES,I092,,105,,0.05,0.05,,,,,,,,348
2014,Cimarron,Cimarron ES,I092,,105,44I092105,0.05,0.05,,,,,,,,349
2015,CIMARRON,CIMARRON ES,I092,44I092,105,44I092105,0.05,0.06,,,0,,0,0,0,383
2016,CIMARRON,CIMARRON ES,I092,,105,44I092105,0.05,0.47,,,0,,0,0,0,318
2013,Cimarron,Cimarron HS,I092,,705,,,0.41,0.93,0.88,0.67,0.67,0.5,0.75,,151
2014,Cimarron,Cimarron HS,I092,,705,44I092705,,0.25,0.9,0.71,0.6,0.67,0.42,0.75,1,102
2015,CIMARRON,CIMARRON HS,I092,44I092,705,44I092705,,0.95,0.95,0.94,0,0.89,0.71,0.59,4,105
2016,CIMARRON,CIMARRON HS,I092,,705,44I092705,,0.31,0.95,0.95,0.8,0.67,0.42,0.63,4,122
2013,Claremore,Catalayah ES,I001,,135,,,,,,,,,,,421
2014,Claremore,Catalayah ES,I001,,135,66I001135,,,,,,,,,,493
2015,CLAREMORE,CATALAYAH ES,I001,66I001,135,66I001135,,,,,0,,0,0,0,544
2016,CLAREMORE,CATALAYAH ES,I001,,135,66I001135,,,,,0,,0,0,0,500
2013,Claremore,Claremont ES,I001,,105,,,,,,,,,,,562
2014,Claremore,Claremont ES,I001,,105,66I001105,,,,,,,,,,635
2015,CLAREMORE,CLAREMONT ES,I001,66I001,105,66I001105,,,,,0,,0,0,0,637
2016,CLAREMORE,CLAREMONT ES,I001,,105,66I001105,,,,,0,,0,0,0,515
2013,Claremore,Claremore HS,I001,,705,,,0.66,0.84,0.75,0.72,0.75,0.69,0.78,,1846
2014,Claremore,Claremore HS,I001,,705,66I001705,,0.64,0.62,0.88,0.78,0.64,0.65,0.78,3,1998
2015,CLAREMORE,CLAREMORE HS,I001,66I001,705,66I001705,,0.69,0.95,0.84,0.79,0.7,0.64,0.69,2,2201
2016,CLAREMORE,CLAREMORE HS,I001,,705,66I001705,,0.54,0.95,0.86,0.77,0.75,0.6,0.7,3,2176
2013,Claremore,Roosa ES,I001,,110,,,,,,,,,,,416
2014,Claremore,Roosa ES,I001,,110,66I001110,,,,,,,,,,516
2015,CLAREMORE,ROOSA ES,I001,66I001,110,66I001110,,,,,0,,0,0,0,551
2016,CLAREMORE,ROOSA ES,I001,,110,66I001110,,,,,0,,0,0,0,475
2013,Claremore,Westside ES,I001,,115,,,,,,,,,,,835
2014,Claremore,Westside ES,I001,,115,66I001115,,,,,,,,,,922
2015,CLAREMORE,WESTSIDE ES,I001,66I001,115,66I001115,,,,,0,,0,0,0,954
2016,CLAREMORE,WESTSIDE ES,I001,,115,66I001115,,,,,0,,0,0,0,640
2013,Claremore,Will Rogers JHS,I001,,610,,0.05,0.27,,,,,,,,2531
2014,Claremore,Will Rogers JHS,I001,,610,66I001610,0.05,0.33,,,,,,,,2620
2015,CLAREMORE,WILL ROGERS JHS,I001,66I001,610,66I001610,0.05,0.39,,,0,,0,0,0,2815
2016,CLAREMORE,WILL ROGERS JHS,I001,,610,66I001610,0.05,0.59,,,0,,0,0,0,2450
2013,Clayton,Clayton HS,I010,,705,,,0.42,0.92,0.74,0.95,0.73,0.48,0.56,,183
2014,Clayton,Clayton HS,I010,,705,64I010705,,0.23,0.95,0.8,0.79,0.78,0.44,0.56,3,229
2015,CLAYTON,CLAYTON HS,I010,64I010,705,64I010705,,0.52,0.95,0.79,0.8,0.95,0.2,0.58,2,172
2016,CLAYTON,CLAYTON HS,I010,,705,64I010705,,0.17,0.95,0.85,0.81,0.72,0.38,0.28,3,174
2013,Clayton,Crain ES,I010,,105,,0.05,0.95,,,,,,,,263
2014,Clayton,Crain ES,I010,,105,64I010105,0.05,0.72,,,,,,,,263
2015,CLAYTON,CRAIN ES,I010,64I010,105,64I010105,0.05,0.76,,,0,,0,0,0,305
2016,CLAYTON,CRAIN ES,I010,,105,64I010105,0.05,0.95,,,0,,0,0,0,320
2013,Cleora,Cleora Public School,C006,,105,,0.05,0.05,,,,,,,,228
2014,Cleora,Cleora Public School,C006,,105,21C006105,0.05,0.05,,,,,,,,198
2015,CLEORA,CLEORA PUBLIC SCHOOL,C006,21C006,105,21C006105,0.05,0.95,,,0,,0,0,0,240
2016,CLEORA,CLEORA PUBLIC SCHOOL,C006,,105,21C006105,0.05,0.95,,,0,,0,0,0,184
2013,Cleveland,Cleveland HS,I006,,705,,,0.55,0.95,0.91,0.93,0.62,0.5,0.68,,784
2014,Cleveland,Cleveland HS,I006,,705,59I006705,,0.55,0.95,0.93,0.88,0.47,0.53,0.68,3,870
2015,CLEVELAND,CLEVELAND HS,I006,59I006,705,59I006705,,0.33,0.95,0.9,0.85,0.63,0.64,0.61,4,829
2016,CLEVELAND,CLEVELAND HS,I006,,705,59I006705,,0.37,0.95,0.83,0.77,0.54,0.51,0.68,3,746
2013,Cleveland,Cleveland Intermediate ES,I006,,115,,,,,,,,,,,1026
2014,Cleveland,Cleveland Intermediate ES,I006,,115,59I006115,,,,,,,,,,1105
2015,CLEVELAND,CLEVELAND INTERMEDIATE ES,I006,59I006,115,59I006115,,,,,0,,0,0,0,1061
2016,CLEVELAND,CLEVELAND INTERMEDIATE ES,I006,,115,59I006115,,,,,0,,0,0,0,859
2013,Cleveland,Cleveland MS,I006,,505,,0.05,0.08,,,,,,,,975
2014,Cleveland,Cleveland MS,I006,,505,59I006505,0.05,0.09,,,,,,,,1112
2015,CLEVELAND,CLEVELAND MS,I006,59I006,505,59I006505,0.05,0.08,,,0,,0,0,0,1224
2016,CLEVELAND,CLEVELAND MS,I006,,505,59I006505,0.05,0.05,,,0,,0,0,0,1191
2013,Cleveland,Cleveland Primary ES,I006,,105,,,,,,,,,,,
2014,Cleveland,Cleveland Primary ES,I006,,105,59I006105,,,,,,,,,,
2015,CLEVELAND,CLEVELAND PRIMARY ES,I006,59I006,105,59I006105,,,,,0,,0,0,0,1061
2016,CLEVELAND,CLEVELAND PRIMARY ES,I006,,105,59I006105,,,,,0,,0,0,0,859
2013,Clinton,Clinton HS,I099,,705,,,0.6,0.8,0.88,0.95,0.59,0.55,0.55,,865
2014,Clinton,Clinton HS,I099,,705,20I099705,,0.68,0.76,0.86,0.85,0.6,0.39,0.55,2,1025
2015,CLINTON,CLINTON HS,I099,20I099,705,20I099705,,0.57,0.95,0.86,0.89,0.6,0.34,0.5,2,833
2016,CLINTON,CLINTON HS,I099,,705,20I099705,,0.73,0.95,0.78,0.52,0.62,0.31,0.5,2,963
2013,Clinton,Clinton MS,I099,,505,,0.05,0.61,,,,,,,,1029
2014,Clinton,Clinton MS,I099,,505,20I099505,0.05,0.41,,,,,,,,1182
2015,CLINTON,CLINTON MS,I099,20I099,505,20I099505,0.05,0.93,,,0,,0,0,0,1350
2016,CLINTON,CLINTON MS,I099,,505,20I099505,0.05,0.95,,,0,,0,0,0,1322
2013,Clinton,Nance ES,I099,,110,,,,,,,,,,,
2014,Clinton,Nance ES,I099,,110,20I099110,,,,,,,,,,
2015,CLINTON,NANCE ES,I099,20I099,110,20I099110,,,,,0,,0,0,0,694
2016,CLINTON,NANCE ES,I099,,110,20I099110,,,,,0,,0,0,0,673
2013,Clinton,Southwest ES,I099,,115,,,,,,,,,,,667
2014,Clinton,Southwest ES,I099,,115,20I099115,,,,,,,,,,689
2015,CLINTON,SOUTHWEST ES,I099,20I099,115,20I099115,,,,,0,,0,0,0,694
2016,CLINTON,SOUTHWEST ES,I099,,115,20I099115,,,,,0,,0,0,0,673
2013,Clinton,Washington ES,I099,,120,,,,,,,,,,,1086
2014,Clinton,Washington ES,I099,,120,20I099120,,,,,,,,,,1179
2015,CLINTON,WASHINGTON ES,I099,20I099,120,20I099120,,,,,0,,0,0,0,1202
2016,CLINTON,WASHINGTON ES,I099,,120,20I099120,,,,,0,,0,0,0,1026
2013,Coalgate,Coalgate HS,I001,,705,,,0.43,0.81,0.92,0.95,0.7,0.44,0.65,,401
2014,Coalgate,Coalgate HS,I001,,705,15I001705,,0.53,0.84,0.95,0.95,0.81,0.42,0.65,4,388
2015,COALGATE,COALGATE HS,I001,15I001,705,15I001705,,0.43,0.95,0.95,0,0.69,0.38,0.68,4,323
2016,COALGATE,COALGATE HS,I001,,705,15I001705,,0.62,0.95,0.92,0,0.54,0.48,0.61,4,331
2013,Coalgate,Emerson ES,I001,,105,,,,,,,,,,,485
2014,Coalgate,Emerson ES,I001,,105,15I001105,,,,,,,,,,529
2015,COALGATE,EMERSON ES,I001,15I001,105,15I001105,,,,,0,,0,0,0,542
2016,COALGATE,EMERSON ES,I001,,105,15I001105,,,,,0,,0,0,0,491
2013,Coalgate,Wallace Byrd MS,I001,,505,,0.05,0.75,,,,,,,,318
2014,Coalgate,Wallace Byrd MS,I001,,505,15I001505,0.05,0.56,,,,,,,,329
2015,COALGATE,WALLACE BYRD MS,I001,15I001,505,15I001505,0.05,0.6,,,0,,0,0,0,416
2016,COALGATE,WALLACE BYRD MS,I001,,505,15I001505,0.05,0.6,,,0,,0,0,0,402
2013,Colbert,Colbert HS,I004,,715,,,0.06,0.86,0.69,0.71,0.7,0.45,0.67,,350
2014,Colbert,Colbert HS,I004,,715,07I004715,,0.45,0.24,0.93,0.8,0.95,0.26,0.67,4,319
2015,COLBERT,COLBERT HS,I004,07I004,715,07I004715,,0.53,0.89,0.94,0.8,0.49,0.46,0.64,3,301
2016,COLBERT,COLBERT HS,I004,,715,07I004715,,0.95,0.94,0.95,0,0.59,0.55,0.4,4,241
2013,Colbert,Colbert MS,I004,,505,,0.05,0.16,,,,,,,,353
2014,Colbert,Colbert MS,I004,,505,07I004505,0.05,0.13,,,,,,,,438
2015,COLBERT,COLBERT MS,I004,07I004,505,07I004505,0.05,0.14,,,0,,0,0,0,433
2016,COLBERT,COLBERT MS,I004,,505,07I004505,0.05,0.49,,,0,,0,0,0,367
2013,Colbert,Ward ES East,I004,,105,,,,,,,,,,,481
2014,Colbert,Ward ES East,I004,,105,07I004105,,,,,,,,,,559
2015,COLBERT,WARD ES EAST,I004,07I004,105,07I004105,,,,,0,,0,0,0,509
2016,COLBERT,WARD ES EAST,I004,,105,07I004105,,,,,0,,0,0,0,416
2013,Colbert,Ward ES West,I004,,110,,,,,,,,,,,140
2014,Colbert,Ward ES West,I004,,110,07I004110,,,,,,,,,,98
2015,COLBERT,WARD ES WEST,I004,07I004,110,07I004110,,,,,0,,0,0,0,90
2016,COLBERT,WARD ES WEST,I004,,110,07I004110,,,,,0,,0,0,0,104
2013,Colcord,Colcord ES,I004,,105,,0.05,0.14,,,,,,,,719
2014,Colcord,Colcord ES,I004,,105,21I004105,0.05,0.18,,,,,,,,802
2015,COLCORD,COLCORD ES,I004,21I004,105,21I004105,0.05,0.05,,,0,,0,0,0,653
2016,COLCORD,COLCORD ES,I004,,105,21I004105,0.05,0.26,,,0,,0,0,0,642
2013,Colcord,Colcord HS,I004,,715,,,0.48,0.72,0.77,0.85,0.48,0.3,0.41,,327
2014,Colcord,Colcord HS,I004,,715,21I004715,,0.52,0.5,0.85,0.86,0.44,0.39,0.41,4,334
2015,COLCORD,COLCORD HS,I004,21I004,715,21I004715,,0.47,0.95,0.85,0.9,0.59,0.44,0.29,3,346
2016,COLCORD,COLCORD HS,I004,,715,21I004715,,0.46,0.95,0.76,0.65,0.58,0.24,0.55,3,341
2013,Coleman,Coleman ES,I035,,105,,0.05,0.15,,,,,,,,230
2014,Coleman,Coleman ES,I035,,105,35I035105,0.05,0.2,,,,,,,,225
2015,COLEMAN,COLEMAN ES,I035,35I035,105,35I035105,0.05,0.05,,,0,,0,0,0,244
2016,COLEMAN,COLEMAN ES,I035,,105,35I035105,0.05,0.47,,,0,,0,0,0,176
2013,Coleman,Coleman HS,I035,,705,,,0.95,0.71,0.95,0.95,0.81,0.15,0.44,,132
2014,Coleman,Coleman HS,I035,,705,35I035705,,0.89,0.19,0.95,0.95,0.77,0.7,0.44,4,114
2015,COLEMAN,COLEMAN HS,I035,35I035,705,35I035705,,0.63,0.95,0.95,0,0.67,0.5,0.82,4,88
2016,COLEMAN,COLEMAN HS,I035,,705,35I035705,,0.92,0.95,0.95,0,0.85,0.29,0.47,4,81
2016,COLLINSVILLE,COLLINSVILLE 6TH GRADE CENTER,I006,,135,72I006135,,,,,0,,0,0,0,424
2013,Collinsville,Collinsville Ec Ctr,I006,,105,,,,,,,,,,,
2014,Collinsville,Collinsville Ec Ctr,I006,,105,72I006105,,,,,,,,,,
2015,COLLINSVILLE,COLLINSVILLE EC CTR,I006,72I006,105,72I006105,,,,,0,,0,0,0,1719
2016,COLLINSVILLE,COLLINSVILLE EC CTR,I006,,105,72I006105,,,,,0,,0,0,0,360
2013,Collinsville,Collinsville HS,I006,,705,,,0.71,0.82,0.92,0.92,0.69,0.53,0.72,,1036
2014,Collinsville,Collinsville HS,I006,,705,72I006705,,0.63,0.67,0.89,0.88,0.61,0.63,0.72,3,1130
2015,COLLINSVILLE,COLLINSVILLE HS,I006,72I006,705,72I006705,,0.82,0.95,0.93,0.89,0.65,0.66,0.78,5,1223
2016,COLLINSVILLE,COLLINSVILLE HS,I006,,705,72I006705,,0.67,0.95,0.86,0.72,0.66,0.57,0.67,2,1268
2013,Collinsville,Collinsville MS,I006,,500,,0.05,0.25,,,,,,,,1634
2014,Collinsville,Collinsville MS,I006,,500,72I006500,0.05,0.22,,,,,,,,1808
2015,COLLINSVILLE,COLLINSVILLE MS,I006,72I006,500,72I006500,0.05,0.46,,,0,,0,0,0,2013
2016,COLLINSVILLE,COLLINSVILLE MS,I006,,500,72I006500,0.05,0.69,,,0,,0,0,0,1316
2016,COLLINSVILLE,COLLINSVILLE UPPER ES,I006,,130,72I006130,,,,,0,,0,0,0,1098
2013,Collinsville,Herald ES,I006,,120,,,,,,,,,,,1462
2014,Collinsville,Herald ES,I006,,120,72I006120,,,,,,,,,,1695
2015,COLLINSVILLE,HERALD ES,I006,72I006,120,72I006120,,,,,0,,0,0,0,1719
2016,COLLINSVILLE,HERALD ES,I006,,125,72I006125,,,,,0,,0,0,0,360
2013,Collinsville,Wilson ES,I006,,115,,,,,,,,,,,
2014,Collinsville,Wilson ES,I006,,115,72I006115,,,,,,,,,,
2015,COLLINSVILLE,WILSON ES,I006,72I006,115,72I006115,,,,,0,,0,0,0,1719
2013,Comanche,Comanche ES,I002,,105,,,,,,,,,,,615
2014,Comanche,Comanche ES,I002,,105,69I002105,,,,,,,,,,693
2015,COMANCHE,COMANCHE ES,I002,69I002,105,69I002105,,,,,0,,0,0,0,685
2016,COMANCHE,COMANCHE ES,I002,,105,69I002105,,,,,0,,0,0,0,593
2013,Comanche,Comanche HS,I002,,705,,,0.66,0.9,0.79,0.85,0.49,0.33,0.48,,515
2014,Comanche,Comanche HS,I002,,705,69I002705,,0.6,0.86,0.89,0.89,0.62,0.47,0.48,4,537
2015,COMANCHE,COMANCHE HS,I002,69I002,705,69I002705,,0.78,0.95,0.91,0.92,0.47,0.56,0.59,5,493
2016,COMANCHE,COMANCHE HS,I002,,705,69I002705,,0.88,0.95,0.93,0,0.65,0.5,0.48,4,488
2013,Comanche,Comanche MS,I002,,510,,0.05,0.42,,,,,,,,625
2014,Comanche,Comanche MS,I002,,510,69I002510,0.05,0.27,,,,,,,,641
2015,COMANCHE,COMANCHE MS,I002,69I002,510,69I002510,0.05,0.26,,,0,,0,0,0,782
2016,COMANCHE,COMANCHE MS,I002,,510,69I002510,0.05,0.33,,,0,,0,0,0,712
2013,Commerce,Alexander ES,I018,,105,,,,,,,,,,,502
2014,Commerce,Alexander ES,I018,,105,58I018105,,,,,,,,,,527
2015,COMMERCE,ALEXANDER ES,I018,58I018,105,58I018105,,,,,0,,0,0,0,538
2016,COMMERCE,ALEXANDER ES,I018,,105,58I018105,,,,,0,,0,0,0,510
2013,Commerce,Commerce HS,I018,,705,,,0.28,0.91,0.88,0.9,0.72,0.39,0.6,,401
2014,Commerce,Commerce HS,I018,,705,58I018705,,0.38,0.95,0.94,0.92,0.66,0.39,0.6,3,356
2015,COMMERCE,COMMERCE HS,I018,58I018,705,58I018705,,0.34,0.95,0.81,0.79,0.7,0.49,0.62,2,366
2016,COMMERCE,COMMERCE HS,I018,,705,58I018705,,0.29,0.95,0.81,0.63,0.77,0.28,0.6,2,354
2013,Commerce,Commerce MS,I018,,505,,0.05,0.05,,,,,,,,493
2014,Commerce,Commerce MS,I018,,505,58I018505,0.05,0.05,,,,,,,,544
2015,COMMERCE,COMMERCE MS,I018,58I018,505,58I018505,0.05,0.05,,,0,,0,0,0,631
2016,COMMERCE,COMMERCE MS,I018,,505,58I018505,0.05,0.06,,,0,,0,0,0,595
2013,Copan,Copan ES,I004,,105,,0.05,0.49,,,,,,,,918
2014,Copan,Copan ES,I004,,105,74I004105,0.05,0.05,,,,,,,,1124
2015,COPAN,COPAN ES,I004,74I004,105,74I004105,0.05,0.05,,,0,,0,0,0,321
2016,COPAN,COPAN ES,I004,,105,74I004105,0.05,0.29,,,0,,0,0,0,290
2013,Copan,Copan HS,I004,,720,,,0.95,0.94,0.91,0.95,0.58,0.36,0.58,,375
2014,Copan,Copan HS,I004,,720,74I004720,,0.75,0.83,0.65,0.69,0.44,0.6,0.58,2,111
2015,COPAN,COPAN HS,I004,74I004,720,74I004720,,0.75,0.95,0.7,0.8,0.67,0.5,0.43,4,102
2016,COPAN,COPAN HS,I004,,720,74I004720,,0.95,0.95,0.43,0.3,0.81,0.23,0.56,3,113
2014,Copan,Copan Virtual,I004,,999,74i004999,,0.05,,,,0.05,,,,469
2013,Cordell,Cordell ES,I078,,105,,,,,,,,,,,529
2014,Cordell,Cordell ES,I078,,105,75I078105,,,,,,,,,,603
2015,CORDELL,CORDELL ES,I078,75I078,105,75I078105,,,,,0,,0,0,0,578
2016,CORDELL,CORDELL ES,I078,,105,75I078105,,,,,0,,0,0,0,518
2013,Cordell,Cordell HS,I078,,705,,,0.35,0.73,0.95,0.95,0.79,0.48,0.79,,201
2014,Cordell,Cordell HS,I078,,705,75I078705,,0.42,0.95,0.95,0.95,0.7,0.5,0.83,4,261
2015,CORDELL,CORDELL HS,I078,75I078,705,75I078705,,0.54,0.95,0.93,0.93,0.68,0.56,0.89,5,268
2016,CORDELL,CORDELL HS,I078,,705,75I078705,,0.13,0.95,0.84,0.75,0.78,0.59,0.84,3,239
2013,Cordell,Cordell JHS,I078,,610,,0.05,0.59,,,,,,,,431
2014,Cordell,Cordell JHS,I078,,610,75I078610,0.05,0.47,,,,,,,,450
2015,CORDELL,CORDELL JHS,I078,75I078,610,75I078610,0.05,0.38,,,0,,0,0,0,427
2016,CORDELL,CORDELL JHS,I078,,610,75I078610,0.05,0.39,,,0,,0,0,0,426
2013,Cottonwood,Cottonwood Public School,C004,,105,,0.05,0.7,,,,,,,,309
2014,Cottonwood,Cottonwood Public School,C004,,105,15C004105,0.05,0.26,,,,,,,,227
2015,COTTONWOOD,COTTONWOOD PUBLIC SCHOOL,C004,15C004,105,15C004105,0.05,0.29,,,0,,0,0,0,256
2016,COTTONWOOD,COTTONWOOD PUBLIC SCHOOL,C004,,105,15C004105,0.05,0.05,,,0,,0,0,0,252
2013,Covington-Douglas,Covington-Douglas ES,I094,,105,,0.05,0.05,,,,,,,,327
2014,Covington-Douglas,Covington-Douglas ES,I094,,105,24I094105,0.05,0.37,,,,,,,,382
2015,COVINGTON-DOUGLAS,COVINGTON-DOUGLAS ES,I094,24I094,105,24I094105,0.05,0.35,,,0,,0,0,0,335
2016,COVINGTON-DOUGLAS,COVINGTON-DOUGLAS ES,I094,,105,24I094105,0.05,0.4,,,0,,0,0,0,324
2013,Covington-Douglas,Covington-Douglas HS,I094,,705,,,0.51,0.95,0.95,0.95,0.74,0.5,0.61,,120
2014,Covington-Douglas,Covington-Douglas HS,I094,,705,24I094705,,0.53,0.95,0.9,0.88,0.56,0.56,0.61,4,149
2015,COVINGTON-DOUGLAS,COVINGTON-DOUGLAS HS,I094,24I094,705,24I094705,,0.67,0.95,0.94,0.91,0.85,0.41,0.63,4,155
2016,COVINGTON-DOUGLAS,COVINGTON-DOUGLAS HS,I094,,705,24I094705,,0.59,0.95,0.95,0,0.88,0.29,0.52,4,111
2013,Coweta,Central ES,I017,,105,,,,,,,,,,,140
2014,Coweta,Central ES,I017,,105,73I017105,,,,,,,,,,152
2015,COWETA,CENTRAL ES,I017,73I017,105,73I017105,,,,,0,,0,0,0,132
2016,COWETA,CENTRAL ES,I017,,105,73I017105,,,,,0,,0,0,0,134
2013,Coweta,Coweta HS,I017,,705,,,0.95,0.74,0.75,0.82,0.66,0.62,0.66,,1236
2014,Coweta,Coweta HS,I017,,705,73I017705,,0.81,0.31,0.88,0.86,0.75,0.57,0.66,4,1261
2015,COWETA,COWETA HS,I017,73I017,705,73I017705,,0.95,0.95,0.87,0.86,0.69,0.53,0.8,3,1047
2016,COWETA,COWETA HS,I017,,705,73I017705,,0.95,0.95,0.86,0.81,0.73,0.51,0.77,2,1107
2013,Coweta,Coweta Intermediate HS,I017,,710,,0.05,0.05,,,,,,,,245
2014,Coweta,Coweta Intermediate HS,I017,,710,73I017710,0.05,0.05,,,,,,,,244
2015,COWETA,COWETA INTERMEDIATE HS,I017,73I017,710,73I017710,0.05,0.73,,,0,,0,0,0,341
2016,COWETA,COWETA INTERMEDIATE HS,I017,,710,73I017710,0.05,0.6,,,0,,0,0,0,260
2013,Coweta,Coweta JHS,I017,,610,,0.05,0.87,,,,,,,,1529
2014,Coweta,Coweta JHS,I017,,610,73I017610,0.05,0.05,,,,,,,,1763
2015,COWETA,COWETA JHS,I017,73I017,610,73I017610,0.05,0.19,,,0,,0,0,0,2006
2016,COWETA,COWETA JHS,I017,,610,73I017610,0.05,0.5,,,0,,0,0,0,1682
2013,Coweta,Heritage Intermediate Grd Ctr,I017,,210,,,,,,,,,,,969
2014,Coweta,Heritage Intermediate Grd Ctr,I017,,210,73I017210,,,,,,,,,,1016
2015,COWETA,HERITAGE INTERMEDIATE GRD CTR,I017,73I017,210,73I017210,,,,,0,,0,0,0,1000
2016,COWETA,HERITAGE INTERMEDIATE GRD CTR,I017,,210,73I017210,,,,,0,,0,0,0,948
2013,Coweta,Mission Intermediate Grd Ctr,I017,,205,,,,,,,,,,,958
2014,Coweta,Mission Intermediate Grd Ctr,I017,,205,73I017205,,,,,,,,,,1072
2015,COWETA,MISSION INTERMEDIATE GRD CTR,I017,73I017,205,73I017205,,,,,0,,0,0,0,1090
2016,COWETA,MISSION INTERMEDIATE GRD CTR,I017,,205,73I017205,,,,,0,,0,0,0,888
2013,Coweta,Northwest ES,I017,,110,,,,,,,,,,,141
2014,Coweta,Northwest ES,I017,,110,73I017110,,,,,,,,,,156
2015,COWETA,NORTHWEST ES,I017,73I017,110,73I017110,,,,,0,,0,0,0,145
2016,COWETA,NORTHWEST ES,I017,,110,73I017110,,,,,0,,0,0,0,157
2013,Coweta,Southside ES,I017,,115,,,,,,,,,,,134
2014,Coweta,Southside ES,I017,,115,73I017115,,,,,,,,,,180
2015,COWETA,SOUTHSIDE ES,I017,73I017,115,73I017115,,,,,0,,0,0,0,182
2016,COWETA,SOUTHSIDE ES,I017,,115,73I017115,,,,,0,,0,0,0,206
2013,Coyle,Coyle ES,I014,,105,,0.05,0.05,,,,,,,,347
2014,Coyle,Coyle ES,I014,,105,42I014105,0.05,0.05,,,,,,,,356
2015,COYLE,COYLE ES,I014,42I014,105,42I014105,0.05,0.05,,,0,,0,0,0,415
2016,COYLE,COYLE ES,I014,,105,42I014105,0.05,0.07,,,0,,0,0,0,349
2013,Coyle,Coyle HS,I014,,705,,,0.41,0.81,0.95,0.95,0.95,0.25,0.24,,125
2014,Coyle,Coyle HS,I014,,705,42I014705,,0.81,0.95,0.95,0.92,0.88,0.47,0.24,4,135
2015,COYLE,COYLE HS,I014,42I014,705,42I014705,,0.82,0.93,0.94,0,0.83,0.2,0.56,5,124
2016,COYLE,COYLE HS,I014,,705,42I014705,,0.79,0.95,0.95,0,0.88,0.33,0.23,4,134
2013,Crescent,Crescent ES,I002,,105,,,,,,,,,,,368
2014,Crescent,Crescent ES,I002,,105,42I002105,,,,,,,,,,451
2015,CRESCENT,CRESCENT ES,I002,42I002,105,42I002105,,,,,0,,0,0,0,410
2016,CRESCENT,CRESCENT ES,I002,,105,42I002105,,,,,0,,0,0,0,396
2013,Crescent,Crescent HS,I002,,715,,,0.22,0.84,0.95,0.92,0.48,0.33,0.61,,314
2014,Crescent,Crescent HS,I002,,715,42I002715,,0.43,0.74,0.82,0.81,0.95,0.32,0.61,2,301
2015,CRESCENT,CRESCENT HS,I002,42I002,715,42I002715,,0.74,0.95,0.86,0.92,0.91,0.51,0.51,4,247
