Year,CountyCode,DistrictCode,SiteCode,SchoolCode,DistrictName,SchoolName,ReportCardType,Performance_Multiplier,SchoolName,ELA_ExamCount_bq,ELA_GrowthIndex_bq,ELA_LetterGradeas_bq,Math_ExamCount_bq,Math_GrowthIndex_bq,Math_LetterGrade_bq,OverallExamCount_bq,OverallGrowthIndex_bq,OverallLetterGrade_bq,AttendenceRate,AttendenceRate_Bonus,DropOutRate,DropOutRate_Bonus,AP_participationIndex,AP_PerformanceIndex,AP_Bonus,GradRate,GradRate_Bonus,LowPerfm_Grade8,LowPerfm_Grade8_Bonus,CollegeEntranceExam_Participation,CollegeEntranceExam_Performance,CollegeEntranceExam_Bonus,EOIPerformanceRate,EOIPerformanceRate_Bonus,AchievedGrowthTarget,AchievedGrowthTarget_Bonus,OverallParticipation_County,OverallPArticipation_Rate,ELA_ExamCounty,ELA_GrowthIndex,ELA_LetterGrade,Math_ExamCounty,Math_GrowthIndex,Math_LetterGrade,Science_ExamCounty,Science_GrowthIndex,Science_LetterGrade,SocialStudies_ExamCounty,SocialStudies_GrowthIndex,SocialStudies_LetterGrade,Writing_ExamCounty,Writing_GrowthIndex,Writing_LetterGrade,Overall_ExamCounty,Overall_GrowthIndex,Overall_LetterGrade,ReportCardType,Performance_Multiplier,GrowthMultiplier,BottomGrowth_Multiplier,TotalBonusPoints,OveralSchoolGrade,OverallLetterGrade,DistrictCode,Grade_Group
2016,63,I093,137,63I093137,SHAWNEE,"SEQUOYAH ES",NULL,NULL,"SEQUOYAH ES",30,60,"D    ",30,40,"F    ",60,50,"F    ","> 0.95",10,N/A,0,N/A,N/A,0,N/A,0,0.00,0,N/A,0.00,0,0.00,0,0,0,542,1.00,121,82,B,121,72,C,NULL,NULL,,NULL,NULL,,NULL,NULL,,242,77,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,63,I093,110,63I093110,SHAWNEE,"SHAWNEE EC CTR",NULL,NULL,"Shawnee Ec Ctr",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL",0.91,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NU,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,63,I093,110,63I093110,SHAWNEE,"SHAWNEE EC CTR",Elementary,0,"SHAWNEE EC CTR",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"N/A",0.92,0,,0,,,0,,0,0.00,0,,0.00,0,0.00,0,0,0,0,0.00,0,0,N/,0,0,N/,0,0,N/,0,0,N/,0,0,N/,0,0,N/,Elementary,0,0,0,0,0,N/A,63I093,NULL
2016,63,I093,110,63I093110,SHAWNEE,"SHAWNEE EC CTR",NULL,NULL,"SHAWNEE EC CTR",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL",0.92,0,N/A,0,N/A,N/A,0,N/A,0,0.00,0,N/A,0.00,0,0.00,0,0,0,0,0.00,NULL,NULL,,NULL,NULL,,NULL,NULL,,NULL,NULL,,NULL,NULL,,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,63,I093,705,63I093705,SHAWNEE,"SHAWNEE HS",NULL,NULL,"Shawnee HS",64,80,"B    ",40,78,"C    ",104,79,"C    ",NULL,NULL,NULL,NULL,0.89,0.61,1,0.78,0,0.66,0,0.66,0.58,0,0.74,0,3,1,1767,0.99,542,85,B,669,80,B,246,54,F,259,84,B,NULL,NULL,NULL,1716,78,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,63,I093,705,63I093705,SHAWNEE,"SHAWNEE HS","High School",50,"SHAWNEE HS",63,67,"D    ",62,60,"D    ",125,63,"D    ",,0,,0,0.89,"> 0.95",1,0.81,0,0.72,0,0.58,0.60,0,0.65,0,3,1,1840,0.98,554,84,B,648,81,B,268,37,F,267,70,C,0,0,N/,1737,73,C,"High School",50,25,25,2,76,C,63I093,C
2016,63,I093,705,63I093705,SHAWNEE,"SHAWNEE HS",NULL,NULL,"SHAWNEE HS",71,49,"F    ",77,51,"F    ",148,50,"F    ",N/A,0,N/A,0,0.78,"> 0.95",1,0.72,0,0.51,0,0.59,0.57,0,0.68,0,2,0,1877,0.99,289,76,C,312,79,C,NULL,NULL,,NULL,NULL,,NULL,NULL,,601,78,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,63,I093,505,63I093505,SHAWNEE,"SHAWNEE MS",NULL,NULL,"Shawnee MS",155,44,"F    ",154,54,"F    ",309,49,"F    ",0.93,0,0.05,2,0.95,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2467,0.99,718,62,D,717,66,D,NULL,NULL,F,251,67,D,NULL,NULL,NULL,1939,62,D,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,63,I093,505,63I093505,SHAWNEE,"SHAWNEE MS","Middle School",50,"SHAWNEE MS",157,33,"F    ",158,49,"F    ",315,41,"F    ",0.93,0,"< 0.05",2,"> 0.95",,2,,0,0.00,0,,0.00,0,0.00,0,0,0,2460,0.99,649,58,F,650,61,D,211,46,F,427,60,D,0,0,N/,1937,58,F,"Middle School",50,25,25,4,60,D-,63I093,D
2016,63,I093,505,63I093505,SHAWNEE,"SHAWNEE MS",NULL,NULL,"SHAWNEE MS",154,50,"F    ",153,63,"D    ",307,57,"F    ",0.94,6,"< 0.05",2,"> 0.95",N/A,2,N/A,0,0.00,0,N/A,0.00,0,0.00,0,0,0,2200,0.99,618,67,D,614,74,C,NULL,NULL,,NULL,NULL,,NULL,NULL,,1232,70,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,63,I093,145,63I093145,SHAWNEE,"WILL ROGERS ES",NULL,NULL,"Will Rogers ES",29,62,"D    ",29,62,"D    ",58,62,"D    ",0.95,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,637,1.00,200,77,C,201,79,C,63,51,F,63,84,B,NULL,NULL,NULL,527,75,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,63,I093,145,63I093145,SHAWNEE,"WILL ROGERS ES",Elementary,50,"WILL ROGERS ES",31,45,"F    ",31,35,"F    ",62,40,"F    ","> 0.95",10,,0,,,0,,0,0.00,0,,0.00,0,0.00,0,0,0,604,1.00,187,68,D,187,67,D,60,37,F,60,75,C,0,0,N/,494,65,D,Elementary,50,25,25,10,71,C-,63I093,C
2016,63,I093,145,63I093145,SHAWNEE,"WILL ROGERS ES",NULL,NULL,"WILL ROGERS ES",27,52,"F    ",27,44,"F    ",54,48,"F    ","> 0.95",10,N/A,0,N/A,N/A,0,N/A,0,0.00,0,N/A,0.00,0,0.00,0,0,0,532,1.00,111,79,C,111,70,C,NULL,NULL,,NULL,NULL,,NULL,NULL,,222,75,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,57,I011,715,57I011715,SHIDLER,"SHIDLER HS",NULL,NULL,"Shidler HS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL",NULL,NULL,NULL,NULL,0.15,0.95,1,0.85,0,0.86,1,0.44,0.50,0,0.82,1,4,1,124,1.00,34,94,A,58,71,C,19,37,F,13,92,A,NULL,NULL,NULL,124,74,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,57,I011,715,57I011715,SHIDLER,"SHIDLER HS","High School",50,"SHIDLER HS",,,,,,,,,"",,0,,0,0.06,"> 0.95",1,0.83,0,0.80,0,0.75,0.11,1,0.40,0,2,0,130,0.99,35,89,B,47,53,F,17,53,F,21,90,A,0,0,N/,120,70,C,"High School",50,50,0,2,75,C,57I011,C
2016,57,I011,715,57I011715,SHIDLER,"SHIDLER HS",NULL,NULL,"SHIDLER HS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL",N/A,0,N/A,0,0.22,"> 0.95",1,0.87,0,0.75,0,0.71,0.47,0,0.46,0,4,1,109,0.97,14,93,A,22,82,B,NULL,NULL,,NULL,NULL,,NULL,NULL,,36,86,B,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,57,I011,505,57I011505,SHIDLER,"SHIDLER MS",NULL,NULL,"Shidler MS",14,57,"F    ",14,29,"F    ",28,43,"F    ",0.95,6,0.05,2,0.05,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,223,1.00,61,72,C,61,62,D,29,45,F,29,79,C,NULL,NULL,NULL,180,66,D,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,57,I011,505,57I011505,SHIDLER,"SHIDLER MS","Middle School",50,"SHIDLER MS",15,60,"D    ",15,73,"C    ",30,67,"D    ","> 0.95",6,"< 0.05",2,"< 0.05",,0,,0,0.00,0,,0.00,0,0.00,0,0,0,247,1.00,63,68,D,63,60,D,29,38,F,43,47,F,0,0,N/,198,57,F,"Middle School",50,25,25,8,73,C,57I011,C
2016,57,I011,505,57I011505,SHIDLER,"SHIDLER MS",NULL,NULL,"SHIDLER MS",13,54,"F    ",13,38,"F    ",26,46,"F    ","> 0.95",6,"< 0.05",2,"< 0.05",N/A,0,N/A,0,0.00,0,N/A,0.00,0,0.00,0,0,0,196,1.00,53,85,B,53,70,C,NULL,NULL,,NULL,NULL,,NULL,NULL,,106,77,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,57,I011,105,57I011105,SHIDLER,"WARD ES",NULL,NULL,"Ward ES",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL",0.95,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,54,1.00,26,77,C,26,69,D,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,52,73,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,57,I011,105,57I011105,SHIDLER,"WARD ES",Elementary,50,"WARD ES",,,,,,,,,"",0.95,10,,0,,,0,,0,0.00,0,,0.00,0,0.00,0,0,0,76,1.00,37,78,C,37,70,C,0,0,N/,0,0,N/,0,0,N/,74,74,C,Elementary,50,50,0,10,85,B,57I011,B
2016,57,I011,105,57I011105,SHIDLER,"WARD ES",NULL,NULL,"WARD ES",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL","> 0.95",10,N/A,0,N/A,N/A,0,N/A,0,0.00,0,N/A,0.00,0,0.00,0,0,0,68,1.00,19,58,F,19,37,F,NULL,NULL,,NULL,NULL,,NULL,NULL,,38,47,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,7,I001,110,07I001110,SILO,"SILO ES",NULL,NULL,"Silo ES",28,54,"F    ",28,54,"F    ",56,54,"F    ",0.95,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,588,0.99,193,72,C,191,73,C,51,69,D,NULL,NULL,D,NULL,NULL,NULL,487,72,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,7,I001,110,07I001110,SILO,"SILO ES",Elementary,50,"SILO ES",35,43,"F    ",34,32,"F    ",69,38,"F    ",0.95,10,,0,,,0,,0,0.00,0,,0.00,0,0.00,0,0,0,624,1.00,212,75,C,212,67,D,42,60,D,42,83,B,0,0,N/,508,71,C,Elementary,50,25,25,10,74,C,07I001,C
2016,7,I001,110,07I001110,SILO,"SILO ES",NULL,NULL,"SILO ES",29,34,"F    ",29,45,"F    ",58,40,"F    ",0.94,10,N/A,0,N/A,N/A,0,N/A,0,0.00,0,N/A,0.00,0,0.00,0,0,0,558,0.99,121,74,C,121,69,D,NULL,NULL,,NULL,NULL,,NULL,NULL,,242,71,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,7,I001,705,07I001705,SILO,"SILO HS",NULL,NULL,"Silo HS",NULL,NULL,NULL,NULL,NULL,NULL,18,72,"C    ",NULL,NULL,NULL,NULL,0.53,0.82,0,0.75,0,0.81,0,0.62,0.42,0,0.57,0,3,1,296,0.99,85,81,B,119,78,C,41,61,D,25,56,F,NULL,NULL,NULL,270,74,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,7,I001,705,07I001705,SILO,"SILO HS","High School",50,"SILO HS",12,83,"B    ",12,75,"C    ",24,79,"C    ",,0,,0,"> 0.95","> 0.95",1,0.75,0,0.74,0,0.48,0.46,0,0.56,0,1,0,362,0.98,94,91,A,139,76,C,51,69,D,38,55,F,0,0,N/,322,77,C,"High School",50,25,25,1,82,B-,07I001,B
2016,7,I001,705,07I001705,SILO,"SILO HS",NULL,NULL,"SILO HS",11,91,"A    ",12,92,"A    ",23,91,"A    ",N/A,0,N/A,0,0.71,"> 0.95",1,0.73,0,0.70,0,0.63,0.28,0,0.50,0,2,0,396,0.99,45,91,A,49,90,A,NULL,NULL,,NULL,NULL,,NULL,NULL,,94,90,A,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,7,I001,610,07I001610,SILO,"SILO JHS",NULL,NULL,"Silo JHS",21,43,"F    ",21,76,"C    ",42,60,"D    ",0.95,6,0.05,2,0.11,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,428,0.99,104,71,C,104,59,F,NULL,NULL,F,57,70,C,NULL,NULL,NULL,322,63,D,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,7,I001,610,07I001610,SILO,"SILO JHS","Middle School",50,"SILO JHS",23,35,"F    ",23,57,"F    ",46,46,"F    ",0.95,6,"< 0.05",2,0.11,,0,,0,0.00,0,,0.00,0,0.00,0,0,0,470,0.97,97,67,D,97,66,D,49,55,F,97,54,F,0,0,N/,340,61,D,"Middle School",50,25,25,8,68,D+,07I001,D
2016,7,I001,515,07I001515,SILO,"SILO MS",NULL,NULL,"SILO MS",34,65,"D    ",34,50,"F    ",68,57,"F    ","> 0.95",6,"< 0.05",2,0.09,N/A,0,N/A,0,0.00,0,N/A,0.00,0,0.00,0,0,0,503,1.00,139,81,B,138,75,C,NULL,NULL,,NULL,NULL,,NULL,NULL,,277,78,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,72,I007,110,72I007110,SKIATOOK,"MARRS ES",NULL,NULL,"Marrs ES",77,68,"D    ",80,56,"F    ",157,62,"D    ",0.94,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.00,511,81,B,511,81,B,156,63,D,NULL,NULL,A,NULL,NULL,NULL,1335,80,B,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,72,I007,110,72I007110,SKIATOOK,"MARRS ES",Elementary,50,"MARRS ES",85,59,"F    ",85,58,"F    ",170,58,"F    ",0.94,10,,0,,,0,,0,0.00,0,,0.00,0,0.00,0,0,0,1715,1.00,517,79,C,517,79,C,187,70,C,187,87,B,0,0,N/,1408,79,C,Elementary,50,25,25,10,85,B,72I007,B
2016,72,I007,110,72I007110,SKIATOOK,"MARRS ES",NULL,NULL,"MARRS ES",78,63,"D    ",78,38,"F    ",156,51,"F    ",0.94,10,N/A,0,N/A,N/A,0,N/A,0,0.00,0,N/A,0.00,0,0.00,0,0,0,1442,1.00,316,83,B,316,79,C,NULL,NULL,,NULL,NULL,,NULL,NULL,,632,81,B,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,72,I007,505,72I007505,SKIATOOK,"NEWMAN MS",NULL,NULL,"Newman MS",117,67,"D    ",120,56,"F    ",237,61,"D    ",0.95,6,0.05,2,0.46,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1718,1.00,526,78,C,526,71,C,196,54,F,NULL,NULL,C,NULL,NULL,NULL,1449,71,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,72,I007,505,72I007505,SKIATOOK,"NEWMAN MS","Middle School",50,"NEWMAN MS",122,40,"F    ",122,43,"F    ",244,41,"F    ","> 0.95",6,"< 0.05",2,0.66,,2,,0,0.00,0,,0.00,0,0.00,0,0,0,1786,0.99,501,72,C,502,72,C,169,58,F,335,61,D,0,0,N/,1507,68,D,"Middle School",50,25,25,10,73,C,72I007,C
2016,72,I007,505,72I007505,SKIATOOK,"NEWMAN MS",NULL,NULL,"NEWMAN MS",127,49,"F    ",127,35,"F    ",254,42,"F    ","> 0.95",6,"< 0.05",2,0.76,N/A,2,N/A,0,0.00,0,N/A,0.00,0,0.00,0,0,0,1659,0.99,509,77,C,510,68,D,NULL,NULL,,NULL,NULL,,NULL,NULL,,1019,72,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016,72,I007,125,72I007125,SKIATOOK,"SKIATOOK ES",NULL,NULL,"SKIATOOK ES",78,63,"D    ",78,38,"F    ",156,51,"F    ","> 0.95",10,N/A,0,N/A,N/A,0,N/A,0,0.00,0,N/A,0.00,0,0.00,0,0,0,1442,1.00,316,83,B,316,79,C,NULL,NULL,,NULL,NULL,,NULL,NULL,,632,81,B,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,72,I007,705,72I007705,SKIATOOK,"SKIATOOK HS",NULL,NULL,"Skiatook HS",41,78,"C    ",24,67,"D    ",65,74,"C    ",NULL,NULL,NULL,NULL,0.67,0.79,0,0.91,5,0.92,1,0.81,0.58,1,0.71,0,4,1,1136,0.99,358,89,B,440,79,C,160,54,F,174,89,B,NULL,NULL,NULL,1132,80,B,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,72,I007,705,72I007705,SKIATOOK,"SKIATOOK HS","High School",50,"SKIATOOK HS",35,86,"B    ",45,64,"D    ",80,74,"C    ",,0,,0,0.83,"> 0.95",1,0.82,0,0.77,0,0.76,0.64,1,0.82,1,3,1,1160,0.95,327,89,B,444,80,B,160,65,D,161,82,B,0,0,N/,1092,81,B,"High School",50,25,25,4,85,B,72I007,B
2016,72,I007,705,72I007705,SKIATOOK,"SKIATOOK HS",NULL,NULL,"SKIATOOK HS",44,64,"D    ",42,74,"C    ",86,69,"D    ",N/A,0,N/A,0,0.95,"> 0.95",1,0.87,0,0.76,0,0.62,0.57,0,0.75,0,3,1,1158,0.95,180,85,B,170,88,B,NULL,NULL,,NULL,NULL,,NULL,NULL,,350,86,B,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,72,I007,120,72I007120,SKIATOOK,"SKIATOOK INTERMEDIATE ES",NULL,NULL,"Skiatook Intermediate ES",77,68,"D    ",80,56,"F    ",157,62,"D    ",0.95,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1575,1.00,511,81,B,511,81,B,156,63,D,NULL,NULL,A,NULL,NULL,NULL,1335,80,B,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,72,I007,120,72I007120,SKIATOOK,"SKIATOOK INTERMEDIATE ES",Elementary,50,"SKIATOOK INTERMEDIATE ES",85,59,"F    ",85,58,"F    ",170,58,"F    ",0.95,10,,0,,,0,,0,0.00,0,,0.00,0,0.00,0,0,0,1715,1.00,517,79,C,517,79,C,187,70,C,187,87,B,0,0,N/,1408,79,C,Elementary,50,25,25,10,85,B,72I007,B
2016,72,I007,120,72I007120,SKIATOOK,"SKIATOOK INTERMEDIATE ES",NULL,NULL,"SKIATOOK INTERMEDIATE ES",78,63,"D    ",78,38,"F    ",156,51,"F    ",0.95,10,N/A,0,N/A,N/A,0,N/A,0,0.00,0,N/A,0.00,0,0.00,0,0,0,1442,1.00,316,83,B,316,79,C,NULL,NULL,,NULL,NULL,,NULL,NULL,,632,81,B,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,48,I014,105,48I014105,SMITHVILLE,"SMITHVILLE ES",NULL,NULL,"Smithville ES",NULL,NULL,NULL,NULL,NULL,NULL,10,60,"D    ",0.95,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,163,1.00,52,67,D,52,73,C,13,38,F,13,85,B,NULL,NULL,NULL,130,68,D,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,48,I014,105,48I014105,SMITHVILLE,"SMITHVILLE ES",Elementary,50,"SMITHVILLE ES",,,,,,,16,56,"F    ",0.95,10,,0,,,0,,0,0.00,0,,0.00,0,0.00,0,0,0,150,0.99,55,56,F,55,78,C,13,54,F,13,62,D,0,0,N/,136,65,D,Elementary,50,25,25,10,75,C,48I014,C
2016,48,I014,105,48I014105,SMITHVILLE,"SMITHVILLE ES",NULL,NULL,"SMITHVILLE ES",NULL,NULL,NULL,NULL,NULL,NULL,18,44,"F    ","> 0.95",10,N/A,0,N/A,N/A,0,N/A,0,0.00,0,N/A,0.00,0,0.00,0,0,0,172,1.00,39,69,D,39,41,F,NULL,NULL,,NULL,NULL,,NULL,NULL,,78,55,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,48,I014,705,48I014705,SMITHVILLE,"SMITHVILLE HS",NULL,NULL,"Smithville HS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL",NULL,NULL,NULL,NULL,0.89,0.95,1,0.95,5,0.95,1,0.95,0.36,1,0.50,0,4,1,130,0.99,38,92,A,50,70,C,16,25,F,22,64,D,NULL,NULL,NULL,126,70,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,48,I014,705,48I014705,SMITHVILLE,"SMITHVILLE HS","High School",50,"SMITHVILLE HS",,,,,,,,,"",,0,,0,0.18,"> 0.95",1,"> 0.95",5,0.75,0,0.86,0.42,1,0.55,0,3,1,114,1.00,30,90,A,48,75,C,16,44,F,13,69,D,0,0,N/,107,74,C,"High School",50,50,0,8,89,B+,48I014,B
2016,48,I014,705,48I014705,SMITHVILLE,"SMITHVILLE HS",NULL,NULL,"SMITHVILLE HS",NULL,NULL,NULL,NULL,NULL,NULL,10,60,"D    ",N/A,0,N/A,0,0.17,"> 0.95",1,"> 0.95",5,0.00,1,"> 0.95",0.13,1,0.52,0,4,1,146,1.00,21,90,A,23,78,C,NULL,NULL,,NULL,NULL,,NULL,NULL,,44,84,B,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,48,I014,505,48I014505,SMITHVILLE,"SMITHVILLE MS",NULL,NULL,"Smithville MS",14,79,"C    ",14,79,"C    ",28,79,"C    ",0.94,6,0.05,2,0.05,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,231,1.00,67,84,B,67,85,B,27,44,F,27,70,C,NULL,NULL,NULL,188,77,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,48,I014,505,48I014505,SMITHVILLE,"SMITHVILLE MS","Middle School",50,"SMITHVILLE MS",11,27,"F    ",11,55,"F    ",22,41,"F    ","> 0.95",6,"< 0.05",2,"< 0.05",,0,,0,0.00,0,,0.00,0,0.00,0,0,0,191,1.00,49,71,C,49,84,B,22,50,F,37,65,D,0,0,N/,157,71,C,"Middle School",50,25,25,8,75,C,48I014,C
2016,48,I014,505,48I014505,SMITHVILLE,"SMITHVILLE MS",NULL,NULL,"SMITHVILLE MS",NULL,NULL,NULL,NULL,NULL,NULL,18,44,"F    ",0.95,6,"< 0.05",2,"< 0.05",N/A,0,N/A,0,0.00,0,N/A,0.00,0,0.00,0,0,0,130,1.00,36,81,B,36,78,C,NULL,NULL,,NULL,NULL,,NULL,NULL,,72,79,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,38,I004,110,38I004110,SNYDER,"SNYDER ES",NULL,NULL,"Snyder ES",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL",0.95,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,72,1.00,32,84,B,32,91,A,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,64,88,B,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,38,I004,110,38I004110,SNYDER,"SNYDER ES",NULL,NULL,"Snyder ES",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL",0.95,6,0.05,2,0.14,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,567,0.99,32,84,B,32,91,A,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,64,88,B,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,38,I004,110,38I004110,SNYDER,"SNYDER ES",NULL,NULL,"Snyder ES",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL",0.95,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,72,1.00,32,84,B,32,91,A,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,64,88,B,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,38,I004,110,38I004110,SNYDER,"SNYDER ES",NULL,NULL,"Snyder ES",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL",0.95,6,0.05,2,0.14,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,567,0.99,152,66,D,155,62,D,76,53,F,NULL,NULL,C,NULL,NULL,NULL,464,65,D,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,38,I004,110,38I004110,SNYDER,"SNYDER ES",NULL,NULL,"Snyder ES",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL",0.95,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,72,1.00,152,66,D,155,62,D,76,53,F,NULL,NULL,C,NULL,NULL,NULL,464,65,D,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,38,I004,110,38I004110,SNYDER,"SNYDER ES",NULL,NULL,"Snyder ES",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL",0.95,6,0.05,2,0.14,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,567,0.99,152,66,D,155,62,D,76,53,F,NULL,NULL,C,NULL,NULL,NULL,464,65,D,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,38,I004,110,38I004110,SNYDER,"SNYDER ES",NULL,NULL,"Snyder ES",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL",0.95,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,72,1.00,152,66,D,155,62,D,76,53,F,NULL,NULL,C,NULL,NULL,NULL,464,65,D,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
