Year,County,DistrictCode,District,School.Name,Site.Number,School.Code,"School Type",Hispanic,"Native American",Asian,"African American","Pacific Islander",White,"Two or More Races",Total
2015,CUSTER,20I007,"THOMAS-FAY-CUSTER UNIFIED DIST","THOMAS-FAY-CUSTER UNIFIED HS",715,20I007715,"High School",6,10,0,1,0,76,1,94
2016,CUSTER,20I007,"THOMAS-FAY-CUSTER UNIFIED DIST","THOMAS-FAY-CUSTER UNIFIED HS",715,20I007715,"High School",5,9,1,2,0,62,0,79
2014,CUSTER,20I007,"THOMAS-FAY-CUSTER UNIFIED DIST","THOMAS-FAY-CUSTER UNIFIED JHS",615,20I007615,"Middle School",5,10,0,2,0,55,0,72
2015,CUSTER,20I007,"THOMAS-FAY-CUSTER UNIFIED DIST","THOMAS-FAY-CUSTER UNIFIED JHS",615,20I007615,"Middle School",11,14,0,3,0,62,0,90
2016,CUSTER,20I007,"THOMAS-FAY-CUSTER UNIFIED DIST","THOMAS-FAY-CUSTER UNIFIED JHS",615,20I007615,"Middle School",8,14,0,3,0,78,2,105
2014,ALFALFA,02I093,TIMBERLAKE,"TIMBERLAKE ES",105,02I093105,"Elementary School",3,9,3,3,0,173,6,197
2015,ALFALFA,02I093,TIMBERLAKE,"TIMBERLAKE ES",105,02I093105,"Elementary School",5,6,3,4,0,180,6,204
2016,ALFALFA,02I093,TIMBERLAKE,"TIMBERLAKE ES",105,02I093105,"Elementary School",5,10,1,0,0,178,9,203
2014,ALFALFA,02I093,TIMBERLAKE,"TIMBERLAKE HS",705,02I093705,"High School",1,5,1,0,0,65,5,77
2015,ALFALFA,02I093,TIMBERLAKE,"TIMBERLAKE HS",705,02I093705,"High School",1,2,1,1,0,67,5,77
2016,ALFALFA,02I093,TIMBERLAKE,"TIMBERLAKE HS",705,02I093705,"High School",3,3,3,3,0,58,3,73
2014,TILLMAN,71I008,TIPTON,"TIPTON ES",115,71I008115,"Elementary School",67,8,0,13,0,102,22,212
2015,TILLMAN,71I008,TIPTON,"TIPTON ES",115,71I008115,"Elementary School",70,8,0,12,0,86,22,198
2016,TILLMAN,71I008,TIPTON,"TIPTON ES",115,71I008115,"Elementary School",67,10,0,17,0,78,18,190
2014,TILLMAN,71I008,TIPTON,"TIPTON HS",715,71I008715,"High School",32,7,0,39,0,45,9,132
2015,TILLMAN,71I008,TIPTON,"TIPTON HS",715,71I008715,"High School",33,4,0,27,0,51,4,119
2016,TILLMAN,71I008,TIPTON,"TIPTON HS",715,71I008715,"High School",31,4,0,3,0,32,6,76
2014,JOHNSTON,35I020,TISHOMINGO,"TISHOMINGO ES",105,35I020105,"Elementary School",23,108,1,13,1,247,52,445
2015,JOHNSTON,35I020,TISHOMINGO,"TISHOMINGO ES",105,35I020105,"Elementary School",29,115,2,14,2,241,53,456
2016,JOHNSTON,35I020,TISHOMINGO,"TISHOMINGO ES",105,35I020105,"Elementary School",23,112,2,10,2,233,54,436
2014,JOHNSTON,35I020,TISHOMINGO,"TISHOMINGO HS",705,35I020705,"High School",6,88,1,12,0,162,16,285
2015,JOHNSTON,35I020,TISHOMINGO,"TISHOMINGO HS",705,35I020705,"High School",9,85,0,5,0,150,22,271
2016,JOHNSTON,35I020,TISHOMINGO,"TISHOMINGO HS",705,35I020705,"High School",13,85,0,4,0,131,17,250
2014,JOHNSTON,35I020,TISHOMINGO,"TISHOMINGO MS",505,35I020505,"Middle School",15,65,1,2,0,132,25,240
2015,JOHNSTON,35I020,TISHOMINGO,"TISHOMINGO MS",505,35I020505,"Middle School",13,76,0,5,0,150,22,266
2016,JOHNSTON,35I020,TISHOMINGO,"TISHOMINGO MS",505,35I020505,"Middle School",21,61,0,6,0,136,63,287
2014,KAY,36I087,TONKAWA,"TONKAWA ES",105,36I087105,"Elementary School",43,95,0,7,0,206,11,362
2015,KAY,36I087,TONKAWA,"TONKAWA ES",105,36I087105,"Elementary School",43,96,0,5,1,201,21,367
2016,KAY,36I087,TONKAWA,"TONKAWA ES",105,36I087105,"Elementary School",42,90,0,3,0,207,26,368
2014,KAY,36I087,TONKAWA,"TONKAWA HS",715,36I087715,"High School",21,45,0,2,0,123,2,193
2015,KAY,36I087,TONKAWA,"TONKAWA HS",715,36I087715,"High School",23,53,0,1,0,140,2,219
2016,KAY,36I087,TONKAWA,"TONKAWA HS",715,36I087715,"High School",27,49,0,1,0,139,3,219
2014,KAY,36I087,TONKAWA,"TONKAWA MS",505,36I087505,"Middle School",11,41,0,0,0,102,1,155
2015,KAY,36I087,TONKAWA,"TONKAWA MS",505,36I087505,"Middle School",8,47,0,2,0,93,1,151
2016,KAY,36I087,TONKAWA,"TONKAWA MS",505,36I087505,"Middle School",12,47,0,0,0,82,1,142
2014,TULSA,72I001,TULSA,"ACADEMY CENTRAL ES",103,72I001103,"Elementary School",12,9,0,288,2,14,31,356
2015,TULSA,72I001,TULSA,"ACADEMY CENTRAL ES",103,72I001103,"Elementary School",11,6,0,261,2,13,28,321
2016,TULSA,72I001,TULSA,"ACADEMY CENTRAL ES",103,72I001103,"Elementary School",11,5,1,206,4,14,35,276
2014,TULSA,72I001,TULSA,"ANDERSON ES",111,72I001111,"Elementary School",41,10,0,230,2,28,28,339
2015,TULSA,72I001,TULSA,"ANDERSON ES",111,72I001111,"Elementary School",32,14,0,220,5,28,38,337
2016,TULSA,72I001,TULSA,"ANDERSON ES",111,72I001111,"Elementary School",31,10,0,230,4,34,58,367
2014,TULSA,72I001,TULSA,"BELL ES",118,72I001118,"Elementary School",177,63,5,91,3,200,59,598
2015,TULSA,72I001,TULSA,"BELL ES",118,72I001118,"Elementary School",177,59,4,83,3,225,71,622
2016,TULSA,72I001,TULSA,"BELL ES",118,72I001118,"Elementary School",181,60,3,78,5,175,74,576
2014,TULSA,72I001,TULSA,"BOOKER T. WASHINGTON HS",735,72I001735,"High School",171,58,38,478,1,458,114,1318
2015,TULSA,72I001,TULSA,"BOOKER T. WASHINGTON HS",735,72I001735,"High School",182,54,37,475,1,455,125,1329
2016,TULSA,72I001,TULSA,"BOOKER T. WASHINGTON HS",735,72I001735,"High School",179,52,42,470,1,469,112,1325
2014,TULSA,72I001,TULSA,"BURROUGHS ES",135,72I001135,"Elementary School",19,7,0,237,8,19,45,335
2015,TULSA,72I001,TULSA,"BURROUGHS ES",135,72I001135,"Elementary School",14,9,0,235,10,27,33,328
2016,TULSA,72I001,TULSA,"BURROUGHS ES",135,72I001135,"Elementary School",25,13,0,239,15,10,31,333
2014,TULSA,72I001,TULSA,"CARNEGIE ES",140,72I001140,"Elementary School",48,25,15,41,1,295,21,446
2015,TULSA,72I001,TULSA,"CARNEGIE ES",140,72I001140,"Elementary School",40,23,23,36,1,285,29,437
2016,TULSA,72I001,TULSA,"CARNEGIE ES",140,72I001140,"Elementary School",42,24,18,28,1,265,32,410
2014,TULSA,72I001,TULSA,"CARVER MS",515,72I001515,"Middle School",109,21,13,222,0,207,58,630
2015,TULSA,72I001,TULSA,"CARVER MS",515,72I001515,"Middle School",115,18,14,201,0,203,64,615
2016,TULSA,72I001,TULSA,"CARVER MS",515,72I001515,"Middle School",122,29,15,183,0,204,58,611
2014,TULSA,72I001,TULSA,"CELIA CLINTON ES",145,72I001145,"Elementary School",376,25,0,112,1,71,28,613
2015,TULSA,72I001,TULSA,"CELIA CLINTON ES",145,72I001145,"Elementary School",375,26,0,114,1,68,25,609
2016,TULSA,72I001,TULSA,"CELIA CLINTON ES",145,72I001145,"Elementary School",392,26,0,129,1,75,24,647
2014,TULSA,72I001,TULSA,"CENTRAL HS",705,72I001705,"High School",42,35,0,360,2,69,47,555
2015,TULSA,72I001,TULSA,"CENTRAL HS",705,72I001705,"High School",35,26,0,367,2,83,57,570
2016,TULSA,72I001,TULSA,"CENTRAL HS",705,72I001705,"High School",41,27,1,375,5,84,52,585
2014,TULSA,72I001,TULSA,"CENTRAL JHS",658,72I001658,"Middle School",20,18,0,191,2,70,23,324
2015,TULSA,72I001,TULSA,"CENTRAL JHS",658,72I001658,"Middle School",31,19,0,161,4,58,24,297
2016,TULSA,72I001,TULSA,"CENTRAL JHS",658,72I001658,"Middle School",30,17,2,154,7,47,21,278
2014,TULSA,72I001,TULSA,"CHOUTEAU ES",155,72I001155,"Elementary School",63,42,1,96,2,162,48,414
2015,TULSA,72I001,TULSA,"CHOUTEAU ES",155,72I001155,"Elementary School",72,31,1,96,0,149,52,401
2016,TULSA,72I001,TULSA,"CHOUTEAU ES",155,72I001155,"Elementary School",67,36,1,85,0,131,49,369
2014,TULSA,72I001,TULSA,"CLINTON MS",530,72I001530,"Middle School",55,37,1,78,1,117,45,334
2015,TULSA,72I001,TULSA,"CLINTON MS",530,72I001530,"Middle School",48,38,2,82,2,112,43,327
2016,TULSA,72I001,TULSA,"CLINTON MS",530,72I001530,"Middle School",61,57,2,99,3,151,52,425
2014,TULSA,72I001,TULSA,"COLUMBUS ES",156,72I001156,"Elementary School",130,17,11,110,0,63,44,375
2015,TULSA,72I001,TULSA,"COLUMBUS ES",156,72I001156,"Elementary School",144,13,8,122,0,52,39,378
2016,TULSA,72I001,TULSA,"COLUMBUS ES",156,72I001156,"Elementary School",167,15,16,95,0,49,38,380
2014,TULSA,72I001,TULSA,"COOPER ES",158,72I001158,"Elementary School",402,39,37,185,1,132,54,850
2015,TULSA,72I001,TULSA,"COOPER ES",158,72I001158,"Elementary School",394,30,41,188,2,108,53,816
2016,TULSA,72I001,TULSA,"COOPER ES",158,72I001158,"Elementary School",376,28,48,176,2,123,68,821
2014,TULSA,72I001,TULSA,"DANIEL WEBSTER HS",740,72I001740,"High School",66,73,0,182,0,195,39,555
2015,TULSA,72I001,TULSA,"DANIEL WEBSTER HS",740,72I001740,"High School",72,66,2,142,0,177,36,495
2016,TULSA,72I001,TULSA,"DANIEL WEBSTER HS",740,72I001740,"High School",84,63,1,141,2,164,52,507
2014,TULSA,72I001,TULSA,"DISNEY ES",447,72I001447,"Elementary School",501,24,19,155,2,152,41,894
2015,TULSA,72I001,TULSA,"DISNEY ES",447,72I001447,"Elementary School",485,18,17,148,3,139,50,860
2016,TULSA,72I001,TULSA,"DISNEY ES",447,72I001447,"Elementary School",463,15,17,135,7,125,50,812
2016,TULSA,72I001,TULSA,"DUAL LANGUAGE ACADEMY",163,72I001163,"Elementary School",119,4,1,62,0,21,12,219
2014,TULSA,72I001,TULSA,"DUAL LANGUAGE IMMERSION PROG",163,72I001163,"Elementary School",82,4,0,37,0,25,10,158
2015,TULSA,72I001,TULSA,"DUAL LANGUAGE IMMERSION PROG",163,72I001163,"Elementary School",91,5,1,46,0,22,10,175
2014,TULSA,72I001,TULSA,"EAST CENTRAL HS",710,72I001710,"High School",549,69,63,246,0,161,28,1116
2015,TULSA,72I001,TULSA,"EAST CENTRAL HS",710,72I001710,"High School",555,53,58,237,3,133,53,1092
2016,TULSA,72I001,TULSA,"EAST CENTRAL HS",710,72I001710,"High School",538,48,55,235,5,141,57,1079
2014,TULSA,72I001,TULSA,"EAST CENTRAL JHS",659,72I001659,"Middle School",352,42,20,111,2,101,56,684
2015,TULSA,72I001,TULSA,"EAST CENTRAL JHS",659,72I001659,"Middle School",382,37,17,151,2,90,41,720
2016,TULSA,72I001,TULSA,"EAST CENTRAL JHS",659,72I001659,"Middle School",394,26,27,166,4,86,37,740
2014,TULSA,72I001,TULSA,"ECDC BUNCHE",167,72I001167,"Elementary School",220,25,8,310,1,108,33,705
2015,TULSA,72I001,TULSA,"ECDC BUNCHE",167,72I001167,"Elementary School",251,22,7,307,2,109,46,744
2016,TULSA,72I001,TULSA,"ECDC BUNCHE",167,72I001167,"Elementary School",267,22,13,256,1,91,57,707
2014,TULSA,72I001,TULSA,"ECDC PORTER",168,72I001168,"Elementary School",16,22,0,29,0,103,5,175
2015,TULSA,72I001,TULSA,"ECDC PORTER",168,72I001168,"Elementary School",17,13,1,32,0,80,29,172
2016,TULSA,72I001,TULSA,"ECDC PORTER",168,72I001168,"Elementary School",15,17,0,28,0,54,17,131
2014,TULSA,72I001,TULSA,"ECDC REED",169,72I001169,"Elementary School",86,3,8,17,0,25,13,152
2015,TULSA,72I001,TULSA,"ECDC REED",169,72I001169,"Elementary School",41,4,5,7,1,22,6,86
2016,TULSA,72I001,TULSA,"ECDC REED",169,72I001169,"Elementary School",50,3,6,13,0,11,7,90
2014,TULSA,72I001,TULSA,"EDISON PREPARATORY MS",537,72I001537,"Middle School",134,63,19,129,0,409,73,827
2015,TULSA,72I001,TULSA,"EDISON PREPARATORY MS",537,72I001537,"Middle School",168,64,25,132,1,470,76,936
2016,TULSA,72I001,TULSA,"EDISON PREPARATORY MS",537,72I001537,"Middle School",197,68,16,122,2,455,94,954
2014,TULSA,72I001,TULSA,"EISENHOWER INTERNATIONAL ES",170,72I001170,"Elementary School",31,27,7,63,0,302,60,490
2015,TULSA,72I001,TULSA,"EISENHOWER INTERNATIONAL ES",170,72I001170,"Elementary School",55,31,5,66,0,310,61,528
2016,TULSA,72I001,TULSA,"EISENHOWER INTERNATIONAL ES",170,72I001170,"Elementary School",56,36,2,72,0,322,67,555
2014,TULSA,72I001,TULSA,"ELIOT ES",175,72I001175,"Elementary School",20,41,7,27,0,311,13,419
2015,TULSA,72I001,TULSA,"ELIOT ES",175,72I001175,"Elementary School",13,40,5,27,0,284,23,392
2016,TULSA,72I001,TULSA,"ELIOT ES",175,72I001175,"Elementary School",18,38,2,23,0,278,32,391
2014,TULSA,72I001,TULSA,"EMERSON ES",180,72I001180,"Elementary School",27,6,0,216,0,34,28,311
2015,TULSA,72I001,TULSA,"EMERSON ES",180,72I001180,"Elementary School",27,11,0,191,4,38,29,300
2016,TULSA,72I001,TULSA,"EMERSON ES",180,72I001180,"Elementary School",20,12,2,198,3,23,35,293
2014,TULSA,72I001,TULSA,"EUGENE FIELD ES",185,72I001185,"Elementary School",89,36,6,153,0,89,53,426
2015,TULSA,72I001,TULSA,"EUGENE FIELD ES",185,72I001185,"Elementary School",82,38,3,148,0,63,60,394
2016,TULSA,72I001,TULSA,"EUGENE FIELD ES",185,72I001185,"Elementary School",67,25,4,141,1,75,59,372
2014,TULSA,72I001,TULSA,"GILCREASE ES",198,72I001198,"Elementary School",48,16,1,230,0,49,48,392
2015,TULSA,72I001,TULSA,"GILCREASE ES",198,72I001198,"Elementary School",53,18,1,264,0,49,58,443
2016,TULSA,72I001,TULSA,"GILCREASE ES",198,72I001198,"Elementary School",60,12,1,247,0,64,45,429
2014,TULSA,72I001,TULSA,"GRIMES ES",199,72I001199,"Elementary School",32,14,5,98,0,109,24,282
2015,TULSA,72I001,TULSA,"GRIMES ES",199,72I001199,"Elementary School",33,14,5,105,0,98,27,282
2016,TULSA,72I001,TULSA,"GRIMES ES",199,72I001199,"Elementary School",29,16,3,97,0,102,28,275
2014,TULSA,72I001,TULSA,"GRISSOM ES",449,72I001449,"Elementary School",45,20,3,32,0,214,46,360
2015,TULSA,72I001,TULSA,"GRISSOM ES",449,72I001449,"Elementary School",49,28,5,28,0,207,49,366
2016,TULSA,72I001,TULSA,"GRISSOM ES",449,72I001449,"Elementary School",55,20,4,41,7,171,55,353
2014,TULSA,72I001,TULSA,"HALE JHS",661,72I001661,"Middle School",213,57,7,149,2,162,64,654
2015,TULSA,72I001,TULSA,"HALE JHS",661,72I001661,"Middle School",260,37,7,147,3,149,61,664
2016,TULSA,72I001,TULSA,"HALE JHS",661,72I001661,"Middle School",295,48,6,148,0,154,68,719
2014,TULSA,72I001,TULSA,"HAMILTON ES",204,72I001204,"Elementary School",250,44,0,65,2,140,55,556
2015,TULSA,72I001,TULSA,"HAMILTON ES",204,72I001204,"Elementary School",286,40,1,58,1,99,50,535
2016,TULSA,72I001,TULSA,"HAMILTON ES",204,72I001204,"Elementary School",290,32,1,62,1,91,46,523
2014,TULSA,72I001,TULSA,"HAWTHORNE ES",200,72I001200,"Elementary School",1,7,4,326,2,19,25,384
2015,TULSA,72I001,TULSA,"HAWTHORNE ES",200,72I001200,"Elementary School",11,3,4,257,0,13,39,327
2016,TULSA,72I001,TULSA,"HAWTHORNE ES",200,72I001200,"Elementary School",17,5,0,238,1,19,45,325
2014,TULSA,72I001,TULSA,"HENRY ZARROW INTERNATIONAL SCH",112,72I001112,"Elementary School",87,19,4,32,0,211,52,405
2015,TULSA,72I001,TULSA,"HENRY ZARROW INTERNATIONAL SCH",112,72I001112,"Elementary School",108,21,4,37,0,220,42,432
2016,TULSA,72I001,TULSA,"HENRY ZARROW INTERNATIONAL SCH",112,72I001112,"Elementary School",123,25,7,37,0,227,41,460
2014,TULSA,72I001,TULSA,"HOOVER ES",215,72I001215,"Elementary School",75,56,5,76,2,315,98,627
2015,TULSA,72I001,TULSA,"HOOVER ES",215,72I001215,"Elementary School",83,46,8,71,0,279,77,564
2016,TULSA,72I001,TULSA,"HOOVER ES",215,72I001215,"Elementary School",83,46,6,59,0,257,76,527
2014,TULSA,72I001,TULSA,"JACKSON ES",230,72I001230,"Elementary School",96,12,2,149,3,56,34,352
2015,TULSA,72I001,TULSA,"JACKSON ES",230,72I001230,"Elementary School",105,7,0,129,3,38,33,315
2016,TULSA,72I001,TULSA,"JACKSON ES",230,72I001230,"Elementary School",101,9,2,131,7,45,28,323
2014,TULSA,72I001,TULSA,"JONES ES",245,72I001245,"Elementary School",127,40,3,81,0,142,44,437
2015,TULSA,72I001,TULSA,"JONES ES",245,72I001245,"Elementary School",142,27,1,78,0,130,41,419
2016,TULSA,72I001,TULSA,"JONES ES",245,72I001245,"Elementary School",145,31,2,73,2,123,52,428
2014,TULSA,72I001,TULSA,"KENDALL-WHITTIER ES",251,72I001251,"Elementary School",761,49,6,95,2,217,53,1183
2015,TULSA,72I001,TULSA,"KENDALL-WHITTIER ES",251,72I001251,"Elementary School",721,51,10,73,0,188,42,1085
2016,TULSA,72I001,TULSA,"KENDALL-WHITTIER ES",251,72I001251,"Elementary School",629,37,6,62,0,176,48,958
2014,TULSA,72I001,TULSA,"KERR ES",252,72I001252,"Elementary School",324,31,27,60,0,102,28,572
2015,TULSA,72I001,TULSA,"KERR ES",252,72I001252,"Elementary School",338,24,31,50,2,89,34,568
2016,TULSA,72I001,TULSA,"KERR ES",252,72I001252,"Elementary School",351,22,36,53,4,76,31,573
2014,TULSA,72I001,TULSA,"KEY ES",255,72I001255,"Elementary School",199,39,17,124,0,147,41,567
2015,TULSA,72I001,TULSA,"KEY ES",255,72I001255,"Elementary School",183,32,14,121,0,123,48,521
2016,TULSA,72I001,TULSA,"KEY ES",255,72I001255,"Elementary School",163,20,11,125,0,117,68,504
2014,TULSA,72I001,TULSA,"LANIER ES",260,72I001260,"Elementary School",44,31,1,35,0,158,44,313
2015,TULSA,72I001,TULSA,"LANIER ES",260,72I001260,"Elementary School",42,30,0,35,0,180,50,337
2016,TULSA,72I001,TULSA,"LANIER ES",260,72I001260,"Elementary School",38,17,2,33,0,198,46,334
2014,TULSA,72I001,TULSA,"LEE ES",265,72I001265,"Elementary School",25,18,4,108,1,203,42,401
2015,TULSA,72I001,TULSA,"LEE ES",265,72I001265,"Elementary School",17,20,3,82,0,233,44,399
2016,TULSA,72I001,TULSA,"LEE ES",265,72I001265,"Elementary School",16,20,4,76,0,240,42,398
2014,TULSA,72I001,TULSA,"LEWIS AND CLARK ES",269,72I001269,"Elementary School",367,15,25,54,7,64,33,565
2015,TULSA,72I001,TULSA,"LEWIS AND CLARK ES",269,72I001269,"Elementary School",403,15,33,56,17,63,25,612
2016,TULSA,72I001,TULSA,"LEWIS AND CLARK ES",269,72I001269,"Elementary School",361,15,31,85,1,74,29,596
2014,TULSA,72I001,TULSA,"LINDBERGH ES",275,72I001275,"Elementary School",194,33,3,81,0,104,61,476
2015,TULSA,72I001,TULSA,"LINDBERGH ES",275,72I001275,"Elementary School",214,36,1,64,0,93,50,458
2016,TULSA,72I001,TULSA,"LINDBERGH ES",275,72I001275,"Elementary School",223,32,0,57,1,90,60,463
2014,TULSA,72I001,TULSA,"MACARTHUR ES",305,72I001305,"Elementary School",139,18,5,133,0,99,61,455
2015,TULSA,72I001,TULSA,"MACARTHUR ES",305,72I001305,"Elementary School",145,17,3,151,0,89,42,447
2016,TULSA,72I001,TULSA,"MACARTHUR ES",305,72I001305,"Elementary School",132,23,4,125,1,70,42,397
2014,TULSA,72I001,TULSA,"MARK TWAIN ES",425,72I001425,"Elementary School",53,63,0,72,3,215,48,454
2015,TULSA,72I001,TULSA,"MARK TWAIN ES",425,72I001425,"Elementary School",59,47,0,54,2,210,50,422
2016,TULSA,72I001,TULSA,"MARK TWAIN ES",425,72I001425,"Elementary School",73,54,0,63,1,212,48,451
2014,TULSA,72I001,TULSA,"MARSHALL ES",310,72I001310,"Elementary School",154,21,4,116,4,90,46,435
2015,TULSA,72I001,TULSA,"MARSHALL ES",310,72I001310,"Elementary School",143,32,3,142,2,108,48,478
2016,TULSA,72I001,TULSA,"MARSHALL ES",310,72I001310,"Elementary School",127,15,8,126,1,81,41,399
2014,TULSA,72I001,TULSA,"MAYO DEMONSTRATION ES",315,72I001315,"Elementary School",50,19,4,70,0,156,43,342
2015,TULSA,72I001,TULSA,"MAYO DEMONSTRATION ES",315,72I001315,"Elementary School",57,27,3,91,0,183,45,406
2016,TULSA,72I001,TULSA,"MAYO DEMONSTRATION ES",315,72I001315,"Elementary School",53,26,4,97,0,192,53,425
2014,TULSA,72I001,TULSA,"MCCLURE ES",320,72I001320,"Elementary School",87,32,7,276,4,84,49,539
2015,TULSA,72I001,TULSA,"MCCLURE ES",320,72I001320,"Elementary School",84,27,4,287,8,57,40,507
2016,TULSA,72I001,TULSA,"MCCLURE ES",320,72I001320,"Elementary School",87,24,4,263,7,73,54,512
2014,TULSA,72I001,TULSA,"MCKINLEY ES",325,72I001325,"Elementary School",307,27,0,69,0,109,47,559
2015,TULSA,72I001,TULSA,"MCKINLEY ES",325,72I001325,"Elementary School",306,25,0,78,1,88,47,545
2016,TULSA,72I001,TULSA,"MCKINLEY ES",325,72I001325,"Elementary School",337,33,0,73,1,102,49,595
2014,TULSA,72I001,TULSA,"MCLAIN HS FOR SCIENCE AND TECH",720,72I001720,"High School",68,26,3,374,2,41,25,539
2015,TULSA,72I001,TULSA,"MCLAIN HS FOR SCIENCE AND TECH",720,72I001720,"High School",93,24,0,407,2,46,47,619
2016,TULSA,72I001,TULSA,"MCLAIN HS FOR SCIENCE AND TECH",720,72I001720,"High School",98,28,0,386,6,48,42,608
2014,TULSA,72I001,TULSA,"MCLAIN JHS",662,72I001662,"Middle School",61,27,1,271,1,44,22,427
2015,TULSA,72I001,TULSA,"MCLAIN JHS",662,72I001662,"Middle School",95,25,0,261,4,47,24,456
2016,TULSA,72I001,TULSA,"MCLAIN JHS",662,72I001662,"Middle School",96,18,0,185,2,45,30,376
2014,TULSA,72I001,TULSA,"MEMORIAL HS",725,72I001725,"High School",222,73,11,358,3,306,73,1046
2015,TULSA,72I001,TULSA,"MEMORIAL HS",725,72I001725,"High School",243,63,15,357,4,272,90,1044
2016,TULSA,72I001,TULSA,"MEMORIAL HS",725,72I001725,"High School",238,61,15,379,4,247,95,1039
2014,TULSA,72I001,TULSA,"MEMORIAL JHS",663,72I001663,"Middle School",142,48,10,188,1,112,49,550
2015,TULSA,72I001,TULSA,"MEMORIAL JHS",663,72I001663,"Middle School",121,33,10,163,0,99,44,470
2016,TULSA,72I001,TULSA,"MEMORIAL JHS",663,72I001663,"Middle School",118,28,4,158,1,97,47,453
2014,TULSA,72I001,TULSA,"MITCHELL ES",330,72I001330,"Elementary School",288,24,0,61,0,108,45,526
2015,TULSA,72I001,TULSA,"MITCHELL ES",330,72I001330,"Elementary School",283,31,0,68,0,97,51,530
2016,TULSA,72I001,TULSA,"MITCHELL ES",330,72I001330,"Elementary School",313,26,0,76,1,87,42,545
2014,TULSA,72I001,TULSA,"MONROE DEMONSTRATION MS",563,72I001563,"Middle School",33,9,0,113,0,11,20,186
2015,TULSA,72I001,TULSA,"MONROE DEMONSTRATION MS",563,72I001563,"Middle School",52,7,1,152,0,9,17,238
2016,TULSA,72I001,TULSA,"MONROE DEMONSTRATION MS",563,72I001563,"Middle School",54,12,1,195,1,14,17,294
2014,TULSA,72I001,TULSA,"NATHAN HALE HS",715,72I001715,"High School",392,92,13,211,1,239,80,1028
2015,TULSA,72I001,TULSA,"NATHAN HALE HS",715,72I001715,"High School",423,93,14,254,2,269,87,1142
2016,TULSA,72I001,TULSA,"NATHAN HALE HS",715,72I001715,"High School",461,91,19,234,4,235,85,1129
2014,TULSA,72I001,TULSA,"OWEN ES",345,72I001345,"Elementary School",242,38,0,51,0,145,49,525
2015,TULSA,72I001,TULSA,"OWEN ES",345,72I001345,"Elementary School",255,28,0,38,4,157,52,534
2016,TULSA,72I001,TULSA,"OWEN ES",345,72I001345,"Elementary School",247,27,0,44,0,125,46,489
2014,TULSA,72I001,TULSA,"PARK ES",350,72I001350,"Elementary School",33,37,0,40,0,116,42,268
2015,TULSA,72I001,TULSA,"PARK ES",350,72I001350,"Elementary School",26,30,1,38,0,115,39,249
2016,TULSA,72I001,TULSA,"PARK ES",350,72I001350,"Elementary School",21,23,0,33,0,95,32,204
2014,TULSA,72I001,TULSA,"PATRICK HENRY ES",205,72I001205,"Elementary School",55,48,5,58,0,259,58,483
2015,TULSA,72I001,TULSA,"PATRICK HENRY ES",205,72I001205,"Elementary School",49,45,4,57,2,237,57,451
2016,TULSA,72I001,TULSA,"PATRICK HENRY ES",205,72I001205,"Elementary School",53,37,3,64,2,216,67,442
2014,TULSA,72I001,TULSA,"PEARY ES",351,72I001351,"Elementary School",139,13,10,82,0,74,28,346
2015,TULSA,72I001,TULSA,"PEARY ES",351,72I001351,"Elementary School",170,15,11,73,2,64,34,369
2016,TULSA,72I001,TULSA,"PEARY ES",351,72I001351,"Elementary School",177,15,13,64,2,54,34,359
2014,TULSA,72I001,TULSA,"PENN ES",355,72I001355,"Elementary School",64,18,1,192,12,56,38,381
2015,TULSA,72I001,TULSA,"PENN ES",355,72I001355,"Elementary School",46,14,0,185,9,42,30,326
2016,TULSA,72I001,TULSA,"PENN ES",355,72I001355,"Elementary School",47,9,0,175,7,49,35,322
2014,TULSA,72I001,TULSA,"PROJECT ACCEPT TRAICE ES",423,72I001423,"Elementary School",9,10,0,35,0,39,11,104
2015,TULSA,72I001,TULSA,"PROJECT ACCEPT TRAICE ES",423,72I001423,"Elementary School",7,11,0,43,1,64,15,141
2016,TULSA,72I001,TULSA,"PROJECT ACCEPT TRAICE ES",423,72I001423,"Elementary School",4,10,0,43,0,46,20,123
2014,TULSA,72I001,TULSA,"REMINGTON ES",378,72I001378,"Elementary School",54,34,0,80,0,81,45,294
2015,TULSA,72I001,TULSA,"REMINGTON ES",378,72I001378,"Elementary School",46,41,2,82,2,72,32,277
2016,TULSA,72I001,TULSA,"REMINGTON ES",378,72I001378,"Elementary School",32,22,0,72,0,66,29,221
2014,TULSA,72I001,TULSA,"ROBERTSON ES",395,72I001395,"Elementary School",63,67,0,19,1,224,62,436
2015,TULSA,72I001,TULSA,"ROBERTSON ES",395,72I001395,"Elementary School",56,62,0,30,0,226,47,421
2016,TULSA,72I001,TULSA,"ROBERTSON ES",395,72I001395,"Elementary School",49,41,0,27,1,184,48,350
2014,TULSA,72I001,TULSA,"SALK ES",402,72I001402,"Elementary School",240,35,10,119,0,155,54,613
2015,TULSA,72I001,TULSA,"SALK ES",402,72I001402,"Elementary School",247,32,12,111,0,146,71,619
2016,TULSA,72I001,TULSA,"SALK ES",402,72I001402,"Elementary School",234,37,10,123,0,140,59,603
2014,TULSA,72I001,TULSA,"SEQUOYAH ES",405,72I001405,"Elementary School",329,51,0,55,0,103,19,557
2015,TULSA,72I001,TULSA,"SEQUOYAH ES",405,72I001405,"Elementary School",347,43,1,57,2,109,38,597
