Year,County,DistrictCode,District,School.Name,Site.Number,School.Code,"School Type",Hispanic,"Native American",Asian,"African American","Pacific Islander",White,"Two or More Races",Total
2015,KINGFISHER,37I003,LOMEGA,"LOMEGA ES",105,37I003105,"Elementary School",21,8,1,0,0,88,72,190
2016,KINGFISHER,37I003,LOMEGA,"LOMEGA ES",105,37I003105,"Elementary School",20,11,1,0,0,96,76,204
2014,KINGFISHER,37I003,LOMEGA,"LOMEGA HS",705,37I003705,"High School",6,1,0,0,0,17,20,44
2015,KINGFISHER,37I003,LOMEGA,"LOMEGA HS",705,37I003705,"High School",7,1,0,0,0,17,20,45
2016,KINGFISHER,37I003,LOMEGA,"LOMEGA HS",705,37I003705,"High School",7,1,0,0,0,20,28,56
2014,CARTER,10I032,"LONE GROVE","LONE GROVE HS",705,10I032705,"High School",14,63,1,18,0,280,10,386
2015,CARTER,10I032,"LONE GROVE","LONE GROVE HS",705,10I032705,"High School",18,70,0,12,0,314,6,420
2016,CARTER,10I032,"LONE GROVE","LONE GROVE HS",705,10I032705,"High School",10,73,0,13,0,308,11,415
2014,CARTER,10I032,"LONE GROVE","LONE GROVE INTERMEDIATE SCHOOL",105,10I032105,"Elementary School",30,50,0,6,0,203,40,329
2015,CARTER,10I032,"LONE GROVE","LONE GROVE INTERMEDIATE SCHOOL",105,10I032105,"Elementary School",28,49,0,6,0,198,53,334
2016,CARTER,10I032,"LONE GROVE","LONE GROVE INTERMEDIATE SCHOOL",105,10I032105,"Elementary School",27,59,2,7,1,221,48,365
2014,CARTER,10I032,"LONE GROVE","LONE GROVE MS",505,10I032505,"Middle School",18,49,1,4,0,217,22,311
2015,CARTER,10I032,"LONE GROVE","LONE GROVE MS",505,10I032505,"Middle School",25,45,0,4,0,203,37,314
2016,CARTER,10I032,"LONE GROVE","LONE GROVE MS",505,10I032505,"Middle School",26,54,0,5,0,200,40,325
2014,CARTER,10I032,"LONE GROVE","LONE GROVE PRIMARY ES",110,10I032110,"Elementary School",38,63,1,7,0,306,37,452
2015,CARTER,10I032,"LONE GROVE","LONE GROVE PRIMARY ES",110,10I032110,"Elementary School",26,66,1,4,0,313,37,447
2016,CARTER,10I032,"LONE GROVE","LONE GROVE PRIMARY ES",110,10I032110,"Elementary School",24,71,1,7,0,303,25,431
2014,CREEK,19C008,"LONE STAR","LONE STAR PUBLIC SCHOOL",105,19C008105,"Elementary School",61,182,1,25,3,569,53,894
2015,CREEK,19C008,"LONE STAR","LONE STAR PUBLIC SCHOOL",105,19C008105,"Elementary School",57,185,1,25,3,578,61,910
2016,CREEK,19C008,"LONE STAR","LONE STAR PUBLIC SCHOOL",105,19C008105,"Elementary School",53,181,2,20,1,574,73,904
2014,KIOWA,38I002,"LONE WOLF","LONE WOLF ES",105,38I002105,"Elementary School",7,6,0,3,0,68,1,85
2015,KIOWA,38I002,"LONE WOLF","LONE WOLF ES",105,38I002105,"Elementary School",8,7,0,2,0,43,2,62
2016,KIOWA,38I002,"LONE WOLF","LONE WOLF ES",105,38I002105,"Elementary School",8,6,0,6,0,78,5,103
2014,KIOWA,38I002,"LONE WOLF","LONE WOLF HS",705,38I002705,"High School",2,1,0,1,0,10,2,16
2015,KIOWA,38I002,"LONE WOLF","LONE WOLF HS",705,38I002705,"High School",2,1,0,0,0,9,3,15
2016,KIOWA,38I002,"LONE WOLF","LONE WOLF HS",705,38I002705,"High School",4,1,0,2,0,20,2,29
2014,CADDO,08I012,"LOOKEBA SICKLES","LOOKEBA-SICKLES ES",105,08I012105,"Elementary School",45,4,0,0,0,104,34,187
2015,CADDO,08I012,"LOOKEBA SICKLES","LOOKEBA-SICKLES ES",105,08I012105,"Elementary School",40,10,0,0,0,118,23,191
2016,CADDO,08I012,"LOOKEBA SICKLES","LOOKEBA-SICKLES ES",105,08I012105,"Elementary School",35,6,0,0,0,117,21,179
2014,CADDO,08I012,"LOOKEBA SICKLES","LOOKEBA-SICKLES HS",705,08I012705,"High School",24,8,0,0,0,39,4,75
2015,CADDO,08I012,"LOOKEBA SICKLES","LOOKEBA-SICKLES HS",705,08I012705,"High School",31,7,0,0,0,42,7,87
2016,CADDO,08I012,"LOOKEBA SICKLES","LOOKEBA-SICKLES HS",705,08I012705,"High School",27,7,0,0,0,46,6,86
2014,CHEROKEE,11C010,LOWREY,"LOWREY PUBLIC SCHOOL",105,11C010105,"Elementary School",7,109,0,0,0,36,1,153
2015,CHEROKEE,11C010,LOWREY,"LOWREY PUBLIC SCHOOL",105,11C010105,"Elementary School",6,103,0,1,0,23,1,134
2016,CHEROKEE,11C010,LOWREY,"LOWREY PUBLIC SCHOOL",105,11C010105,"Elementary School",7,98,0,1,0,27,5,138
2014,MCCURTAIN,48C009,LUKFATA,"LUKFATA PUBLIC SCHOOL",105,48C009105,"Elementary School",15,97,0,6,0,213,40,371
2015,MCCURTAIN,48C009,LUKFATA,"LUKFATA PUBLIC SCHOOL",105,48C009105,"Elementary School",23,107,0,7,0,203,42,382
2016,MCCURTAIN,48C009,LUKFATA,"LUKFATA PUBLIC SCHOOL",105,48C009105,"Elementary School",32,100,0,2,2,188,49,373
2014,OKLAHOMA,55I003,LUTHER,"LUTHER ES",105,55I003105,"Elementary School",39,23,1,20,1,268,27,379
2015,OKLAHOMA,55I003,LUTHER,"LUTHER ES",105,55I003105,"Elementary School",35,19,1,26,1,294,31,407
2016,OKLAHOMA,55I003,LUTHER,"LUTHER ES",105,55I003105,"Elementary School",31,18,0,23,0,271,27,370
2014,OKLAHOMA,55I003,LUTHER,"LUTHER HS",705,55I003705,"High School",29,35,0,24,0,172,17,277
2015,OKLAHOMA,55I003,LUTHER,"LUTHER HS",705,55I003705,"High School",32,29,0,24,0,180,13,278
2016,OKLAHOMA,55I003,LUTHER,"LUTHER HS",705,55I003705,"High School",35,26,1,18,0,171,13,264
2014,OKLAHOMA,55I003,LUTHER,"LUTHER MS",505,55I003505,"Middle School",23,27,1,21,0,186,12,270
2015,OKLAHOMA,55I003,LUTHER,"LUTHER MS",505,55I003505,"Middle School",31,18,1,17,0,195,13,275
2016,OKLAHOMA,55I003,LUTHER,"LUTHER MS",505,55I003505,"Middle School",27,16,1,16,0,174,18,252
2014,POTTAWATOMIE,63I004,MACOMB,"MACOMB ES",110,63I004110,"Elementary School",6,37,0,2,0,155,8,208
2015,POTTAWATOMIE,63I004,MACOMB,"MACOMB ES",110,63I004110,"Elementary School",4,31,0,3,0,143,2,183
2016,POTTAWATOMIE,63I004,MACOMB,"MACOMB ES",110,63I004110,"Elementary School",8,25,0,7,0,147,7,194
2014,POTTAWATOMIE,63I004,MACOMB,"MACOMB HS",705,63I004705,"High School",7,26,0,3,0,76,2,114
2015,POTTAWATOMIE,63I004,MACOMB,"MACOMB HS",705,63I004705,"High School",2,32,0,3,0,67,4,108
2016,POTTAWATOMIE,63I004,MACOMB,"MACOMB HS",705,63I004705,"High School",3,25,0,2,0,70,3,103
2014,MARSHALL,45I002,MADILL,"MADILL ES",105,45I002105,"Elementary School",392,107,5,11,0,354,52,921
2015,MARSHALL,45I002,MADILL,"MADILL ES",105,45I002105,"Elementary School",390,100,6,9,0,336,60,901
2016,MARSHALL,45I002,MADILL,"MADILL ES",105,45I002105,"Elementary School",403,90,6,9,0,308,70,886
2014,MARSHALL,45I002,MADILL,"MADILL HS",705,45I002705,"High School",161,66,0,15,0,183,51,476
2015,MARSHALL,45I002,MADILL,"MADILL HS",705,45I002705,"High School",179,61,2,15,1,180,51,489
2016,MARSHALL,45I002,MADILL,"MADILL HS",705,45I002705,"High School",201,85,0,9,1,176,27,499
2014,MARSHALL,45I002,MADILL,"MADILL MS",505,45I002505,"Middle School",156,44,0,13,0,153,32,398
2015,MARSHALL,45I002,MADILL,"MADILL MS",505,45I002505,"Middle School",154,45,1,5,0,129,22,356
2016,MARSHALL,45I002,MADILL,"MADILL MS",505,45I002505,"Middle School",143,41,1,6,0,133,26,350
2014,GREER,28I001,MANGUM,"EDISON ES",105,28I001105,"Elementary School",77,1,0,3,0,228,13,322
2015,GREER,28I001,MANGUM,"EDISON ES",105,28I001105,"Elementary School",78,3,0,6,0,219,23,329
2016,GREER,28I001,MANGUM,"EDISON ES",105,28I001105,"Elementary School",73,2,0,11,0,226,17,329
2014,GREER,28I001,MANGUM,"MANGUM HS",705,28I001705,"High School",43,2,0,6,0,104,10,165
2015,GREER,28I001,MANGUM,"MANGUM HS",705,28I001705,"High School",52,0,0,9,0,113,7,181
2016,GREER,28I001,MANGUM,"MANGUM HS",705,28I001705,"High School",57,0,0,8,0,114,11,190
2014,GREER,28I001,MANGUM,"MANGUM MS",510,28I001510,"Middle School",55,0,0,7,0,139,11,212
2015,GREER,28I001,MANGUM,"MANGUM MS",510,28I001510,"Middle School",58,0,0,7,0,153,15,233
2016,GREER,28I001,MANGUM,"MANGUM MS",510,28I001510,"Middle School",61,0,0,6,0,152,14,233
2014,CREEK,19I003,MANNFORD,"MANNFORD EC CTR",115,19I003115,"Elementary School",6,32,0,1,0,141,11,191
2015,CREEK,19I003,MANNFORD,"MANNFORD EC CTR",115,19I003115,"Elementary School",9,30,1,1,0,130,27,198
2016,CREEK,19I003,MANNFORD,"MANNFORD EC CTR",115,19I003115,"Elementary School",7,24,1,0,0,142,25,199
2014,CREEK,19I003,MANNFORD,"MANNFORD HS",705,19I003705,"High School",11,118,0,1,1,373,10,514
2015,CREEK,19I003,MANNFORD,"MANNFORD HS",705,19I003705,"High School",12,93,0,1,1,363,24,494
2016,CREEK,19I003,MANNFORD,"MANNFORD HS",705,19I003705,"High School",12,88,1,1,0,371,26,499
2014,CREEK,19I003,MANNFORD,"MANNFORD LOWER ES",105,19I003105,"Elementary School",12,42,3,2,0,237,27,323
2015,CREEK,19I003,MANNFORD,"MANNFORD LOWER ES",105,19I003105,"Elementary School",16,37,2,1,0,250,31,337
2016,CREEK,19I003,MANNFORD,"MANNFORD LOWER ES",105,19I003105,"Elementary School",13,46,0,1,1,253,30,344
2014,CREEK,19I003,MANNFORD,"MANNFORD MS",500,19I003500,"Middle School",12,53,2,1,0,233,22,323
2015,CREEK,19I003,MANNFORD,"MANNFORD MS",500,19I003500,"Middle School",15,46,3,2,0,248,26,340
2016,CREEK,19I003,MANNFORD,"MANNFORD MS",500,19I003500,"Middle School",15,53,2,2,0,258,29,359
2014,CREEK,19I003,MANNFORD,"MANNFORD UPPER ES",110,19I003110,"Elementary School",7,34,1,1,0,154,14,211
2015,CREEK,19I003,MANNFORD,"MANNFORD UPPER ES",110,19I003110,"Elementary School",7,30,1,1,0,154,12,205
2016,CREEK,19I003,MANNFORD,"MANNFORD UPPER ES",110,19I003110,"Elementary School",8,34,2,1,0,165,11,221
2014,JOHNSTON,35C007,MANNSVILLE,"MANNSVILLE PUBLIC SCHOOL",105,35C007105,"Elementary School",13,9,0,0,0,75,1,98
2015,JOHNSTON,35C007,MANNSVILLE,"MANNSVILLE PUBLIC SCHOOL",105,35C007105,"Elementary School",15,8,0,0,0,68,4,95
2016,JOHNSTON,35C007,MANNSVILLE,"MANNSVILLE PUBLIC SCHOOL",105,35C007105,"Elementary School",13,3,0,0,0,67,15,98
2014,CANADIAN,09C162,MAPLE,"MAPLE PUBLIC SCHOOL",105,09C162105,"Elementary School",15,5,0,1,0,123,11,155
2015,CANADIAN,09C162,MAPLE,"MAPLE PUBLIC SCHOOL",105,09C162105,"Elementary School",15,4,0,0,0,126,12,157
2016,CANADIAN,09C162,MAPLE,"MAPLE PUBLIC SCHOOL",105,09C162105,"Elementary School",12,9,0,0,0,113,11,145
2014,SEQUOYAH,68C035,"MARBLE CITY","MARBLE CITY PUBLIC SCHOOL",105,68C035105,"Elementary School",0,93,0,0,0,26,1,120
2015,SEQUOYAH,68C035,"MARBLE CITY","MARBLE CITY PUBLIC SCHOOL",105,68C035105,"Elementary School",3,93,0,0,0,28,5,129
2016,SEQUOYAH,68C035,"MARBLE CITY","MARBLE CITY PUBLIC SCHOOL",105,68C035105,"Elementary School",4,98,0,0,0,32,1,135
2014,LOVE,43I016,MARIETTA,"MARIETTA ES",105,43I016105,"Elementary School",204,53,0,8,0,239,29,533
2015,LOVE,43I016,MARIETTA,"MARIETTA ES",105,43I016105,"Elementary School",211,37,0,8,0,231,47,534
2016,LOVE,43I016,MARIETTA,"MARIETTA ES",105,43I016105,"Elementary School",217,32,0,6,0,231,49,535
2014,LOVE,43I016,MARIETTA,"MARIETTA HS",705,43I016705,"High School",100,23,0,12,0,161,10,306
2015,LOVE,43I016,MARIETTA,"MARIETTA HS",705,43I016705,"High School",105,18,0,7,0,145,17,292
2016,LOVE,43I016,MARIETTA,"MARIETTA HS",705,43I016705,"High School",124,20,0,6,0,152,20,322
2014,LOVE,43I016,MARIETTA,"MARIETTA MS",500,43I016500,"Middle School",80,14,0,1,0,98,19,212
2015,LOVE,43I016,MARIETTA,"MARIETTA MS",500,43I016500,"Middle School",84,21,0,1,0,103,18,227
2016,LOVE,43I016,MARIETTA,"MARIETTA MS",500,43I016500,"Middle School",83,18,0,0,0,96,15,212
2014,STEPHENS,69I003,MARLOW,"MARLOW ES",105,69I003105,"Elementary School",33,68,8,8,0,592,10,719
2015,STEPHENS,69I003,MARLOW,"MARLOW ES",105,69I003105,"Elementary School",40,70,7,10,0,632,18,777
2016,STEPHENS,69I003,MARLOW,"MARLOW ES",105,69I003105,"Elementary School",33,59,7,8,0,567,80,754
2014,STEPHENS,69I003,MARLOW,"MARLOW HS",705,69I003705,"High School",12,46,1,5,0,283,2,349
2015,STEPHENS,69I003,MARLOW,"MARLOW HS",705,69I003705,"High School",17,54,1,8,0,292,5,377
2016,STEPHENS,69I003,MARLOW,"MARLOW HS",705,69I003705,"High School",24,76,2,3,0,261,2,368
2014,STEPHENS,69I003,MARLOW,"MARLOW MS",505,69I003505,"Middle School",19,42,0,4,0,224,4,293
2015,STEPHENS,69I003,MARLOW,"MARLOW MS",505,69I003505,"Middle School",17,36,3,3,0,242,1,302
2016,STEPHENS,69I003,MARLOW,"MARLOW MS",505,69I003505,"Middle School",19,34,4,2,0,248,12,319
2014,ADAIR,01C022,MARYETTA,"MARYETTA PUBLIC SCHOOL",105,01C022105,,44,554,0,1,0,85,33,717
2015,ADAIR,01C022,MARYETTA,"MARYETTA PUBLIC SCHOOL",105,01C022105,"Elementary School",50,555,1,0,1,82,0,689
2016,ADAIR,01C022,MARYETTA,"MARYETTA PUBLIC SCHOOL",105,01C022105,"Elementary School",46,555,1,0,1,77,1,681
2014,OKFUSKEE,54I002,MASON,"MASON ES",105,54I002105,"Elementary School",5,74,0,2,0,74,38,193
2015,OKFUSKEE,54I002,MASON,"MASON ES",105,54I002105,"Elementary School",4,64,0,3,0,81,33,185
2016,OKFUSKEE,54I002,MASON,"MASON ES",105,54I002105,"Elementary School",6,62,0,5,0,83,44,200
2014,OKFUSKEE,54I002,MASON,"MASON HS",705,54I002705,"High School",1,38,0,0,0,31,16,86
2015,OKFUSKEE,54I002,MASON,"MASON HS",705,54I002705,"High School",3,31,0,0,0,31,20,85
2016,OKFUSKEE,54I002,MASON,"MASON HS",705,54I002705,"High School",6,33,0,0,0,35,20,94
2014,POTTAWATOMIE,63I117,MAUD,"MAUD ES",105,63I117105,"Elementary School",4,53,0,2,1,169,12,241
2015,POTTAWATOMIE,63I117,MAUD,"MAUD ES",105,63I117105,"Elementary School",3,53,0,0,1,159,10,226
2016,POTTAWATOMIE,63I117,MAUD,"MAUD ES",105,63I117105,"Elementary School",3,40,0,1,1,165,18,228
2014,POTTAWATOMIE,63I117,MAUD,"MAUD HS",705,63I117705,"High School",1,20,0,0,0,71,11,103
2015,POTTAWATOMIE,63I117,MAUD,"MAUD HS",705,63I117705,"High School",2,18,0,0,0,67,12,99
2016,POTTAWATOMIE,63I117,MAUD,"MAUD HS",705,63I117705,"High School",2,15,0,0,0,69,9,95
2014,GARVIN,25I007,MAYSVILLE,"MAYSVILLE ES",105,25I007105,"Elementary School",13,44,0,0,0,203,11,271
2015,GARVIN,25I007,MAYSVILLE,"MAYSVILLE ES",105,25I007105,"Elementary School",13,28,0,3,0,209,12,265
2016,GARVIN,25I007,MAYSVILLE,"MAYSVILLE ES",105,25I007105,"Elementary School",11,30,0,1,0,193,16,251
2014,GARVIN,25I007,MAYSVILLE,"MAYSVILLE HS",715,25I007715,"High School",3,16,0,1,0,66,8,94
2015,GARVIN,25I007,MAYSVILLE,"MAYSVILLE HS",715,25I007715,"High School",1,17,0,0,0,84,9,111
2016,GARVIN,25I007,MAYSVILLE,"MAYSVILLE HS",715,25I007715,"High School",3,19,0,0,0,70,8,100
2014,PITTSBURG,61I080,MCALESTER,"EDMOND DOYLE ES",105,61I080105,"Elementary School",13,30,0,2,0,71,25,141
2015,PITTSBURG,61I080,MCALESTER,"EDMOND DOYLE ES",105,61I080105,"Elementary School",18,35,0,1,0,88,40,182
2016,PITTSBURG,61I080,MCALESTER,"EDMOND DOYLE ES",105,61I080105,"Elementary School",24,38,0,2,0,93,48,205
2014,PITTSBURG,61I080,MCALESTER,"EMERSON ES",110,61I080110,"Elementary School",51,34,0,21,0,113,60,279
2015,PITTSBURG,61I080,MCALESTER,"EMERSON ES",110,61I080110,"Elementary School",42,37,0,20,0,106,55,260
2016,PITTSBURG,61I080,MCALESTER,"EMERSON ES",110,61I080110,"Elementary School",48,34,0,13,0,119,52,266
2014,PITTSBURG,61I080,MCALESTER,"JEFFERSON EC CTR",125,61I080125,"Elementary School",16,34,0,7,0,83,7,147
2015,PITTSBURG,61I080,MCALESTER,"JEFFERSON EC CTR",125,61I080125,"Elementary School",20,28,3,3,2,65,23,144
2016,PITTSBURG,61I080,MCALESTER,"JEFFERSON EC CTR",125,61I080125,"Elementary School",11,20,1,5,0,61,35,133
2014,PITTSBURG,61I080,MCALESTER,"MCALESTER HS",705,61I080705,"High School",58,185,12,64,1,528,53,901
2015,PITTSBURG,61I080,MCALESTER,"MCALESTER HS",705,61I080705,"High School",65,185,11,50,4,504,73,892
2016,PITTSBURG,61I080,MCALESTER,"MCALESTER HS",705,61I080705,"High School",76,188,11,45,5,455,91,871
2014,PITTSBURG,61I080,MCALESTER,"PARKER INTERMEDIATE CTR",150,61I080150,"Elementary School",35,77,4,17,6,152,97,388
2015,PITTSBURG,61I080,MCALESTER,"PARKER INTERMEDIATE CTR",150,61I080150,"Elementary School",52,71,1,21,1,213,76,435
2016,PITTSBURG,61I080,MCALESTER,"PARKER INTERMEDIATE CTR",150,61I080150,"Elementary School",52,60,2,21,0,202,65,402
2014,PITTSBURG,61I080,MCALESTER,"PUTERBAUGH MS",510,61I080510,"Middle School",34,81,3,20,4,195,47,384
2015,PITTSBURG,61I080,MCALESTER,"PUTERBAUGH MS",510,61I080510,"Middle School",39,90,7,14,3,163,87,403
2016,PITTSBURG,61I080,MCALESTER,"PUTERBAUGH MS",510,61I080510,"Middle School",46,90,2,17,3,180,106,444
2014,PITTSBURG,61I080,MCALESTER,"WASHINGTON EC CTR",135,61I080135,"Elementary School",17,29,0,4,0,58,32,140
2015,PITTSBURG,61I080,MCALESTER,"WASHINGTON EC CTR",135,61I080135,"Elementary School",16,31,0,8,0,72,13,140
2016,PITTSBURG,61I080,MCALESTER,"WASHINGTON EC CTR",135,61I080135,"Elementary School",17,19,1,6,0,62,19,124
2014,PITTSBURG,61I080,MCALESTER,"WILL ROGERS ES",130,61I080130,"Elementary School",58,103,5,23,0,233,40,462
2015,PITTSBURG,61I080,MCALESTER,"WILL ROGERS ES",130,61I080130,"Elementary School",59,108,6,13,0,247,69,502
2016,PITTSBURG,61I080,MCALESTER,"WILL ROGERS ES",130,61I080130,"Elementary School",53,98,5,9,0,265,75,505
2014,PITTSBURG,61I080,MCALESTER,"WILLIAM GAY EC CTR",120,61I080120,"Elementary School",28,24,0,4,0,98,34,188
2015,PITTSBURG,61I080,MCALESTER,"WILLIAM GAY EC CTR",120,61I080120,"Elementary School",24,26,1,5,0,90,29,175
2016,PITTSBURG,61I080,MCALESTER,"WILLIAM GAY EC CTR",120,61I080120,"Elementary School",28,30,1,2,1,84,30,176
2014,OSAGE,57C077,MCCORD,"MCCORD PUBLIC SCHOOL",105,57C077105,"Elementary School",17,34,1,0,0,170,17,239
2015,OSAGE,57C077,MCCORD,"MCCORD PUBLIC SCHOOL",105,57C077105,"Elementary School",17,36,1,0,0,184,25,263
2016,OSAGE,57C077,MCCORD,"MCCORD PUBLIC SCHOOL",105,57C077105,"Elementary School",12,33,1,1,0,208,30,285
2014,HASKELL,31I037,MCCURTAIN,"MCCURTAIN ES",105,31I037105,"Elementary School",10,83,1,0,0,83,6,183
2015,HASKELL,31I037,MCCURTAIN,"MCCURTAIN ES",105,31I037105,"Elementary School",4,69,1,0,0,85,3,162
2016,HASKELL,31I037,MCCURTAIN,"MCCURTAIN ES",105,31I037105,"Elementary School",5,63,0,0,0,87,4,159
2014,HASKELL,31I037,MCCURTAIN,"MCCURTAIN HS",705,31I037705,"High School",2,37,1,0,0,39,2,81
2015,HASKELL,31I037,MCCURTAIN,"MCCURTAIN HS",705,31I037705,"High School",0,31,0,0,0,32,1,64
2016,HASKELL,31I037,MCCURTAIN,"MCCURTAIN HS",705,31I037705,"High School",0,34,1,0,0,35,0,70
2014,POTTAWATOMIE,63I001,MCLOUD,"MCLOUD ES",105,63I001105,"Elementary School",60,216,1,8,0,685,101,1071
2015,POTTAWATOMIE,63I001,MCLOUD,"MCLOUD ES",105,63I001105,"Elementary School",62,212,1,5,0,682,119,1081
2016,POTTAWATOMIE,63I001,MCLOUD,"MCLOUD ES",105,63I001105,"Elementary School",64,195,3,2,0,685,160,1109
2014,POTTAWATOMIE,63I001,MCLOUD,"MCLOUD HS",705,63I001705,"High School",33,88,1,6,0,367,38,533
2015,POTTAWATOMIE,63I001,MCLOUD,"MCLOUD HS",705,63I001705,"High School",33,88,1,5,0,351,35,513
2016,POTTAWATOMIE,63I001,MCLOUD,"MCLOUD HS",705,63I001705,"High School",36,84,0,3,0,339,36,498
2014,POTTAWATOMIE,63I001,MCLOUD,"MCLOUD JHS",610,63I001610,"Middle School",18,39,0,2,0,153,14,226
2015,POTTAWATOMIE,63I001,MCLOUD,"MCLOUD JHS",610,63I001610,"Middle School",24,40,0,2,0,172,26,264
2016,POTTAWATOMIE,63I001,MCLOUD,"MCLOUD JHS",610,63I001610,"Middle School",17,44,0,4,0,188,29,282
2014,GRANT,27I054,MEDFORD,"MEDFORD ES",105,27I054105,"Elementary School",29,7,0,2,0,175,20,233
2015,GRANT,27I054,MEDFORD,"MEDFORD ES",105,27I054105,"Elementary School",21,9,0,0,0,158,16,204
2016,GRANT,27I054,MEDFORD,"MEDFORD ES",105,27I054105,"Elementary School",15,9,0,0,0,156,17,197
2014,GRANT,27I054,MEDFORD,"MEDFORD HS",705,27I054705,"High School",9,1,0,0,0,51,5,66
2015,GRANT,27I054,MEDFORD,"MEDFORD HS",705,27I054705,"High School",6,1,1,0,0,60,7,75
2016,GRANT,27I054,MEDFORD,"MEDFORD HS",705,27I054705,"High School",6,2,1,0,0,65,7,81
2014,LINCOLN,41I095,MEEKER,"MEEKER ES",105,41I095105,"Elementary School",15,44,1,2,0,268,38,368
2015,LINCOLN,41I095,MEEKER,"MEEKER ES",105,41I095105,"Elementary School",25,45,1,0,0,252,50,373
2016,LINCOLN,41I095,MEEKER,"MEEKER ES",105,41I095105,"Elementary School",35,34,1,0,0,248,54,372
2014,LINCOLN,41I095,MEEKER,"MEEKER HS",705,41I095705,"High School",7,76,0,2,0,246,8,339
2015,LINCOLN,41I095,MEEKER,"MEEKER HS",705,41I095705,"High School",7,77,0,1,0,210,13,308
2016,LINCOLN,41I095,MEEKER,"MEEKER HS",705,41I095705,"High School",10,73,0,2,1,214,17,317
2014,LINCOLN,41I095,MEEKER,"MEEKER MS",505,41I095505,"Middle School",5,39,0,2,0,111,6,163
2015,LINCOLN,41I095,MEEKER,"MEEKER MS",505,41I095505,"Middle School",5,28,1,2,0,124,7,167
2016,LINCOLN,41I095,MEEKER,"MEEKER MS",505,41I095505,"Middle School",11,27,1,1,0,112,14,166
2014,BECKHAM,05I002,MERRITT,"MERRITT ES",105,05I002105,"Elementary School",70,26,1,2,2,483,5,589
2015,BECKHAM,05I002,MERRITT,"MERRITT ES",105,05I002105,"Elementary School",85,26,1,4,1,498,8,623
2016,BECKHAM,05I002,MERRITT,"MERRITT ES",105,05I002105,"Elementary School",87,25,1,5,1,495,14,628
2014,BECKHAM,05I002,MERRITT,"MERRITT HS",705,05I002705,"High School",15,5,0,1,0,130,0,151
2015,BECKHAM,05I002,MERRITT,"MERRITT HS",705,05I002705,"High School",19,9,0,2,0,139,1,170
2016,BECKHAM,05I002,MERRITT,"MERRITT HS",705,05I002705,"High School",20,8,0,1,1,131,0,161
2014,OTTAWA,58I023,MIAMI,"MIAMI HS",705,58I023705,"High School",47,171,5,7,18,326,133,707
2015,OTTAWA,58I023,MIAMI,"MIAMI HS",705,58I023705,"High School",49,154,3,5,14,314,136,675
2016,OTTAWA,58I023,MIAMI,"MIAMI HS",705,58I023705,"High School",28,137,2,6,14,300,143,630
2014,OTTAWA,58I023,MIAMI,"NICHOLS ES",110,58I023110,"Elementary School",37,127,2,7,15,216,53,457
2015,OTTAWA,58I023,MIAMI,"NICHOLS ES",110,58I023110,"Elementary School",30,108,1,4,18,222,65,448
2016,OTTAWA,58I023,MIAMI,"NICHOLS UPPER ES",140,58I023140,"Elementary School",22,93,5,0,10,152,42,324
2014,OTTAWA,58I023,MIAMI,"ROCKDALE ES",115,58I023115,"Elementary School",4,39,2,0,3,58,15,121
2015,OTTAWA,58I023,MIAMI,"ROCKDALE ES",115,58I023115,"Elementary School",10,54,3,6,0,85,38,196
2016,OTTAWA,58I023,MIAMI,"ROCKDALE ES",115,58I023115,"Elementary School",9,53,4,6,1,103,45,221
2014,OTTAWA,58I023,MIAMI,"ROOSEVELT ES",120,58I023120,"Elementary School",31,49,2,3,20,122,18,245
2015,OTTAWA,58I023,MIAMI,"ROOSEVELT ES",120,58I023120,"Elementary School",24,39,2,3,20,104,21,213
2016,OTTAWA,58I023,MIAMI,"ROOSEVELT ES",120,58I023120,"Elementary School",22,47,1,1,12,128,34,245
2014,OTTAWA,58I023,MIAMI,"WASHINGTON ES",130,58I023130,"Elementary School",13,70,4,2,6,122,27,244
2015,OTTAWA,58I023,MIAMI,"WASHINGTON ES",130,58I023130,"Elementary School",16,73,3,2,7,122,41,264
2016,OTTAWA,58I023,MIAMI,"WASHINGTON ES",130,58I023130,"Elementary School",13,49,0,1,7,82,56,208
2014,OTTAWA,58I023,MIAMI,"WILL ROGERS MS",505,58I023505,"Middle School",38,154,2,3,17,260,71,545
2015,OTTAWA,58I023,MIAMI,"WILL ROGERS MS",505,58I023505,"Middle School",34,135,3,1,20,228,84,505
2016,OTTAWA,58I023,MIAMI,"WILL ROGERS MS",505,58I023505,"Middle School",23,113,3,6,17,228,87,477
2014,OTTAWA,58I023,MIAMI,"WILSON ES",135,58I023135,"Elementary School",25,56,0,1,17,118,31,248
2015,OTTAWA,58I023,MIAMI,"WILSON ES",135,58I023135,"Elementary School",22,47,2,1,17,102,34,225
2016,OTTAWA,58I023,MIAMI,"WILSON ES",135,58I023135,"Elementary School",23,45,0,2,17,139,56,282
2014,GRADY,26C096,MIDDLEBERG,"MIDDLEBERG PUBLIC SCHOOL",105,26C096105,"Elementary School",5,34,0,0,0,169,1,209
2015,GRADY,26C096,MIDDLEBERG,"MIDDLEBERG PUBLIC SCHOOL",105,26C096105,"Elementary School",7,29,0,1,0,165,2,204
2016,GRADY,26C096,MIDDLEBERG,"MIDDLEBERG PUBLIC SCHOOL",105,26C096105,"Elementary School",8,39,0,0,1,154,0,202
