Year,SchoolCode,DistrictCode,Site,AvgIncome,AvgPropValADM,Unemployment,PovertyRate,SingleParentFam,FRL,College,HighSchool,BelowHS,FallEnrollment,NonSpEdTeachers,AvgTeacherSalary,AdvancedDegrees,AvgYrsExperience,SpEdTeachersFTE,CounselorsFTE,OtherStaffFTE,AdministratorsFTE
2016,40I016105,40I016,LeFLORE ELEMENTARY,56255.28,24893.34,0.1,0.17,0.17,0.798,0.17,0.7,0.13,158,10.8,40492.13,0.355,15.15,0.44,0.08,1.02,0.5
2014,40I016705,40I016,LeFLORE HIGH SCHOOL,48264,23507,0.1,0.21,0.18,0.65,0.13,0.72,0.14,51,5.23,42002.49,0.223,10.27,0.5,0.17,0.17,0.5
2015,40I016705,40I016,LeFLORE HIGH SCHOOL,49382.12,24817.16,0.1,0.23,0.17,0.6,0.14,0.72,0.14,70,5.68,42918.27,0.088,12.1,0.33,0.5,0.33,0.36
2016,40I016705,40I016,LeFLORE HIGH SCHOOL,56255.28,24893.34,0.1,0.17,0.17,0.635,0.17,0.7,0.13,74,6.04,40495.11,0.248,12.28,0.09,0.4,1.08,0.67
2014,72I003150,72I003,LEISURE PARK ELEMENTARY,77858,42674,0.06,0.08,0.25,0.45,0.29,0.65,0.07,513,25.92,45289.4,0.232,16.01,8.17,1,6.64,1
2015,72I003150,72I003,LEISURE PARK ELEMENTARY,78668.01,44028.2,0.06,0.08,0.27,0.476,0.29,0.64,0.07,662,32.42,43846.35,0.216,13.76,6.31,1,7,2
2016,72I003150,72I003,LEISURE PARK ELEMENTARY,78767.8,44984.51,0.06,0.08,0.3,0.509,0.29,0.64,0.06,672,32.39,44664.1,0.278,15.51,6.94,1,6.71,2
2016,09I034510,09I034,LESLIE F. ROBLYER LEARNING CENTER,60315.5,24895.16,0.07,0.14,0.37,0.79,0.12,0.73,0.15,328,15.57,44190.47,0.233,15.57,1.58,0,0.56,2.17
2014,09I034510,09I034,LESLIE F. ROBLYER MIDDLE SCHOOL,56232,24091,0.08,0.14,0.37,0.79,0.09,0.75,0.16,295,24.24,41955.12,0.331,12.92,2.45,1,1.44,2.17
2015,09I034510,09I034,LESLIE F. ROBLYER MIDDLE SCHOOL,59138.17,25086.24,0.08,0.14,0.37,0.761,0.11,0.74,0.15,310,20.05,43708.15,0.163,12.47,3,1,0.96,1.28
2014,72I001269,72I001,LEWIS AND CLARK ELEMENTARY,56448,56175,0.09,0.23,0.48,1.06,0.25,0.59,0.15,565,29.48,46019.47,0.245,13.32,3.19,1,3.2,1
2015,72I001269,72I001,LEWIS AND CLARK ELEMENTARY,57115.75,57723.51,0.09,0.23,0.49,1.041,0.26,0.59,0.15,612,33,46476.94,0.273,14.45,3,1.5,1.77,2
2016,72I001269,72I001,LEWIS AND CLARK ELEMENTARY,58190.81,60320.18,0.08,0.23,0.5,1.086,0.26,0.59,0.15,596,33,47494.45,0.242,14.82,3.5,1,1.97,2
2014,14I057105,14I057,LEXINGTON ELEMENTARY,52519,16934,0.08,0.14,0.21,0.68,0.08,0.7,0.22,488,25.29,41226.16,0.143,11.29,2.11,0.38,1.29,0.5
2015,14I057105,14I057,LEXINGTON ELEMENTARY,57725.8,16787.53,0.08,0.15,0.17,0.691,0.08,0.71,0.21,486,26.27,40466.75,0.145,12.29,2.11,0.38,1.28,0.5
2016,14I057105,14I057,LEXINGTON ELEMENTARY,57687.55,18142.49,0.08,0.13,0.22,0.714,0.08,0.69,0.23,490,27.69,40186.47,0.185,11.76,2.11,0.34,1.3,0.5
2014,14I057705,14I057,LEXINGTON HIGH SCHOOL,52519,16934,0.08,0.14,0.21,0.55,0.08,0.7,0.22,219,11.26,44239.43,0.203,14.64,2.13,0.6,1.16,1.1
2015,14I057705,14I057,LEXINGTON HIGH SCHOOL,57725.8,16787.53,0.08,0.15,0.17,0.538,0.08,0.71,0.21,331,13.28,42036.21,0.156,13,2.13,0.55,0.79,1
2016,14I057705,14I057,LEXINGTON HIGH SCHOOL,57687.55,18142.49,0.08,0.13,0.22,0.553,0.08,0.69,0.23,313,16.93,42086.62,0.089,12,2,1,1.21,1
2014,14I057110,14I057,LEXINGTON INTERMEDIATE SCHOOL,52519,16934,0.08,0.14,0.21,0.62,0.08,0.7,0.22,191,10.56,38430.56,0.144,9.73,1.13,0.38,0.87,0.5
2015,14I057110,14I057,LEXINGTON INTERMEDIATE SCHOOL,57725.8,16787.53,0.08,0.15,0.17,0.584,0.08,0.71,0.21,166,9.04,38701.18,0,10.75,1,0.63,1.58,1.5
2016,14I057110,14I057,LEXINGTON INTERMEDIATE SCHOOL,57687.55,18142.49,0.08,0.13,0.22,0.671,0.08,0.69,0.23,140,6.58,40968.23,0,11.75,1.5,0.33,1.56,0.5
2014,14I057605,14I057,LEXINGTON JR HIGH SCHOOL,52519,16934,0.08,0.14,0.21,0.61,0.08,0.7,0.22,233,9.99,42488.54,0.132,10.6,1.63,0.24,0.33,1
2015,14I057510,14I057,LEXINGTON MIDDLE SCHOOL,57725.8,16787.53,0.08,0.15,0.17,0.642,0.08,0.71,0.21,176,10.85,44453.73,0.221,9.22,1.5,0.54,0.33,0.34
2016,14I057510,14I057,LEXINGTON MIDDLE SCHOOL,57687.55,18142.49,0.08,0.13,0.22,0.593,0.08,0.69,0.23,182,10.81,42089.36,0.242,10.71,1.39,0.33,0.33,1.25
2014,68C001105,68C001,LIBERTY ELEMENTARY,47444,30418,0.17,0.24,0.4,0.71,0.07,0.69,0.24,255,17.41,44136.88,0.149,12.68,1.69,0,1.29,0.81
2014,68I001105,68I001,LIBERTY ELEMENTARY,44010,25727,0.08,0.21,0.31,0.81,0.12,0.7,0.17,628,35.6,41496.19,0.184,12.53,2.5,1,1.03,1
2014,36I071120,36I071,LIBERTY ELEMENTARY,56172,51704,0.08,0.18,0.37,0.91,0.21,0.65,0.13,350,16.48,41641.63,0.061,9.84,0.72,0.52,1.66,0.73
2014,19I033125,19I033,LIBERTY ELEMENTARY,60659,39995,0.1,0.15,0.38,0.73,0.2,0.66,0.15,274,16.37,43465,0.061,9.54,1.5,1,2.5,1
2014,72I014105,72I014,LIBERTY ELEMENTARY,61770,25841,0.1,0.08,0.13,0.63,0.15,0.72,0.13,375,21.43,39920.54,0.241,9.56,2,1,0.76,1.13
2014,72I003175,72I003,LIBERTY ELEMENTARY,77858,42674,0.06,0.08,0.25,0.4,0.29,0.65,0.07,764,39.78,42730.33,0.152,10.56,3,1,4.59,2
2015,36I071120,36I071,LIBERTY ELEMENTARY,55886.5,52816,0.08,0.19,0.4,0.982,0.22,0.66,0.13,331,15.9,39954.15,0.053,7.07,2.25,0.55,1.5,1
2015,19I033125,19I033,LIBERTY ELEMENTARY,61292.85,42647.64,0.08,0.15,0.33,0.784,0.19,0.66,0.15,287,16.17,44136.72,0.124,10.19,2,1,2.5,1
2015,68C001105,68C001,LIBERTY ELEMENTARY,46981.4,29140.88,0.16,0.3,0.43,0.688,0.08,0.71,0.21,266,17.14,44486.93,0.218,13.67,1.52,0,1.29,0.67
2015,68I001105,68I001,LIBERTY ELEMENTARY,43921.83,27509.81,0.08,0.24,0.36,0.731,0.12,0.71,0.18,609,33.53,43683.27,0.165,13.05,2.3,1,1.03,1
2015,72I003175,72I003,LIBERTY ELEMENTARY,78668.01,44028.2,0.06,0.08,0.27,0.401,0.29,0.64,0.07,710,37.83,42125.16,0.132,10.48,3,1,5.06,2
2015,72I014105,72I014,LIBERTY ELEMENTARY,63949.01,27891.89,0.1,0.09,0.17,0.736,0.15,0.7,0.15,394,20.89,41283.21,0.232,11.23,2,0.5,2.25,1.38
2016,36I071120,36I071,LIBERTY ELEMENTARY,56366.7,54723.53,0.08,0.18,0.39,0.901,0.2,0.66,0.13,304,16.5,41405.05,0.121,7.49,2.28,0.6,1.9,1
2016,72I014105,72I014,LIBERTY ELEMENTARY,66415.85,29656.73,0.07,0.09,0.19,0.642,0.17,0.7,0.13,363,23.89,41526.1,0.304,12.32,1.5,0.5,0.5,2
2016,68C001105,68C001,LIBERTY ELEMENTARY,47254.74,28140.72,0.17,0.29,0.44,0.677,0.08,0.71,0.21,288,18.47,45660.64,0.243,14.45,1.57,0,0.93,0.74
2016,72I003175,72I003,LIBERTY ELEMENTARY,78767.8,44984.51,0.06,0.08,0.3,0.471,0.29,0.64,0.06,760,37.64,42601.13,0.186,11.02,3.42,1,6.47,2
2016,68I001105,68I001,LIBERTY ELEMENTARY,43281.92,27559.91,0.09,0.26,0.38,0.919,0.13,0.69,0.17,589,32.9,43045.96,0.213,14.58,3,1,1.5,1
2016,19I033125,19I033,LIBERTY ELEMENTARY,62074.99,44933.66,0.06,0.15,0.29,0.81,0.18,0.68,0.15,268,16.13,44960.39,0.124,13.56,1.51,1,2.99,1
2014,72I014705,72I014,LIBERTY HIGH SCHOOL,61770,25841,0.1,0.08,0.13,0.56,0.15,0.72,0.13,199,13.26,42027.31,0.317,12.2,1,1,0.72,1.38
2015,72I014705,72I014,LIBERTY HIGH SCHOOL,63949.01,27891.89,0.1,0.09,0.17,0.494,0.15,0.7,0.15,170,12.16,43095.46,0.272,12.9,1,1,0.5,1
2016,72I014705,72I014,LIBERTY HIGH SCHOOL,66415.85,29656.73,0.07,0.09,0.19,0.463,0.17,0.7,0.13,177,9.58,44415.87,0.349,15.05,1.5,1,0.5,0.9
2014,72I001976,72I001,LIGHTHOUSE ACADEMIES OF TULSA,56448,56175,0.09,0.23,0.48,0.94,0.25,0.59,0.15,329,15.03,42196.22,0.103,2.17,2,0,0,2
2015,72I001976,72I001,LIGHTHOUSE ACADEMIES OF TULSA,57115.75,57723.51,0.09,0.23,0.49,0.95,0.26,0.59,0.15,379,20.47,44422.4,0.098,2.65,3,0,2,2
2016,55I089988,55I089,LIGHTHOUSE ACADEMIES OKC INC,53956.08,50805.13,0.08,0.28,0.47,0.875,0.22,0.55,0.23,263,12.55,40460.88,0.08,2.87,0.92,0,1,1
2014,72I002120,72I002,LIMESTONE ELEMENTARY,60469,30048,0.06,0.12,0.3,0.61,0.18,0.69,0.13,269,16.99,42519.37,0.059,11.59,3,1,3.01,1
2015,72I002120,72I002,LIMESTONE ELEMENTARY,60283.61,30987.13,0.06,0.13,0.32,0.551,0.18,0.67,0.15,285,17,43125.35,0.118,12.59,2,1,3,1
2016,72I002120,72I002,LIMESTONE ELEMENTARY,63027.69,32375.25,0.06,0.11,0.29,0.63,0.17,0.7,0.13,305,18,42470.11,0.167,12.67,2,1,1,1
2014,46I001105,46I001,LINCOLN ELEMENTARY,54557,70736,0.09,0.19,0.28,0.6,0.2,0.67,0.14,739,40.39,46769.26,0.15,12.46,4,0.8,2,3.3
2014,14I029125,14I029,LINCOLN ELEMENTARY,69395,55637,0.06,0.18,0.32,0.57,0.44,0.49,0.07,327,16.05,44132.45,0.28,9.95,3.67,1,2.5,1
2014,09I034120,09I034,LINCOLN ELEMENTARY,56232,24091,0.08,0.14,0.37,0.76,0.09,0.75,0.16,315,17.5,42024.23,0.171,11.26,1.51,0.4,1.51,2
2014,76I001105,76I001,LINCOLN ELEMENTARY,62215,117920,0.04,0.17,0.25,0.52,0.29,0.6,0.11,143,9.67,41415.18,0.345,7.62,1,0.33,0.34,1
2014,16I008165,16I008,LINCOLN ELEMENTARY,54385,28862,0.1,0.19,0.48,0.92,0.19,0.69,0.12,363,19.43,44153.23,0.463,11.31,2,1,1.33,1
2014,36I071125,36I071,LINCOLN ELEMENTARY,56172,51704,0.08,0.18,0.37,0.92,0.21,0.65,0.13,577,28.5,42371.27,0.123,9.2,2,1,3.18,1.57
2014,10I019125,10I019,LINCOLN ELEMENTARY,50492,70909,0.08,0.23,0.48,0.9,0.17,0.67,0.17,290,17.65,41207.37,0.312,8.7,2,0.5,1.4,1
2014,26I001115,26I001,LINCOLN ELEMENTARY,50432,33324,0.06,0.17,0.35,0.78,0.2,0.64,0.16,337,18.47,44473.52,0.238,16.09,2,0.5,1.35,1
2015,10I019125,10I019,LINCOLN ELEMENTARY,51315.94,56276.21,0.07,0.21,0.44,0.96,0.17,0.64,0.19,275,15.45,42843.2,0.345,12.31,1.24,0.5,1,1
2015,76I001105,76I001,LINCOLN ELEMENTARY,64496.9,148432.62,0.04,0.17,0.27,0.533,0.29,0.61,0.11,137,9.03,41155.12,0.331,7.12,1,0.5,0.34,1
2015,26I001115,26I001,LINCOLN ELEMENTARY,52458.69,33845.36,0.06,0.18,0.33,0.816,0.2,0.63,0.17,321,16.67,45078.34,0.255,16.5,2.1,0.5,1.26,1.42
2015,09I034120,09I034,LINCOLN ELEMENTARY,59138.17,25086.24,0.08,0.14,0.37,0.815,0.11,0.74,0.15,330,17.71,42704.4,0.254,10.57,2.04,0.2,1.53,2
2015,16I008165,16I008,LINCOLN ELEMENTARY,55193.79,29845.71,0.1,0.2,0.47,0.924,0.2,0.69,0.11,343,19.79,44311.1,0.404,11.67,3,1,0.83,1
2015,46I001105,46I001,LINCOLN ELEMENTARY,55289.49,122460.22,0.08,0.2,0.3,0.616,0.22,0.66,0.12,766,38.33,47246.52,0.209,12.77,4,0.8,2,3.1
2015,14I029125,14I029,LINCOLN ELEMENTARY,70620.91,56850.76,0.06,0.18,0.32,0.619,0.44,0.5,0.07,310,16.26,45241.88,0.293,10.17,3.64,1,2.5,1.2
2015,36I071125,36I071,LINCOLN ELEMENTARY,55886.5,52816,0.08,0.19,0.4,0.957,0.22,0.66,0.13,485,26.83,42872.14,0.149,8.22,1.33,1,3.94,1.57
2016,76I001105,76I001,LINCOLN ELEMENTARY,69748.5,157499.5,0.03,0.17,0.25,0.57,0.3,0.58,0.11,114,9.14,41591.82,0.328,10.24,1,0.5,0.34,1
2016,16I008165,16I008,LINCOLN ELEMENTARY,55235.61,30828.06,0.09,0.2,0.43,0.904,0.2,0.69,0.11,387,20,42920.5,0.35,8.95,2,1,0.83,1
2016,46I001105,46I001,LINCOLN ELEMENTARY,53970.43,157814.12,0.07,0.23,0.31,0.632,0.21,0.68,0.12,782,39.04,48744.51,0.193,14.83,5,0.8,2.53,3.8
2016,26I001115,26I001,LINCOLN ELEMENTARY,53210.11,35495.39,0.05,0.17,0.34,0.731,0.19,0.64,0.16,323,17.57,43032.44,0.089,13.26,3,1,1.65,1.9
2016,36I071125,36I071,LINCOLN ELEMENTARY,56366.7,54723.53,0.08,0.18,0.39,0.938,0.2,0.66,0.13,518,27,43206.93,0.148,8.65,1.5,1,3.71,2
2016,14I029125,14I029,LINCOLN ELEMENTARY,71495.25,60163.65,0.05,0.18,0.32,0.639,0.42,0.51,0.07,302,17.26,45603.48,0.276,10.51,3.5,1,2.5,1
2016,10I019125,10I019,LINCOLN ELEMENTARY,52524.04,56464.17,0.07,0.2,0.45,0.958,0.17,0.65,0.18,287,16.7,42978.86,0.192,12.93,2,1,1.2,1
2016,09I034120,09I034,LINCOLN LEARNING CENTER,60315.5,24895.16,0.07,0.14,0.37,0.768,0.12,0.73,0.15,380,19.99,42524.19,0.25,12.01,2.5,0,2.43,2
2014,72I001275,72I001,LINDBERGH ELEMENTARY,56448,56175,0.09,0.23,0.48,1,0.25,0.59,0.15,476,25.05,45652.51,0.26,11.5,3,1,1.5,1
2015,72I001275,72I001,LINDBERGH ELEMENTARY,57115.75,57723.51,0.09,0.23,0.49,1.146,0.26,0.59,0.15,458,24.35,43705.38,0.244,9.67,2.1,1,2,1
2016,72I001275,72I001,LINDBERGH ELEMENTARY,58190.81,60320.18,0.08,0.23,0.5,1.058,0.26,0.59,0.15,463,23.88,45377.88,0.272,11.83,3,1,1.71,2
2014,25I009105,25I009,LINDSAY ELEMENTARY,63747,42368,0.05,0.17,0.33,0.65,0.13,0.71,0.15,679,37.12,42611.57,0.198,12.29,5,1,1.5,2
2015,25I009105,25I009,LINDSAY ELEMENTARY,57411.86,50113.55,0.06,0.18,0.3,0.567,0.12,0.72,0.16,698,36.76,43359.74,0.222,13.45,5,1,1.5,2
2016,25I009105,25I009,LINDSAY ELEMENTARY,59504.84,63678.71,0.05,0.16,0.25,0.635,0.12,0.74,0.14,665,37.92,42911.99,0.189,12.91,5,1,0.5,2
2014,25I009705,25I009,LINDSAY HIGH SCHOOL,63747,42368,0.05,0.17,0.33,0.38,0.13,0.71,0.15,303,19,44737.89,0.255,13.59,2,0.83,0.83,1
2015,25I009705,25I009,LINDSAY HIGH SCHOOL,57411.86,50113.55,0.06,0.18,0.3,0.359,0.12,0.72,0.16,320,20.62,44651.54,0.237,13.29,1.92,0.83,0.83,1
2016,25I009705,25I009,LINDSAY HIGH SCHOOL,59504.84,63678.71,0.05,0.16,0.25,0.438,0.12,0.74,0.14,333,21.54,44525.12,0.234,13.02,2,0.83,0.67,1
2014,25I009505,25I009,LINDSAY MIDDLE SCHOOL,63747,42368,0.05,0.17,0.33,0.58,0.13,0.71,0.15,257,15.41,42399.66,0.189,13.13,2,1,0.5,1
2015,25I009505,25I009,LINDSAY MIDDLE SCHOOL,57411.86,50113.55,0.06,0.18,0.3,0.493,0.12,0.72,0.16,272,15.24,41771.88,0.18,12.06,2,1,0.5,1
2016,25I009505,25I009,LINDSAY MIDDLE SCHOOL,59504.84,63678.71,0.05,0.16,0.25,0.512,0.12,0.74,0.14,262,15.58,42741.2,0.176,13.72,2,1,0.5,1
2014,55I089305,55I089,LINWOOD ELEMENTARY,51403,48041,0.09,0.27,0.47,0.93,0.21,0.56,0.23,509,25.43,47768.75,0.18,12.73,2.5,0.17,2.5,1
2015,55I089305,55I089,LINWOOD ELEMENTARY,53011.22,49735.22,0.08,0.27,0.47,0.856,0.22,0.55,0.22,512,28.26,51348.94,0.275,11.58,2.5,0.4,2.99,1
2016,55I089305,55I089,LINWOOD ELEMENTARY,53956.08,50805.13,0.08,0.28,0.47,0.883,0.22,0.55,0.23,503,28.51,52394.72,0.383,13.11,3,0.34,3.5,1.99
2014,14I070105,14I070,LITTLE AXE ELEMENTARY,59235,16560,0.07,0.08,0.26,0.78,0.16,0.65,0.2,610,31.55,40667.82,0.107,11.2,3.27,1,2.94,1.92
2015,14I070105,14I070,LITTLE AXE ELEMENTARY,61354.55,16994.5,0.07,0.11,0.21,0.763,0.12,0.68,0.2,632,30.27,41077.31,0.099,11.7,3.13,1,3.41,2.31
2016,14I070105,14I070,LITTLE AXE ELEMENTARY,59387.53,17886.43,0.08,0.12,0.23,0.722,0.13,0.68,0.19,641,34.39,39640.17,0.073,12.49,3.12,1,1.43,2
2014,14I070715,14I070,LITTLE AXE HIGH SCHOOL,59235,16560,0.07,0.08,0.26,0.59,0.16,0.65,0.2,332,20.47,43469.28,0.38,12.81,2.07,1,0.79,1.5
2015,14I070715,14I070,LITTLE AXE HIGH SCHOOL,61354.55,16994.5,0.07,0.11,0.21,0.628,0.12,0.68,0.2,349,19.8,43342.56,0.434,12.49,2.18,1,0.79,1.5
2016,14I070715,14I070,LITTLE AXE HIGH SCHOOL,59387.53,17886.43,0.08,0.12,0.23,0.65,0.13,0.68,0.19,351,19.82,43461.57,0.387,13.45,2.14,1,0.79,1.86
2014,14I070505,14I070,LITTLE AXE MIDDLE SCHOOL,59235,16560,0.07,0.08,0.26,0.74,0.16,0.65,0.2,294,15.33,41932.7,0.151,11.52,2.51,1,0.79,1.91
2015,14I070505,14I070,LITTLE AXE MIDDLE SCHOOL,61354.55,16994.5,0.07,0.11,0.21,0.718,0.12,0.68,0.2,305,16.04,42148.01,0.143,10.62,1.68,1,0.79,1.91
2016,14I070505,14I070,LITTLE AXE MIDDLE SCHOOL,59387.53,17886.43,0.08,0.12,0.23,0.74,0.13,0.68,0.19,288,15.15,41924.36,0.235,11.32,2.72,1,0.79,2
2014,46I017105,46I017,LOCUST GROVE EARLY LRNING CTR,49232,19814,0.09,0.17,0.19,0.78,0.12,0.74,0.14,282,15.86,40160.64,0.081,10.69,2,0.5,3.11,2.57
2015,46I017105,46I017,LOCUST GROVE EARLY LRNING CTR,49993.34,21549.74,0.1,0.19,0.16,1,0.11,0.75,0.13,273,14.79,40824.96,0.102,11.06,1.71,0.5,4.14,2.57
2016,46I017105,46I017,LOCUST GROVE EARLY LRNING CTR,46812.95,21922.02,0.09,0.2,0.23,1,0.12,0.73,0.15,315,16.7,40863.85,0,11.32,1.71,1,3.71,1.57
2014,46I017705,46I017,LOCUST GROVE HIGH SCHOOL,49232,19814,0.09,0.17,0.19,0.68,0.12,0.74,0.14,472,26.84,44038.94,0.218,13.44,4,1,1.82,2.29
2015,46I017705,46I017,LOCUST GROVE HIGH SCHOOL,49993.34,21549.74,0.1,0.19,0.16,0.889,0.11,0.75,0.13,468,26.79,44414.99,0.155,14.43,3.79,1,1.14,2.86
2016,46I017705,46I017,LOCUST GROVE HIGH SCHOOL,46812.95,21922.02,0.09,0.2,0.23,0.888,0.12,0.73,0.15,455,26.72,44346.8,0.07,13.95,3,1,1.57,3
2014,46I017505,46I017,LOCUST GROVE MIDDLE SCHOOL,49232,19814,0.09,0.17,0.19,0.77,0.12,0.74,0.14,320,18.14,41874.33,0.15,13.09,3,1,2.25,1
2015,46I017505,46I017,LOCUST GROVE MIDDLE SCHOOL,49993.34,21549.74,0.1,0.19,0.16,1,0.11,0.75,0.13,300,18.14,42455.66,0.15,13.24,2.5,1,2,1
2016,46I017505,46I017,LOCUST GROVE MIDDLE SCHOOL,46812.95,21922.02,0.09,0.2,0.23,1,0.12,0.73,0.15,296,17.71,41785.69,0.097,14.68,2.57,0.57,2.14,1
2014,46I017110,46I017,LOCUST GROVE UPPER ELEMENTARY,49232,19814,0.09,0.17,0.19,0.77,0.12,0.74,0.14,413,22.35,43101.45,0.169,13.63,3.51,0.5,3.54,1
2015,46I017110,46I017,LOCUST GROVE UPPER ELEMENTARY,49993.34,21549.74,0.1,0.19,0.16,1,0.11,0.75,0.13,401,21.57,43120.25,0.189,13.02,4,0.5,3.29,1
2016,46I017110,46I017,LOCUST GROVE UPPER ELEMENTARY,46812.95,21922.02,0.09,0.2,0.23,1,0.12,0.73,0.15,424,21,42512.71,0.238,13.6,3.29,0.5,3.29,1.5
2014,37I003105,37I003,LOMEGA ELEMENTARY,73540,66182,0.08,0.04,0.03,0.73,0.34,0.6,0.07,190,11.14,43423,0.152,17.08,0.73,0,0.07,0.71
2015,37I003105,37I003,LOMEGA ELEMENTARY,77649.38,82631.18,0.08,0.04,0.13,0.763,0.29,0.65,0.06,190,11.2,45101.96,0.151,17.82,0.73,0.08,0.07,0.57
2016,37I003105,37I003,LOMEGA ELEMENTARY,83769.03,108810.12,0.02,0.04,0.14,0.755,0.32,0.6,0.08,204,11.46,45322.31,0.122,17.46,0.56,0.08,0.07,0.57
2014,37I003705,37I003,LOMEGA HIGH SCHOOL,73540,66182,0.08,0.04,0.03,0.68,0.34,0.6,0.07,44,4.63,49504.97,0.3,14.2,0.57,0.16,0.14,0.28
2015,37I003705,37I003,LOMEGA HIGH SCHOOL,77649.38,82631.18,0.08,0.04,0.13,0.667,0.29,0.65,0.06,45,5.23,43279.68,0.293,16.11,0.57,0.08,0.14,0.29
2016,37I003705,37I003,LOMEGA HIGH SCHOOL,83769.03,108810.12,0.02,0.04,0.14,0.643,0.32,0.6,0.08,56,5.06,42782.65,0.161,13.96,0.45,0.08,0.14,0.28
2014,10I032705,10I032,LONE GROVE HIGH SCHOOL,53184,23940,0.06,0.16,0.19,0.46,0.12,0.75,0.12,386,26.69,44145.29,0.246,15.14,2,1.14,0.75,3.25
2015,10I032705,10I032,LONE GROVE HIGH SCHOOL,54726.01,24170.42,0.06,0.16,0.19,0.362,0.12,0.74,0.14,420,27,43100.19,0.272,14.16,2.43,1.14,0.82,2.11
2016,10I032705,10I032,LONE GROVE HIGH SCHOOL,52077.32,25908.24,0.07,0.14,0.27,0.417,0.13,0.73,0.13,415,25.77,44075.9,0.44,15.11,2.43,1.14,0.89,2.25
2014,10I032105,10I032,LONE GROVE INTERMEDIATE SCHOOL,53184,23940,0.06,0.16,0.19,0.57,0.12,0.75,0.12,329,18.62,41760.89,0.063,12.15,3,1,0.75,1.25
2015,10I032105,10I032,LONE GROVE INTERMEDIATE SCHOOL,54726.01,24170.42,0.06,0.16,0.19,0.545,0.12,0.74,0.14,334,17.74,42036.37,0.16,11.37,3,1,0.75,1.25
2016,10I032105,10I032,LONE GROVE INTERMEDIATE SCHOOL,52077.32,25908.24,0.07,0.14,0.27,0.551,0.13,0.73,0.13,365,18.45,42236.44,0.108,12.23,4,1,0.75,1.68
2014,10I032505,10I032,LONE GROVE MIDDLE SCHOOL,53184,23940,0.06,0.16,0.19,0.5,0.12,0.75,0.12,311,18.77,41208.04,0.22,9.48,3,0.86,0.75,2.11
2015,10I032505,10I032,LONE GROVE MIDDLE SCHOOL,54726.01,24170.42,0.06,0.16,0.19,0.414,0.12,0.74,0.14,314,18.65,41601.29,0.176,10.26,2.29,0.86,0.75,2.11
2016,10I032505,10I032,LONE GROVE MIDDLE SCHOOL,52077.32,25908.24,0.07,0.14,0.27,0.443,0.13,0.73,0.13,325,19,42291.21,0.233,11.47,2.57,0.86,0.75,1.88
2014,10I032110,10I032,LONE GROVE PRIMARY ELEMENTARY,53184,23940,0.06,0.16,0.19,0.57,0.12,0.75,0.12,452,22.6,41013.23,0.243,11.28,3,1,0.75,2.25
2015,10I032110,10I032,LONE GROVE PRIMARY ELEMENTARY,54726.01,24170.42,0.06,0.16,0.19,0.546,0.12,0.74,0.14,447,23.27,39381.63,0.193,9.73,2.1,1,0.75,1.25
2016,10I032110,10I032,LONE GROVE PRIMARY ELEMENTARY,52077.32,25908.24,0.07,0.14,0.27,0.543,0.13,0.73,0.13,431,22.83,40058.91,0.175,11.01,1,1,0.75,1.68
2014,19C008105,19C008,LONE STAR ELEMENTARY,54873,7454,0.08,0.21,0.28,0.53,0.14,0.75,0.12,894,51,43543.29,0.136,14.73,2,1.57,3.93,2
2015,19C008105,19C008,LONE STAR ELEMENTARY,53883.39,7846.79,0.05,0.2,0.33,0.497,0.1,0.77,0.13,910,49.68,44261.34,0.124,15.48,2,1.29,3.61,2
2016,19C008105,19C008,LONE STAR ELEMENTARY,53354.6,7983.86,0.04,0.22,0.36,0.553,0.07,0.78,0.15,904,50.51,43812.02,0.149,16.51,2,1.29,3.61,2
2014,38I002105,38I002,LONE WOLF ELEMENTARY,58592,170122,0.05,0.15,0.6,0.79,0.21,0.7,0.09,85,6.67,43244.67,0.576,13.91,0.17,0.17,0.2,0
2015,38I002105,38I002,LONE WOLF ELEMENTARY,52870.71,200165.18,0.04,0.14,0.45,0.919,0.21,0.69,0.11,62,6.7,44865.3,0.494,7.82,0.13,0.13,0.15,0
2016,38I002105,38I002,LONE WOLF ELEMENTARY,52646.03,137653.3,0.01,0.14,0.43,0.757,0.22,0.67,0.11,103,6.92,51605.55,0.611,11.95,0.13,0.13,0.57,0
2014,38I002705,38I002,LONE WOLF HIGH SCHOOL,58592,170122,0.05,0.15,0.6,0.69,0.21,0.7,0.09,16,2.43,42873.92,0.309,20.43,0.17,0.17,0.08,0.28
2015,38I002705,38I002,LONE WOLF HIGH SCHOOL,52870.71,200165.18,0.04,0.14,0.45,0.6,0.21,0.69,0.11,15,1.58,48900.88,0.063,16.1,0.13,0.13,0.07,0.28
2016,38I002705,38I002,LONE WOLF HIGH SCHOOL,52646.03,137653.3,0.01,0.14,0.43,0.828,0.22,0.67,0.11,29,1.96,40635.07,0.107,17.01,0.13,0.13,0.39,0.5
2014,76I001110,76I001,LONGFELLOW ELEMENTARY,62215,117920,0.04,0.17,0.25,0.44,0.29,0.6,0.11,214,12.18,41834.66,0.164,13.29,1,0.33,0.34,1
2015,76I001110,76I001,LONGFELLOW ELEMENTARY,64496.9,148432.62,0.04,0.17,0.27,0.463,0.29,0.61,0.11,216,13.02,42302.22,0.154,13.17,1,0.5,0.34,1
