Year,SchoolCode,DistrictCode,Site,AvgIncome,AvgPropValADM,Unemployment,PovertyRate,SingleParentFam,FRL,College,HighSchool,BelowHS,FallEnrollment,NonSpEdTeachers,AvgTeacherSalary,AdvancedDegrees,AvgYrsExperience,SpEdTeachersFTE,CounselorsFTE,OtherStaffFTE,AdministratorsFTE
2015,26C037105,26C037,FRIEND ELEMENTARY,67066.13,59106.86,0.05,0.1,0.17,0.524,0.19,0.7,0.11,273,15.29,43158.85,0.131,12.69,0.86,0.14,0.29,0.4
2016,26C037105,26C037,FRIEND ELEMENTARY,83346.89,51415.65,0.01,0.07,0.26,0.637,0.21,0.68,0.11,259,15.14,42528.96,0.208,14.58,1.29,0,0.29,0.97
2014,61C029105,61C029,FRINK-CHAMBERS ELEMENTARY,92046,53114,0.06,0.09,0.24,0.7,0.27,0.62,0.11,425,23.14,47161.3,0.222,12.57,1,1,2,1.06
2015,61C029105,61C029,FRINK-CHAMBERS ELEMENTARY,90714.77,52849,0.05,0.08,0.22,0.636,0.28,0.64,0.09,429,23.14,47961.02,0.266,12.15,1,1,2,1.01
2016,61C029105,61C029,FRINK-CHAMBERS ELEMENTARY,87564.41,46801.13,0.05,0.05,0.24,0.566,0.27,0.65,0.09,445,24.14,46257.57,0.213,12.98,1,1,2,1.01
2014,52I004105,52I004,FRONTIER ELEMENTARY,51806,226658,0.09,0.16,0.26,0.76,0.12,0.74,0.14,270,19.72,44527.42,0.29,12.78,1,1,3.2,0.86
2014,55I012180,55I012,FRONTIER ELEMENTARY,98360,71296,0.04,0.08,0.2,0.12,0.51,0.45,0.04,485,24.49,44407.41,0.169,6.49,5,1,3,1.62
2015,55I012180,55I012,FRONTIER ELEMENTARY,100166.47,74593.66,0.04,0.08,0.2,0.12,0.51,0.45,0.04,542,25.6,44614.53,0.161,7.16,5.4,1,3,2
2015,52I004105,52I004,FRONTIER ELEMENTARY,54121.39,218433.64,0.07,0.19,0.4,0.738,0.12,0.74,0.15,286,24.07,44189.31,0.232,11.7,1,1,1.86,1.43
2016,55I012180,55I012,FRONTIER ELEMENTARY,101694.02,77419.43,0.03,0.08,0.22,0.153,0.52,0.44,0.04,647,31.25,44540.45,0.169,9.01,5.46,1,4.01,2
2016,52I004105,52I004,FRONTIER ELEMENTARY,59657.87,225005.04,0.07,0.2,0.41,0.866,0.12,0.76,0.12,277,24.14,44528.5,0.302,13.24,1.86,1,1.57,1.86
2014,52I004705,52I004,FRONTIER HIGH SCHOOL,51806,226658,0.09,0.16,0.26,0.64,0.12,0.74,0.14,91,11.29,47418.34,0.203,13.9,1,0.86,1.36,0.86
2015,52I004705,52I004,FRONTIER HIGH SCHOOL,54121.39,218433.64,0.07,0.19,0.4,0.62,0.12,0.74,0.15,108,10.79,47147.53,0.199,14.08,1,0.86,1.36,1.14
2016,52I004705,52I004,FRONTIER HIGH SCHOOL,59657.87,225005.04,0.07,0.2,0.41,0.722,0.12,0.76,0.12,115,10.37,47298.2,0.234,17.35,1,0.86,1.72,1.43
2014,23I039105,23I039,GAGE ELEMENTARY,52085,102176,0.02,0.14,0.15,0.74,0.28,0.57,0.16,69,8,38339.25,0.161,4.93,0.86,0.21,0.22,0.25
2015,23I039105,23I039,GAGE ELEMENTARY,58085.49,123245.44,0.02,0.14,0.18,0.727,0.28,0.57,0.15,55,8.81,40671.66,0.246,5.99,0.86,0.21,0.34,0.54
2016,23I039105,23I039,GAGE ELEMENTARY,50675.08,14398.63,0.03,0.21,0.43,0.758,0.2,0.62,0.19,62,7.39,33626.54,0.291,8.56,0.36,0.19,0.52,0.45
2014,23I039705,23I039,GAGE HIGH SCHOOL,52085,102176,0.02,0.14,0.15,0.68,0.28,0.57,0.16,22,4,43372.5,0.357,7.46,0.14,0.21,0.21,0.25
2015,23I039705,23I039,GAGE HIGH SCHOOL,58085.49,123245.44,0.02,0.14,0.18,0.652,0.28,0.57,0.15,23,3.55,47204.28,0.302,8.43,0.14,0.21,0.23,0.25
2016,23I039705,23I039,GAGE HIGH SCHOOL,50675.08,14398.63,0.03,0.21,0.43,0.774,0.2,0.62,0.19,31,3.04,41930.22,0.643,11.89,0.36,0.19,0.4,0.18
2014,68I004105,68I004,GANS ELEMENTARY,48990,14784,0.11,0.17,0.28,0.81,0.13,0.67,0.19,267,11.86,42431.78,0.012,8.99,3,0.43,1.43,1.14
2015,68I004105,68I004,GANS ELEMENTARY,50036.29,14169.64,0.1,0.15,0.24,0.969,0.11,0.7,0.19,292,12.71,43622.78,0.022,8.99,3.71,0.43,1.43,1.14
2016,68I004105,68I004,GANS ELEMENTARY,48200.65,14065.19,0.09,0.17,0.29,0.97,0.12,0.67,0.21,299,12.02,42830.89,0,10.6,3.71,0.29,1.57,1
2014,68I004715,68I004,GANS HIGH SCHOOL,48990,14784,0.11,0.17,0.28,0.78,0.13,0.67,0.19,125,8.28,41038.03,0,8.07,0,0.43,0.57,0.57
2015,68I004715,68I004,GANS HIGH SCHOOL,50036.29,14169.64,0.1,0.15,0.24,0.643,0.11,0.7,0.19,129,8.85,44243.17,0.113,8.44,0,0.57,0.29,0.57
2016,68I004715,68I004,GANS HIGH SCHOOL,48200.65,14065.19,0.09,0.17,0.29,0.645,0.12,0.67,0.21,138,9,47008.89,0.127,9.95,0,0.57,0.29,1
2014,24I047105,24I047,GARBER ELEMENTARY,60404,64056,0.05,0.11,0.42,0.64,0.2,0.73,0.07,248,13.98,40222.27,0.238,15.86,0.5,0.43,1.26,0.72
2015,24I047105,24I047,GARBER ELEMENTARY,63242.52,65380.4,0.04,0.11,0.27,0.587,0.23,0.68,0.08,264,14.23,43244.11,0.281,17.43,0,0.5,1.22,0.86
2016,24I047105,24I047,GARBER ELEMENTARY,63599.37,123214.8,0.04,0.09,0.16,0.554,0.19,0.72,0.09,269,12.5,45143.9,0.114,18.18,0.5,0.5,1.36,1.43
2014,24I047715,24I047,GARBER HIGH SCHOOL,60404,64056,0.05,0.11,0.42,0.5,0.2,0.73,0.07,107,6.97,45382.78,0.188,16.6,0.5,0.43,1.6,0.43
2015,24I047715,24I047,GARBER HIGH SCHOOL,63242.52,65380.4,0.04,0.11,0.27,0.535,0.23,0.68,0.08,114,7.28,44097.32,0.216,15.1,0.5,0.5,1.5,0.57
2016,24I047715,24I047,GARBER HIGH SCHOOL,63599.37,123214.8,0.04,0.09,0.16,0.417,0.19,0.72,0.09,108,6.42,50638.62,0.378,20.52,0.5,0.5,1.64,0.71
2014,24I057130,24I057,GARFIELD ELEMENTARY,56810,33323,0.06,0.16,0.35,0.97,0.22,0.63,0.15,660,31.66,41924.61,0.204,8.28,2,1,3.37,1
2014,72I002110,72I002,GARFIELD ELEMENTARY,60469,30048,0.06,0.12,0.3,0.76,0.18,0.69,0.13,398,21.41,43501.1,0.047,9.65,3,1,2,1
2014,36I071150,36I071,GARFIELD ELEMENTARY,56172,51704,0.08,0.18,0.37,0.92,0.21,0.65,0.13,319,14.61,41380.95,0.253,9.85,1,0.5,1.74,1
2015,36I071150,36I071,GARFIELD ELEMENTARY,55886.5,52816,0.08,0.19,0.4,0.872,0.22,0.66,0.13,337,15,42712.87,0.18,9.59,1.25,0.5,0.9,1
2015,72I002110,72I002,GARFIELD ELEMENTARY,60283.61,30987.13,0.06,0.13,0.32,0.79,0.18,0.67,0.15,396,21.25,42795.95,0.012,8.66,3,1,2.75,1
2015,24I057130,24I057,GARFIELD ELEMENTARY,58949.32,34706.02,0.06,0.14,0.34,0.958,0.21,0.64,0.15,709,38.02,42288.98,0.173,8.2,1.25,1,3.52,1
2016,36I071150,36I071,GARFIELD ELEMENTARY,56366.7,54723.53,0.08,0.18,0.39,0.851,0.2,0.66,0.13,321,15,43474.13,0.247,9.92,1.5,0.5,1.5,1
2016,24I057130,24I057,GARFIELD ELEMENTARY,59926.04,36582.45,0.06,0.14,0.33,0.962,0.22,0.64,0.15,623,36.29,42721.06,0.185,9.5,1.09,1,3.32,1
2016,72I002110,72I002,GARFIELD ELEMENTARY,63027.69,32375.25,0.06,0.11,0.29,0.829,0.17,0.7,0.13,409,23,43719.91,0.044,10.13,3,1,2,1
2014,55I089240,55I089,GATEWOOD ELEMENTARY,51403,48041,0.09,0.27,0.47,0.9,0.21,0.56,0.23,219,15.43,45768.56,0.039,5.38,2.43,0.2,1.6,1
2015,55I089240,55I089,GATEWOOD ELEMENTARY,53011.22,49735.22,0.08,0.27,0.47,0.813,0.22,0.55,0.22,192,15.18,49561.52,0.04,6.72,2.16,0.4,2.28,1
2016,55I089240,55I089,GATEWOOD ELEMENTARY,53956.08,50805.13,0.08,0.28,0.47,0.779,0.22,0.55,0.23,199,13.38,49827.13,0,8.18,2,0.2,1.4,1
2014,06I080105,06I080,GEARY ELEMENTARY,58544,98216,0.07,0.24,0.46,0.85,0.17,0.7,0.13,254,14.1,41467.79,0.321,8.48,1,0.2,1.05,1
2015,06I080105,06I080,GEARY ELEMENTARY,58442.61,105469.32,0.07,0.21,0.39,0.844,0.2,0.66,0.14,244,12.79,41251.72,0.322,7.14,0,0.33,0.21,1.5
2016,06I080105,06I080,GEARY ELEMENTARY,61355.33,110914.94,0.09,0.2,0.42,1,0.21,0.67,0.12,233,14.04,41426.55,0.143,7.45,0,0.33,1.33,1
2014,06I080715,06I080,GEARY HIGH SCHOOL,58544,98216,0.07,0.24,0.46,0.81,0.17,0.7,0.13,113,10.6,43892.43,0.407,11.37,0.5,0.4,0.22,0.5
2015,06I080715,06I080,GEARY HIGH SCHOOL,58442.61,105469.32,0.07,0.21,0.39,0.823,0.2,0.66,0.14,96,8.94,43152.32,0.23,9.93,0.44,0.33,0.38,0.5
2016,06I080715,06I080,GEARY HIGH SCHOOL,61355.33,110914.94,0.09,0.2,0.42,0.808,0.21,0.67,0.12,99,9.06,41771.29,0.402,8.96,0.5,0.33,0.34,0.5
2014,06I080615,06I080,GEARY JR HIGH SCHOOL,58544,98216,0.07,0.24,0.46,0.84,0.17,0.7,0.13,51,3.9,44014.88,0.262,10.84,0.5,0.4,0.21,0.5
2015,06I080500,06I080,GEARY MIDDLE SCHOOL,58442.61,105469.32,0.07,0.21,0.39,0.8,0.2,0.66,0.14,75,5.59,43524.25,0.136,8.25,0.08,0.33,0.66,1
2016,06I080500,06I080,GEARY MIDDLE SCHOOL,61355.33,110914.94,0.09,0.2,0.42,0.877,0.21,0.67,0.12,73,6.11,42079.25,0.339,5.25,1.5,0.33,0.33,0.5
2014,16I004105,16I004,GERONIMO ELEMENTARY,52106,46440,0.1,0.1,0.2,0.69,0.07,0.72,0.21,221,10.91,41355.26,0,9.21,0,0.29,1.5,0.71
2015,16I004105,16I004,GERONIMO ELEMENTARY,54733.55,50623.21,0.09,0.09,0.23,0.717,0.07,0.7,0.23,198,11.71,42466.88,0.146,11.04,1,0,0.5,1
2016,16I004105,16I004,GERONIMO ELEMENTARY,57881.88,55082.85,0.06,0.09,0.42,0.739,0.08,0.69,0.23,195,10.68,43039.69,0.158,11.29,0,0,0.33,1
2014,16I004705,16I004,GERONIMO HIGH SCHOOL,52106,46440,0.1,0.1,0.2,0.66,0.07,0.72,0.21,92,5.43,48651.44,0,13.22,0.43,0.5,0.25,0.5
2015,16I004705,16I004,GERONIMO HIGH SCHOOL,54733.55,50623.21,0.09,0.09,0.23,0.711,0.07,0.7,0.23,90,6.93,41235.57,0.247,9.77,0.14,0.5,0.25,0.5
2016,16I004705,16I004,GERONIMO HIGH SCHOOL,57881.88,55082.85,0.06,0.09,0.42,0.64,0.08,0.69,0.23,89,5.62,41397.76,0.161,11.34,0.18,0.5,0.33,1
2014,16I004505,16I004,GERONIMO MIDDLE SCHOOL,52106,46440,0.1,0.1,0.2,0.57,0.07,0.72,0.21,49,3.63,42371.11,0,9.7,0.43,0.5,0.25,0.5
2015,16I004505,16I004,GERONIMO MIDDLE SCHOOL,54733.55,50623.21,0.09,0.09,0.23,0.735,0.07,0.7,0.23,49,4.07,40950.15,0.07,10.7,0.14,0.5,0.25,0.5
2016,16I004505,16I004,GERONIMO MIDDLE SCHOOL,57881.88,55082.85,0.06,0.09,0.42,0.771,0.08,0.69,0.23,48,2.45,39068.71,0.297,7.06,0,0.5,0.33,0
2014,16I008135,16I008,GERONIMO ROAD ELEMENTARY,54385,28862,0.1,0.19,0.48,0.61,0.19,0.69,0.12,561,24.89,43675.92,0.121,12.61,6,1.58,1,2
2015,16I008135,16I008,GERONIMO ROAD ELEMENTARY,55193.79,29845.71,0.1,0.2,0.47,0.591,0.2,0.69,0.11,611,26,43991.27,0.154,13.04,6,1,1,2
2014,72I001198,72I001,GILCREASE ELEMENTARY,56448,56175,0.09,0.23,0.48,1.02,0.25,0.59,0.15,392,19.36,41203.48,0.172,6.07,3.31,1,1.57,1.96
2015,72I001198,72I001,GILCREASE ELEMENTARY,57115.75,57723.51,0.09,0.23,0.49,1.088,0.26,0.59,0.15,443,20.94,40797.35,0.265,4.94,3.83,1,1.77,1.95
2016,72I001198,72I001,GILCREASE ELEMENTARY,58190.81,60320.18,0.08,0.23,0.5,1.1,0.26,0.59,0.15,429,23.34,41394.13,0.214,6.06,4,1,1.08,2.94
2014,37I007110,37I007,GILMOUR ELEMENTARY,65600,42870,0.04,0.06,0.27,0.56,0.19,0.69,0.11,423,23.46,41490.39,0.152,13.4,2.41,1,1.14,1
2015,37I007110,37I007,GILMOUR ELEMENTARY,66305.8,46639.25,0.03,0.06,0.27,0.571,0.22,0.66,0.12,441,23.71,42047.52,0.157,13.56,2,1,2,1
2016,37I007110,37I007,GILMOUR ELEMENTARY,67119.39,56229.55,0.04,0.06,0.21,0.607,0.21,0.69,0.11,445,23.23,41327.44,0.138,12.99,2,1,2,1
2014,60I101105,60I101,GLENCOE ELEMENTARY,62322,57732,0.05,0.08,0.22,0.81,0.21,0.74,0.05,232,13.57,43435.23,0.126,14.2,1,0.43,0,0
2015,60I101105,60I101,GLENCOE ELEMENTARY,63539.63,56798.46,0.05,0.1,0.2,0.739,0.22,0.73,0.05,257,13.72,42410.72,0.125,12.2,1.29,0.43,0,1
2016,60I101105,60I101,GLENCOE ELEMENTARY,72390.57,55557.34,0.04,0.07,0.19,0.742,0.25,0.71,0.04,248,12.72,43730.87,0.146,15.08,1.29,0.43,0,1
2014,60I101705,60I101,GLENCOE HIGH SCHOOL,62322,57732,0.05,0.08,0.22,0.7,0.21,0.74,0.05,110,7,46249.57,0.265,13.51,1,0.43,0.5,0.71
2015,60I101705,60I101,GLENCOE HIGH SCHOOL,63539.63,56798.46,0.05,0.1,0.2,0.533,0.22,0.73,0.05,90,6.86,45194.84,0.271,13.21,0.71,0.43,0.5,0.71
2016,60I101705,60I101,GLENCOE HIGH SCHOOL,72390.57,55557.34,0.04,0.07,0.19,0.626,0.25,0.71,0.04,107,6.86,45785.33,0.542,15.21,0.71,0.43,0.5,0.71
2014,72I013105,72I013,GLENPOOL ELEMENTARY,66173,28115,0.08,0.1,0.3,0.58,0.21,0.7,0.09,1312,67.97,44213.51,0.103,13.02,8,3,11.49,5
2015,72I013105,72I013,GLENPOOL ELEMENTARY,69957.57,28958.62,0.08,0.1,0.34,0.574,0.22,0.69,0.09,1388,72.96,44517.74,0.137,12.98,7,3,11.49,5
2016,72I013105,72I013,GLENPOOL ELEMENTARY,66988.03,29838.19,0.07,0.13,0.34,0.596,0.22,0.68,0.1,1419,74.03,44804.86,0.136,13.93,8,2.95,12.44,5
2014,72I013705,72I013,GLENPOOL HIGH SCHOOL,66173,28115,0.08,0.1,0.3,0.4,0.21,0.7,0.09,687,38.34,46456.01,0.282,14.11,4.97,1.84,2,5.66
2015,72I013705,72I013,GLENPOOL HIGH SCHOOL,69957.57,28958.62,0.08,0.1,0.34,0.461,0.22,0.69,0.09,699,41.28,46454.82,0.258,13.71,4.97,2,2,5.66
2016,72I013705,72I013,GLENPOOL HIGH SCHOOL,66988.03,29838.19,0.07,0.13,0.34,0.453,0.22,0.68,0.1,717,42.54,47746.34,0.318,15.48,5,2,2.24,4.13
2014,72I013505,72I013,GLENPOOL MIDDLE SCHOOL,66173,28115,0.08,0.1,0.3,0.52,0.21,0.7,0.09,557,30.84,45565.06,0.222,14.67,5.47,1.16,2.91,2
2015,72I013505,72I013,GLENPOOL MIDDLE SCHOOL,69957.57,28958.62,0.08,0.1,0.34,0.563,0.22,0.69,0.09,551,30.76,45668.06,0.184,13.59,5,1.99,2.68,2
2016,72I013505,72I013,GLENPOOL MIDDLE SCHOOL,66988.03,29838.19,0.07,0.13,0.34,0.546,0.22,0.68,0.1,559,30.32,47217.7,0.176,15.7,6,2,2.34,2
2014,24I057132,24I057,GLENWOOD ELEMENTARY,56810,33323,0.06,0.16,0.35,0.61,0.22,0.63,0.15,475,24.64,43859.58,0.243,11.41,5.38,1,1.78,1
2015,24I057132,24I057,GLENWOOD ELEMENTARY,58949.32,34706.02,0.06,0.14,0.34,0.592,0.21,0.64,0.15,495,23.93,43752.06,0.25,11.79,6.47,0.99,1.92,1.49
2016,24I057132,24I057,GLENWOOD ELEMENTARY,59926.04,36582.45,0.06,0.14,0.33,0.598,0.22,0.64,0.15,488,24.8,42624.26,0.195,9.75,5.46,0.98,2.05,1
2014,48C023105,48C023,GLOVER ELEMENTARY,36053,24434,0.15,0.33,0.5,0.9,0.12,0.66,0.22,81,6,45043,0,20.5,0,0,0.2,0.28
2015,48C023105,48C023,GLOVER ELEMENTARY,38935.02,29387.3,0.14,0.25,0.36,0.854,0.11,0.68,0.22,82,9,29415.44,0.111,6.78,0,0,0.2,0.4
2016,48C023105,48C023,GLOVER ELEMENTARY,44669.42,39090.91,0.06,0.24,0.36,1,0.13,0.67,0.21,59,6,40529.76,0,9.33,0,0,0.2,1
2014,70I060105,70I060,GOODWELL ELEMENTARY,50381,55543,0.01,0.16,0.15,0.5,0.43,0.47,0.1,168,11.07,43863.1,0.106,16.37,0.03,0.01,0,0.45
2015,70I060105,70I060,GOODWELL ELEMENTARY,56772.44,45712.07,0.01,0.22,0.34,0.36,0.4,0.48,0.12,189,10.14,43897.5,0.093,17.6,0.63,0.05,0,0.5
2016,70I060105,70I060,GOODWELL ELEMENTARY,52301.88,152603.01,0.01,0.26,0.57,0.391,0.42,0.46,0.11,179,10.24,44241.6,0.207,14.19,0.63,0.05,0,0.5
2014,70I060705,70I060,GOODWELL HIGH SCHOOL,50381,55543,0.01,0.16,0.15,0,0.43,0.47,0.1,47,5.47,44999.63,0.169,9,0.03,0.01,0,0.45
2015,70I060705,70I060,GOODWELL HIGH SCHOOL,56772.44,45712.07,0.01,0.22,0.34,0.279,0.4,0.48,0.12,61,4.98,44369.53,0,11.92,0.5,0.05,0,0.5
2016,70I060705,70I060,GOODWELL HIGH SCHOOL,52301.88,152603.01,0.01,0.26,0.57,0.25,0.42,0.46,0.11,60,5.14,41974.1,0.147,12.74,0.5,0.05,0,0.5
2014,68I006105,68I006,GORE ELEMENTARY,45604,33933,0.1,0.17,0.24,0.77,0.19,0.63,0.18,265,15.79,41815.15,0.199,9.74,1.43,0.29,0.29,1
2015,68I006105,68I006,GORE ELEMENTARY,47923.04,37696.78,0.11,0.16,0.22,0.819,0.17,0.64,0.18,243,16.41,40883.32,0.244,8.92,1.43,0.29,0.71,1
2016,68I006105,68I006,GORE ELEMENTARY,52593.67,40245.3,0.09,0.18,0.2,0.797,0.18,0.63,0.19,217,16.41,41289.3,0.305,9.9,0.43,0.57,0.71,1
2014,68I006715,68I006,GORE HIGH SCHOOL,45604,33933,0.1,0.17,0.24,0.59,0.19,0.63,0.18,139,9.93,42151.42,0.043,9.54,0.86,0.43,0.43,0.43
2015,68I006715,68I006,GORE HIGH SCHOOL,47923.04,37696.78,0.11,0.16,0.22,0.577,0.17,0.64,0.18,130,10.48,41755.46,0.041,10.63,0.71,0.43,0.14,0.57
2016,68I006715,68I006,GORE HIGH SCHOOL,52593.67,40245.3,0.09,0.18,0.2,0.437,0.18,0.63,0.19,126,10.29,43332.3,0.097,11.49,0.43,0.86,0.14,0.57
2014,68I006115,68I006,GORE UPPER ELEMENTARY,45604,33933,0.1,0.17,0.24,0.79,0.19,0.63,0.18,109,6.82,42045.48,0.126,10.69,0.72,0.29,0.29,0.57
2015,68I006115,68I006,GORE UPPER ELEMENTARY,47923.04,37696.78,0.11,0.16,0.22,0.735,0.17,0.64,0.18,102,7.13,41620.14,0.1,10.51,0.86,0.29,0.14,0.43
2016,68I006115,68I006,GORE UPPER ELEMENTARY,52593.67,40245.3,0.09,0.18,0.2,0.717,0.18,0.63,0.19,106,7.86,42249.05,0.273,12.62,1.29,0.57,0.14,0.43
2014,08I086105,08I086,GRACEMONT ELEMENTARY,53966,37148,0.05,0.17,0.23,0.72,0.15,0.72,0.13,108,8.63,41658.55,0.348,19.3,0.25,0.06,0.25,0.88
2015,08I086105,08I086,GRACEMONT ELEMENTARY,56272.1,35658.9,0.06,0.18,0.32,0.655,0.12,0.74,0.14,113,9,41857.67,0.361,18.92,0.25,0.06,0.25,0.88
2016,08I086105,08I086,GRACEMONT ELEMENTARY,58214.2,31975.45,0.06,0.18,0.38,0.704,0.13,0.75,0.12,108,9.75,42361.03,0.321,15.95,0.25,0.06,0.25,1
2014,08I086705,08I086,GRACEMONT HIGH SCHOOL,53966,37148,0.05,0.17,0.23,0.82,0.15,0.72,0.13,45,4.75,41122.53,0.368,11.92,0.25,0.06,0.25,0.63
2015,08I086705,08I086,GRACEMONT HIGH SCHOOL,56272.1,35658.9,0.06,0.18,0.32,0.595,0.12,0.74,0.14,37,4.38,43123.89,0.343,13.43,0.25,0.06,0.25,0.63
2016,08I086705,08I086,GRACEMONT HIGH SCHOOL,58214.2,31975.45,0.06,0.18,0.38,0.594,0.13,0.75,0.12,32,4,43648.75,0.375,14.47,0.25,0.06,0.25,0.63
2014,54I054105,54I054,GRAHAM ELEMENTARY,51525,41795,0.09,0.2,0.31,0.81,0.11,0.71,0.18,48,3.92,40656.96,0.072,5.89,0.19,0.21,0.25,0.41
2015,54I054105,54I054,GRAHAM ELEMENTARY,56164.33,40131.38,0.06,0.23,0.4,0.857,0.11,0.72,0.17,49,3.88,37205.16,0.108,7.85,0.43,0.21,0.25,0.91
2016,54I054105,54I054,GRAHAM ELEMENTARY,59103.41,34704.92,0.06,0.24,0.42,0.824,0.09,0.75,0.16,51,4.69,37702.67,0.12,11.1,0.93,0.21,0.25,0.66
2014,54I054705,54I054,GRAHAM HIGH SCHOOL,51525,41795,0.09,0.2,0.31,0.85,0.11,0.71,0.18,46,4.34,43099.08,0.622,12.84,0.33,0.42,0.25,0.41
2015,54I054705,54I054,GRAHAM HIGH SCHOOL,56164.33,40131.38,0.06,0.23,0.4,0.818,0.11,0.72,0.17,55,4.92,43445.53,0.175,7.9,0.43,0.42,0.25,0.61
2016,54I054705,54I054,GRAHAM HIGH SCHOOL,59103.41,34704.92,0.06,0.24,0.42,0.781,0.09,0.75,0.16,64,4.97,49045.67,0.29,15.66,0.43,0.42,0.25,0.5
2014,26I001105,26I001,GRAND AVENUE ELEMENTARY,50432,33324,0.06,0.17,0.35,0.74,0.2,0.64,0.16,521,28.6,42320.7,0.175,11.21,3.1,1,2.6,2
2015,26I001105,26I001,GRAND AVENUE ELEMENTARY,52458.69,33845.36,0.06,0.18,0.33,0.806,0.2,0.63,0.17,542,29.37,41905.98,0.249,10.38,4,0.5,1.95,1.55
2016,26I001105,26I001,GRAND AVENUE ELEMENTARY,53210.11,35495.39,0.05,0.17,0.34,0.914,0.19,0.64,0.16,536,27.03,41670.77,0.225,10.56,3.17,1,1.66,1.67
2014,11C034105,11C034,GRAND VIEW ELEMENTARY,41194,22070,0.12,0.28,0.48,0.89,0.29,0.56,0.14,564,34.94,42688.34,0.139,10.74,2,0,2,1.9
2015,11C034105,11C034,GRAND VIEW ELEMENTARY,43308.81,20526.43,0.11,0.25,0.4,0.843,0.27,0.61,0.12,635,41.9,43978.61,0.228,12.16,3,0.5,1.5,2.76
2016,11C034105,11C034,GRAND VIEW ELEMENTARY,43887.25,21028.27,0.07,0.25,0.47,0.84,0.26,0.59,0.16,630,43.31,44065.06,0.22,14.58,2.87,0.5,2.63,2.63
2014,71I249105,71I249,GRANDFIELD ELEMENTARY,43488,25583,0.1,0.19,0.05,0.93,0.18,0.66,0.16,181,10.2,41073.41,0.18,9.76,1,0.2,0.32,0.33
2015,71I249105,71I249,GRANDFIELD ELEMENTARY,43711.34,27095.96,0.07,0.2,0.22,0.842,0.19,0.66,0.15,165,10.63,42506.45,0.247,12.11,1,0.09,0.67,0.5
2016,71I249105,71I249,GRANDFIELD ELEMENTARY,45514.44,26026.35,0.09,0.21,0.34,0.859,0.18,0.66,0.17,170,9.37,44358.77,0.266,14.04,0.44,0.1,0.83,0.5
2014,71I249715,71I249,GRANDFIELD HIGH SCHOOL,43488,25583,0.1,0.19,0.05,0.88,0.18,0.66,0.16,84,4.97,45231.54,0.355,3.7,1,0.2,0.23,1
2015,71I249715,71I249,GRANDFIELD HIGH SCHOOL,43711.34,27095.96,0.07,0.2,0.22,0.888,0.19,0.66,0.15,89,4.71,40950.57,0.478,4.49,1,0.26,0,0.53
2016,71I249715,71I249,GRANDFIELD HIGH SCHOOL,45514.44,26026.35,0.09,0.21,0.34,0.857,0.18,0.66,0.17,77,5.11,40393.81,0.367,6.03,0.44,0.31,0.5,0.8
2014,05I006115,05I006,GRANDVIEW 5TH/6TH GRADE CTR,64129,45990,0.04,0.15,0.45,0.54,0.17,0.66,0.17,311,18.86,44003.29,0.189,16.72,2,1,1,1
2015,05I006115,05I006,GRANDVIEW 5TH/6TH GRADE CTR,70729.71,47634.49,0.03,0.13,0.42,0.652,0.17,0.67,0.16,330,20.92,45104.89,0.215,19.44,2,1,1,1
2016,05I006115,05I006,GRANDVIEW 5TH/6TH GRADE CTR,70102.92,53130.32,0.04,0.13,0.41,0.54,0.18,0.65,0.17,328,18.74,45267.98,0.187,20.73,3,1,1,1
2014,69C082105,69C082,GRANDVIEW ELEMENTARY,59554,24346,0.02,0.11,0.26,0.68,0.1,0.76,0.14,161,7.36,43439.58,0.456,14.84,0,0,0.14,0.25
2015,69C082105,69C082,GRANDVIEW ELEMENTARY,57677.78,28152.59,0.03,0.15,0.24,0.669,0.08,0.75,0.17,154,6.5,43838.92,0.385,15.08,0,0,0,0.25
2016,69C082105,69C082,GRANDVIEW ELEMENTARY,59342.36,28523.61,0.06,0.14,0.17,0.582,0.09,0.76,0.15,141,5.5,45050.91,0.455,18.18,0,0,0,0.25
2014,28I003105,28I003,GRANITE ELEMENTARY,44946,32957,0.01,0.11,0.25,0.64,0.1,0.69,0.21,203,13.31,37749.14,0.238,15.44,0.5,0.5,0.31,0.5
2015,28I003105,28I003,GRANITE ELEMENTARY,48197.53,33438.33,0,0.12,0.25,0.58,0.1,0.7,0.2,207,12.71,40878.15,0.16,11.64,0.5,0.5,0.29,0.56
2016,28I003105,28I003,GRANITE ELEMENTARY,48355.76,34289.06,0.03,0.15,0.32,0.703,0.1,0.75,0.15,202,12.49,41239.64,0.166,17.28,0.57,0.48,0.29,0.56
2014,28I003715,28I003,GRANITE HIGH SCHOOL,44946,32957,0.01,0.11,0.25,0.45,0.1,0.69,0.21,65,8,45018.88,0.643,21.06,0.5,0.5,0.29,0.5
2015,28I003715,28I003,GRANITE HIGH SCHOOL,48197.53,33438.33,0,0.12,0.25,0.362,0.1,0.7,0.2,69,8.26,47442.06,0.542,20.6,0.5,0.57,0.29,0.56
2016,28I003715,28I003,GRANITE HIGH SCHOOL,48355.76,34289.06,0.03,0.15,0.32,0.507,0.1,0.75,0.15,77,9.27,42915.64,0.362,18.32,0.43,0.48,0.29,0.56
2014,12C003105,12C003,GRANT ELEMENTARY,40311,47042,0.08,0.27,0.39,1.02,0.12,0.63,0.25,179,10.8,43413.3,0.259,12.92,0.5,0,0.26,0.42
