,Year,SchoolCode,SchoolName,IndexScore,LetterGrade,AvgIncome,AvgPropValADM,Unemployment,PovertyRate,SingleParentFam,FRL,College,HighSchool,BelowHS,FallEnrollment,NonSpEdTeachers,AvgTeacherSalary,AdvancedDegrees,AvgYrsExperience,SpEdTeachersFTE,CounselorsFTE,OtherStaffFTE,AdministratorsFTE,Hispanic%,NativeAmerican%,Asian%,AfricanAmerican%,PacificIslander%,White%,TwoRaces%,Total
3044,2015,69I002510,COMANCHE MS,70.0,C,58526.5,30376.13,0.13,0.12,0.27,0.6940000000000001,0.14,0.72,0.14,235.0,14.57,43717.2,0.10800000000000001,20.89,2.29,0.54,0.29,1.0,0.0553,0.1702,0.0,0.0298,0.0043,0.7149,0.0255,235.0
3049,2014,56I004505,BEGGS MS,59.0,F,55870.0,23590.0,0.06,0.13,0.34,0.65,0.14,0.7,0.16,180.0,11.43,40038.93,0.213,6.83,0.43,0.5,0.57,0.93,0.0556,0.2611,0.0,0.0444,0.0,0.4056,0.2333,180.0
3053,2015,43I016500,MARIETTA MS,70.0,C,51749.93,27913.87,0.05,0.17,0.31,0.696,0.15,0.64,0.21,227.0,10.93,40085.45,0.28800000000000003,9.61,1.0,1.0,1.19,1.0,0.37,0.0925,0.0,0.0044,0.0,0.4537,0.0793,227.0
3054,2014,45I002505,MADILL MS,71.0,C,49913.0,33578.0,0.08,0.15,0.25,0.79,0.16,0.61,0.23,398.0,21.38,44591.35,0.35700000000000004,14.88,2.13,1.0,1.0,2.0,0.392,0.1106,0.0,0.0327,0.0,0.3844,0.0804,398.0
3057,2014,12I039510,HUGO MS,57.0,F,43356.0,24206.0,0.12,0.32,0.44,0.89,0.15,0.66,0.19,192.0,14.56,41129.64,0.01,10.77,2.58,1.0,0.43,1.0,0.0573,0.2969,0.0,0.3073,0.0,0.3333,0.0052,192.0
3058,2015,48I039610,WRIGHT CITY JHS,71.0,C,44381.79,8779.81,0.14,0.21,0.25,0.6559999999999999,0.09,0.7,0.21,61.0,4.57,42478.22,0.40700000000000003,14.39,0.14,0.29,0.71,0.43,0.0,0.5902,0.0,0.0,0.0164,0.3934,0.0,61.0
3059,2014,52I001605,PERRY JHS,74.0,C,53811.0,43741.0,0.07,0.16,0.23,0.5,0.23,0.64,0.13,175.0,10.19,41465.25,0.308,14.93,2.14,0.14,1.14,0.79,0.0686,0.1086,0.0057,0.0343,0.0114,0.7429,0.0286,175.0
3060,2015,55I012520,SUMMIT MS,87.0,B,100166.47,74593.66,0.04,0.08,0.2,0.273,0.51,0.45,0.04,1221.0,56.25,47528.69,0.262,11.99,8.03,3.0,4.0,4.0,0.1057,0.0197,0.1081,0.18100000000000002,0.0057,0.4832,0.0966,1221.0
3061,2014,49I019505,CHECOTAH MS,73.0,C,46109.0,33573.0,0.11,0.2,0.29,0.89,0.12,0.67,0.2,328.0,20.8,42836.96,0.268,14.15,1.43,1.0,1.56,1.29,0.0213,0.37200000000000005,0.003,0.0488,0.0,0.4909,0.064,328.0
3062,2014,51I020505,ALICE ROBERTSON JHS,62.0,D,45115.0,42486.0,0.09,0.29,0.47,0.79,0.18,0.65,0.17,721.0,38.71,45409.52,0.162,11.96,6.09,2.5,4.73,3.45,0.129,0.2316,0.0069,0.1956,0.0014,0.3051,0.1304,721.0
3065,2014,17I001505,WALTERS MS,74.0,C,55445.0,24268.0,0.06,0.13,0.28,0.58,0.16,0.72,0.12,165.0,9.21,37832.65,0.19399999999999998,12.5,0.71,0.43,0.29,0.71,0.0182,0.1939,0.0061,0.0242,0.0061,0.6727,0.0788,165.0
3066,2014,44I084510,CHAMBERLAIN MS,85.0,B,59187.0,47647.0,0.03,0.17,0.35,0.44,0.19,0.69,0.13,143.0,8.77,41472.01,0.332,12.45,2.0,0.43,0.21,0.86,0.0909,0.0769,0.0,0.013999999999999999,0.013999999999999999,0.7692,0.035,143.0
3067,2014,47I015610,PURCELL JHS,81.0,B,59001.0,25563.0,0.05,0.15,0.24,0.53,0.17,0.66,0.17,306.0,18.6,44243.13,0.233,15.64,2.5,0.83,1.01,1.0,0.1863,0.1275,0.0098,0.0131,0.0,0.585,0.0784,306.0
3068,2014,72I006500,COLLINSVILLE MS,83.0,B,69843.0,27504.0,0.05,0.06,0.2,0.38,0.24,0.69,0.07,585.0,32.33,41574.42,0.18,14.67,3.83,2.0,1.33,2.0,0.0427,0.2632,0.0427,0.0,0.0,0.506,0.1453,585.0
3070,2015,51I020505,ALICE ROBERTSON JHS,55.0,F,47777.43,43516.3,0.09,0.27,0.45,0.8190000000000001,0.19,0.65,0.16,656.0,38.11,47074.34,0.244,13.31,6.12,2.0,4.01,4.0,0.1418,0.221,0.0061,0.1982,0.0,0.2957,0.1372,656.0
3071,2015,64I013510,OBUCH MS,62.0,D,46441.22,19830.47,0.12,0.33,0.44,0.6920000000000001,0.13,0.66,0.21,224.0,15.5,43800.19,0.19399999999999998,12.2,2.0,1.0,0.21,2.0,0.057999999999999996,0.2143,0.0,0.0,0.0,0.4866,0.2411,224.0
3072,2015,55I006505,DEER CREEK MS,89.0,B,148293.37,63737.55,0.05,0.04,0.11,0.105,0.6,0.38,0.02,791.0,40.54,46087.5,0.33,11.42,5.0,2.0,4.0,3.0,0.0544,0.0455,0.0556,0.048,0.0038,0.7649,0.0278,791.0
3073,2015,67I004510,KONAWA MS,66.0,D,49589.17,67238.24,0.05,0.18,0.29,0.7509999999999999,0.14,0.7,0.16,173.0,11.14,39986.9,0.154,10.59,2.0,0.57,0.43,1.0,0.0116,0.3988,0.0,0.0289,0.0,0.5434,0.0173,173.0
3074,2015,55I012525,CENTRAL MS,84.0,B,100166.47,74593.66,0.04,0.08,0.2,0.546,0.51,0.45,0.04,842.0,44.35,47124.57,0.222,10.92,8.0,3.0,5.5,4.0,0.1746,0.019,0.0344,0.1354,0.0036,0.557,0.076,842.0
3079,2014,26I128615,AMBER-POCASSET JHS,90.0,A,68700.0,65984.0,0.04,0.1,0.18,0.46,0.21,0.63,0.17,131.0,5.87,41771.29,0.026000000000000002,13.26,0.26,0.78,0.29,0.5,0.0229,0.0458,0.0,0.0,0.0,0.8779,0.0534,131.0
3082,2014,48I039610,WRIGHT CITY JHS,76.0,C,49883.0,8680.0,0.16,0.16,0.22,0.64,0.08,0.7,0.21,59.0,3.29,43400.73,0.43799999999999994,12.88,0.28,0.14,0.71,0.28,0.0,0.4915,0.0,0.0339,0.0339,0.4407,0.0,59.0
3084,2014,53I040505,NOWATA MS,61.0,D,45321.0,28142.0,0.11,0.2,0.35,0.76,0.17,0.67,0.15,199.0,14.98,43816.41,0.156,11.42,1.67,0.5,1.5,2.0,0.0352,0.4774,0.0,0.0553,0.0101,0.4121,0.0101,199.0
3086,2014,12I001515,BOSWELL MS,86.0,B,42331.0,20730.0,0.1,0.22,0.38,0.83,0.14,0.65,0.22,42.0,2.99,40946.49,0.175,12.21,0.33,0.33,0.15,0.33,0.0476,0.3571,0.0,0.0476,0.0,0.5476,0.0,42.0
3088,2015,37I105610,OKARCHE JHS,84.0,B,88833.66,117881.41,0.0,0.08,0.09,0.247,0.24,0.67,0.09,77.0,4.52,40862.96,0.221,16.58,0.5,0.14,0.29,0.0,0.0519,0.013000000000000001,0.0,0.0,0.0,0.9221,0.013000000000000001,77.0
3090,2014,59I001505,PAWNEE MS,69.0,D,49597.0,32615.0,0.07,0.14,0.28,0.71,0.22,0.67,0.1,160.0,11.3,47696.21,0.158,13.67,1.0,0.5,0.32,1.0,0.0188,0.3563,0.0,0.0125,0.0063,0.5813,0.025,160.0
3091,2014,63I002510,DALE MS,87.0,B,60235.0,21492.0,0.07,0.19,0.47,0.34,0.21,0.67,0.12,182.0,9.18,48526.76,0.426,17.45,1.0,0.5,1.39,0.5,0.0275,0.2308,0.0,0.022000000000000002,0.0,0.7198,0.0,182.0
3092,2015,11I035520,TAHLEQUAH MS,75.0,C,46941.97,24597.88,0.08,0.29,0.49,0.772,0.29,0.56,0.15,600.0,36.2,43871.12,0.201,12.01,5.0,2.59,4.08,3.0,0.165,0.4783,0.015,0.0183,0.0,0.2783,0.045,600.0
3093,2015,73I017610,COWETA JHS,79.0,C,70034.4,28506.9,0.05,0.11,0.3,0.43200000000000005,0.2,0.68,0.12,509.0,24.91,43043.11,0.096,10.88,3.0,1.19,2.92,2.0,0.0472,0.2495,0.0059,0.0511,0.0,0.6464,0.0,509.0
3095,2015,05I031505,SAYRE MS,63.0,D,58940.33,114268.53,0.02,0.19,0.37,0.5329999999999999,0.15,0.64,0.2,169.0,9.66,44169.18,0.35200000000000004,13.52,0.86,0.44,0.33,1.0,0.1183,0.0178,0.0059,0.0118,0.0,0.7574,0.0888,169.0
3096,2014,41I103505,PRAGUE MS,80.0,B,64962.0,27455.0,0.06,0.11,0.21,0.64,0.13,0.74,0.13,236.0,14.08,42932.15,0.195,14.56,1.03,0.55,2.31,1.0,0.0508,0.1017,0.0,0.0466,0.0042,0.6568,0.1398,236.0
3097,2015,44I084510,CHAMBERLAIN MS,87.0,B,57921.89,50875.47,0.03,0.21,0.29,0.45799999999999996,0.17,0.69,0.14,153.0,10.77,50132.67,0.47,16.21,1.57,0.43,0.21,0.86,0.1046,0.0719,0.0,0.0065,0.0131,0.7778,0.0261,153.0
3098,2015,55I089521,NORTHEAST MS,47.0,F,53011.22,49735.22,0.08,0.27,0.47,0.852,0.22,0.55,0.22,155.0,8.88,51867.31,0.418,9.24,0.5,0.5,0.8,0.33,0.0516,0.0194,0.0129,0.8645,0.0,0.0323,0.0194,155.0
3099,2015,62I030515,MCLISH MS,68.0,D,50709.49,67910.19,0.07,0.2,0.35,0.75,0.22,0.65,0.13,140.0,6.12,43380.29,0.883,14.53,1.14,0.1,0.45,1.14,0.0357,0.4214,0.0071,0.0143,0.0,0.5214,0.0,140.0
3101,2014,11I035515,TAHLEQUAH MS,71.0,C,43700.0,24394.0,0.08,0.3,0.49,0.74,0.29,0.55,0.16,862.0,47.21,43157.23,0.23199999999999998,11.42,6.67,2.98,3.83,3.0,0.1624,0.4977,0.0093,0.0197,0.0,0.2599,0.051,862.0
3103,2015,46I032505,CHOUTEAU-MAZIE MS,77.0,C,52933.2,52249.61,0.07,0.25,0.32,0.909,0.15,0.67,0.17,153.0,11.45,44391.6,0.025,10.33,2.57,1.0,1.07,1.0,0.0065,0.2614,0.0065,0.0065,0.0,0.4967,0.2222,153.0
3106,2014,16I009615,FLETCHER JHS,79.0,C,62164.0,30216.0,0.11,0.14,0.25,0.58,0.2,0.69,0.11,66.0,5.48,43990.87,0.261,12.67,0.5,0.33,0.33,0.43,0.1364,0.0909,0.0152,0.0,0.0,0.6970000000000001,0.0606,66.0
3107,2015,13I002505,BOISE CITY JHS,74.0,C,59367.57,131022.33,0.03,0.25,0.44,0.762,0.15,0.68,0.16,42.0,2.88,44996.18,0.22699999999999998,13.54,0.11,0.0,0.15,0.2,0.5476,0.0,0.0,0.0238,0.0,0.4286,0.0,42.0
3108,2015,46I002505,ADAIR MS,75.0,C,58952.16,26003.38,0.07,0.16,0.31,0.516,0.17,0.7,0.13,215.0,13.58,41372.68,0.092,14.07,1.5,0.6,0.32,1.0,0.0326,0.3953,0.0,0.013999999999999999,0.0,0.5395,0.0186,215.0
3109,2015,48I011505,VALLIANT MS,72.0,C,51808.87,67887.36,0.12,0.25,0.34,0.8009999999999999,0.13,0.67,0.2,196.0,14.7,46846.26,0.262,16.21,1.0,1.0,0.34,0.57,0.0051,0.2092,0.0,0.0561,0.0,0.6327,0.0969,196.0
3111,2014,60I056510,PERKINS-TRYON MS,75.0,C,55928.0,33900.0,0.05,0.2,0.33,0.42,0.23,0.63,0.14,296.0,21.27,43621.06,0.205,13.89,3.36,0.86,0.64,1.87,0.0473,0.1723,0.0,0.0372,0.0,0.7432,0.0,296.0
3112,2014,60I016505,STILLWATER MS,86.0,B,51532.0,58101.0,0.06,0.31,0.31,0.46,0.48,0.46,0.06,845.0,41.66,45252.95,0.556,11.89,7.88,2.0,2.75,2.25,0.0734,0.0497,0.0343,0.0497,0.0,0.6698,0.1231,845.0
3113,2015,60I016505,STILLWATER MS,85.0,B,53212.86,59308.01,0.06,0.3,0.29,0.44799999999999995,0.48,0.47,0.06,866.0,43.38,44741.94,0.428,10.38,8.0,2.0,4.48,2.25,0.0762,0.0485,0.0358,0.0427,0.0,0.6582,0.1386,866.0
3116,2015,53I040505,NOWATA MS,65.0,D,46670.81,29384.05,0.08,0.19,0.35,0.838,0.15,0.69,0.16,210.0,13.55,43432.58,0.165,10.81,1.45,0.5,0.75,2.0,0.0333,0.4619,0.0,0.0524,0.0048,0.4476,0.0,210.0
3117,2015,56I002505,HENRYETTA MS,60.0,D,49256.65,22826.98,0.11,0.22,0.34,0.71,0.12,0.75,0.13,262.0,15.29,44481.29,0.019,17.51,2.57,1.0,1.5,1.0,0.0344,0.2557,0.0,0.0191,0.0,0.5496,0.1412,262.0
3118,2014,72I001667,TULSA MET JHS,32.0,F,56448.0,56175.0,0.09,0.23,0.48,1.21,0.25,0.59,0.15,52.0,6.42,47245.36,0.221,7.78,0.5,0.23,0.67,1.0,0.1538,0.1346,0.0,0.2308,0.0,0.3654,0.1154,52.0
3119,2014,48I011505,VALLIANT MS,70.0,C,45603.0,64573.0,0.16,0.27,0.31,0.79,0.11,0.68,0.2,220.0,14.57,45985.31,0.255,15.54,1.0,1.0,0.34,1.0,0.0136,0.2591,0.0091,0.05,0.0,0.6682,0.0,220.0
3123,2015,45I002505,MADILL MS,72.0,C,52774.26,35361.07,0.07,0.14,0.26,0.767,0.15,0.63,0.22,356.0,22.38,45185.83,0.34600000000000003,15.14,2.0,1.0,0.63,2.0,0.4326,0.1264,0.0028,0.013999999999999999,0.0,0.3624,0.0618,356.0
3124,2014,48I074505,RECTOR JOHNSON MS,73.0,C,43419.0,25823.0,0.08,0.25,0.37,0.81,0.14,0.69,0.18,320.0,22.21,43692.99,0.174,15.06,3.14,0.57,4.29,1.87,0.0969,0.3281,0.0063,0.0781,0.0313,0.4594,0.0,320.0
3126,2014,08I064610,CYRIL JHS,71.0,C,44323.0,23210.0,0.08,0.11,0.24,0.64,0.12,0.79,0.1,52.0,3.11,40144.83,0.081,13.65,0.0,0.29,0.57,0.0,0.0962,0.2692,0.0,0.0192,0.0,0.5962,0.0192,52.0
3127,2014,47I029510,BLANCHARD MS,93.0,A,72847.0,26071.0,0.07,0.12,0.2,0.45,0.23,0.7,0.07,385.0,18.84,41877.27,0.20600000000000002,12.28,2.38,1.0,1.05,1.0,0.0416,0.1481,0.0104,0.0078,0.0,0.7792,0.013000000000000001,385.0
3128,2015,56I004505,BEGGS MS,58.0,F,59564.94,25058.72,0.04,0.12,0.32,0.685,0.13,0.71,0.15,359.0,18.64,40458.67,0.16899999999999998,9.05,1.0,1.5,1.07,1.0,0.0474,0.2061,0.0,0.0696,0.0,0.4652,0.2117,359.0
3134,2015,40I026615,BOKOSHE JHS,53.0,F,44650.8,25301.64,0.17,0.32,0.39,1.0,0.09,0.76,0.16,48.0,3.43,42521.14,0.292,15.25,0.29,0.29,0.14,0.43,0.0625,0.1875,0.0,0.0417,0.0,0.625,0.0833,48.0
3135,2014,72I001662,MCLAIN JHS,33.0,F,56448.0,56175.0,0.09,0.23,0.48,1.11,0.25,0.59,0.15,427.0,22.41,40186.39,0.14800000000000002,4.11,7.43,3.0,2.27,4.44,0.1429,0.0632,0.0023,0.6347,0.0023,0.10300000000000001,0.0515,427.0
3138,2015,07I004505,COLBERT MS,84.0,B,48406.96,24014.91,0.12,0.18,0.32,0.7170000000000001,0.13,0.67,0.2,113.0,9.14,43007.0,0.375,12.58,1.0,0.72,0.43,0.57,0.0531,0.3894,0.0,0.0354,0.0088,0.4779,0.0354,113.0
3143,2014,66I005515,INOLA MS,78.0,C,65964.0,26091.0,0.05,0.08,0.28,0.55,0.17,0.72,0.12,391.0,21.49,44369.41,0.215,17.48,3.55,1.0,0.5,2.0,0.0563,0.266,0.0153,0.0179,0.0026,0.6266,0.0153,391.0
3145,2014,74I018510,CANEY VALLEY MS,75.0,C,64290.0,41525.0,0.1,0.11,0.22,0.61,0.16,0.69,0.14,164.0,10.35,44658.55,0.138,16.13,0.29,0.29,0.26,1.0,0.0244,0.37799999999999995,0.0122,0.0,0.0061,0.5427,0.0366,164.0
3148,2014,46I032505,CHOUTEAU-MAZIE MS,76.0,C,53154.0,47279.0,0.08,0.22,0.33,0.79,0.15,0.66,0.18,150.0,11.14,43442.61,0.013000000000000001,11.56,2.57,0.86,1.19,1.0,0.0333,0.14,0.0,0.0067,0.0,0.5133,0.3067,150.0
3150,2014,56I002505,HENRYETTA MS,62.0,D,50876.0,22024.0,0.08,0.23,0.38,0.71,0.12,0.72,0.16,276.0,14.14,42971.29,0.162,13.69,4.29,1.0,1.5,1.0,0.028999999999999998,0.2645,0.0036,0.0145,0.0,0.5942,0.0942,276.0
3153,2015,06I080500,GEARY MS,61.0,D,58442.61,105469.32,0.07,0.21,0.39,0.8,0.2,0.66,0.14,75.0,5.59,43524.25,0.136,8.25,0.08,0.33,0.66,1.0,0.1333,0.3733,0.0,0.0267,0.0,0.4667,0.0,75.0
3154,2015,08I033510,CARNEGIE MS,66.0,D,45130.98,30299.71,0.09,0.23,0.34,0.815,0.14,0.69,0.17,135.0,5.86,44881.51,0.561,14.51,1.0,0.44,1.76,0.43,0.1704,0.4148,0.0,0.0074,0.0,0.3481,0.0593,135.0
3156,2014,43I016500,MARIETTA MS,73.0,C,49097.0,25518.0,0.06,0.2,0.41,0.7,0.15,0.65,0.2,212.0,11.64,41444.29,0.301,9.91,1.0,1.0,0.33,1.0,0.3774,0.066,0.0,0.0047,0.0,0.4623,0.0896,212.0
3157,2014,57I038505,HOMINY MS,56.0,F,52105.0,26892.0,0.09,0.24,0.59,0.74,0.15,0.69,0.17,133.0,5.93,40584.15,0.07200000000000001,16.52,0.86,0.0,0.14,0.29,0.0301,0.5113,0.0,0.0451,0.0,0.406,0.0075,133.0
3158,2014,07I004505,COLBERT MS,66.0,D,46995.0,21577.0,0.12,0.21,0.39,0.72,0.14,0.65,0.21,122.0,8.04,43173.1,0.52,16.23,1.0,0.43,0.57,0.57,0.0574,0.4016,0.0,0.0328,0.0082,0.4836,0.0164,122.0
3160,2015,62I016610,BYNG JHS,76.0,C,60865.92,29118.88,0.04,0.14,0.43,0.574,0.28,0.58,0.14,347.0,21.66,43312.26,0.441,12.96,5.51,1.0,0.84,2.03,0.0317,0.3862,0.0,0.0202,0.0,0.4438,0.1182,347.0
3163,2014,06I080615,GEARY JHS,65.0,D,58544.0,98216.0,0.07,0.24,0.46,0.84,0.17,0.7,0.13,51.0,3.9,44014.88,0.262,10.84,0.5,0.4,0.21,0.5,0.1373,0.3529,0.0,0.0392,0.0,0.4706,0.0,51.0
3165,2014,16I008530,MACARTHUR MS,81.0,B,54385.0,28862.0,0.1,0.19,0.48,0.48,0.19,0.69,0.12,736.0,36.69,46758.16,0.42200000000000004,15.71,14.39,3.0,1.5,3.92,0.1372,0.0489,0.0204,0.2731,0.0095,0.4688,0.0421,736.0
3166,2015,53I003505,OKLAHOMA UNION MS,70.0,C,53558.93,28544.81,0.1,0.16,0.33,0.603,0.09,0.73,0.18,161.0,10.37,47684.18,0.244,14.76,1.0,0.5,0.33,1.0,0.0124,0.2174,0.0062,0.0,0.0,0.5776,0.1863,161.0
3168,2015,62I024510,LATTA MS,74.0,C,60358.31,28647.96,0.05,0.15,0.3,0.508,0.28,0.65,0.07,179.0,10.0,44885.69,0.214,16.97,1.71,0.57,0.72,1.29,0.0838,0.3128,0.0056,0.0056,0.0,0.4413,0.1508,179.0
3169,2015,60I056510,PERKINS-TRYON MS,71.0,C,56037.59,36465.97,0.04,0.21,0.31,0.426,0.23,0.65,0.12,331.0,20.49,44138.67,0.22,14.35,2.5,0.87,0.64,1.87,0.0302,0.1722,0.0,0.0363,0.003,0.7583,0.0,331.0
3170,2015,54I031610,WELEETKA JHS,63.0,D,45600.71,35852.17,0.1,0.27,0.37,0.787,0.1,0.71,0.19,89.0,4.43,39600.36,0.161,6.74,0.79,0.29,0.24,0.43,0.0674,0.2921,0.0,0.0112,0.0,0.4382,0.191,89.0
3171,2014,07I001610,SILO JHS,75.0,C,62277.0,52659.0,0.04,0.11,0.34,0.84,0.27,0.61,0.12,121.0,7.93,48770.36,0.34700000000000003,9.91,1.5,0.37,0.33,1.0,0.0248,0.2314,0.0,0.0,0.0,0.6364,0.1074,121.0
3172,2015,07I001610,SILO JHS,68.0,D,64872.11,55477.39,0.03,0.11,0.29,0.759,0.27,0.63,0.1,112.0,7.95,42824.78,0.157,6.69,1.0,0.37,0.33,1.25,0.0625,0.2946,0.0,0.0,0.0,0.5625,0.0804,112.0
3174,2015,14I057510,LEXINGTON MS,64.0,D,57725.8,16787.53,0.08,0.15,0.17,0.642,0.08,0.71,0.21,176.0,10.85,44453.73,0.221,9.22,1.5,0.54,0.33,0.34,0.0852,0.1023,0.0057,0.0114,0.0,0.767,0.0284,176.0
3175,2015,16I009615,FLETCHER JHS,66.0,D,64220.32,31116.29,0.14,0.18,0.27,0.523,0.16,0.72,0.12,65.0,4.72,42511.66,0.33299999999999996,14.3,0.5,0.33,0.0,0.5,0.0923,0.0462,0.0308,0.0154,0.0,0.8,0.0154,65.0
3176,2014,16I008540,TOMLINSON MS,72.0,C,54385.0,28862.0,0.1,0.19,0.48,0.79,0.19,0.69,0.12,725.0,42.63,43909.44,0.261,12.95,18.0,3.0,1.0,4.0,0.1697,0.0552,0.0207,0.3131,0.0014,0.4,0.04,725.0
3178,2014,37I105610,OKARCHE JHS,83.0,B,85061.0,114154.0,0.0,0.09,0.09,0.22,0.27,0.64,0.09,79.0,4.54,39812.47,0.28300000000000003,14.34,0.0,0.14,0.14,0.0,0.038,0.038,0.0,0.0,0.0,0.9241,0.0,79.0
3180,2015,47I029510,BLANCHARD MS,84.0,B,70686.2,26985.36,0.06,0.12,0.2,0.48200000000000004,0.23,0.69,0.08,417.0,19.81,42359.14,0.22,12.14,2.29,1.0,0.98,1.0,0.0647,0.1439,0.0144,0.012,0.0024,0.7458,0.0168,417.0
3183,2015,66I005515,INOLA MS,74.0,C,65195.18,27510.23,0.05,0.09,0.29,0.522,0.15,0.73,0.11,389.0,21.66,45198.76,0.22399999999999998,16.9,3.96,1.0,0.5,1.0,0.0463,0.2416,0.0257,0.0231,0.0026,0.6504,0.0103,389.0
3184,2014,67I004510,KONAWA MS,69.0,D,48117.0,65366.0,0.04,0.18,0.32,0.72,0.14,0.71,0.16,171.0,10.03,43844.05,0.259,12.78,0.57,0.57,0.43,0.86,0.0175,0.4035,0.0058,0.0234,0.0,0.5205,0.0292,171.0
3187,2015,47I002515,DIBBLE MS,73.0,C,55342.39,21539.19,0.02,0.12,0.35,0.604,0.1,0.7,0.2,149.0,10.8,41691.97,0.039,12.55,0.89,0.43,0.29,1.0,0.1611,0.0604,0.0,0.0201,0.0,0.5906,0.1678,149.0
3188,2014,62I016610,BYNG JHS,84.0,B,66481.0,25151.0,0.04,0.13,0.46,0.6,0.29,0.58,0.13,337.0,21.35,44016.82,0.441,14.73,5.17,1.0,0.99,2.75,0.0415,0.4184,0.0,0.0119,0.0,0.4599,0.0682,337.0
3191,2015,26I051610,NINNEKAH JHS,62.0,D,66385.83,50698.28,0.04,0.15,0.35,0.737,0.12,0.73,0.15,76.0,4.0,48621.84,0.5,15.89,0.29,0.29,0.57,0.86,0.0921,0.1184,0.0,0.0,0.0,0.7368,0.0526,76.0
3192,2014,36I087505,TONKAWA MS,75.0,C,53510.0,36686.0,0.06,0.18,0.35,0.57,0.21,0.63,0.16,155.0,9.63,45275.82,0.385,13.29,1.0,0.49,0.53,1.0,0.071,0.2645,0.0,0.0,0.0,0.6581,0.0065,155.0
3194,2014,08I056505,APACHE MS,63.0,D,54684.0,45123.0,0.13,0.13,0.28,0.72,0.15,0.73,0.12,141.0,9.0,43446.33,0.365,21.56,1.0,0.29,0.14,0.5,0.0851,0.3759,0.0,0.0142,0.0,0.3972,0.1277,141.0
3195,2014,18I017515,WELCH MS,75.0,C,56436.0,40712.0,0.04,0.13,0.25,0.57,0.11,0.77,0.12,82.0,6.8,42480.74,0.10300000000000001,12.88,0.86,0.14,0.14,0.0,0.0366,0.3537,0.0,0.0,0.0,0.5,0.1098,82.0
3197,2014,51I003505,FORT GIBSON MS,91.0,A,63620.0,66369.0,0.07,0.14,0.29,0.47,0.22,0.71,0.06,400.0,21.2,44733.3,0.226,12.2,4.0,0.83,1.0,2.0,0.0425,0.48,0.005,0.0175,0.0,0.4375,0.0175,400.0
3199,2014,64I001610,RATTAN JHS,89.0,B,45753.0,12741.0,0.14,0.21,0.38,0.62,0.15,0.72,0.13,84.0,5.88,44850.77,0.35100000000000003,18.0,0.57,0.21,0.24,0.53,0.0238,0.4643,0.0,0.0,0.0,0.4643,0.0476,84.0
3202,2015,70I008610,CENTRAL JHS,60.0,D,65265.77,43693.4,0.06,0.09,0.31,0.7140000000000001,0.17,0.48,0.34,398.0,24.89,42914.88,0.126,6.38,1.29,1.0,0.43,2.5,0.6734,0.0,0.0352,0.0251,0.0025,0.2638,0.0,398.0
3203,2014,16I008545,EISENHOWER MS,73.0,C,54385.0,28862.0,0.1,0.19,0.48,0.61,0.19,0.69,0.12,909.0,48.91,46597.51,0.384,15.46,15.0,3.0,2.5,4.09,0.154,0.0759,0.0209,0.319,0.0011,0.3883,0.0407,909.0
3204,2014,03I015505,MCCALL MS,55.0,F,41398.0,34343.0,0.11,0.34,0.64,0.72,0.14,0.66,0.2,181.0,12.27,43109.81,0.36200000000000004,12.56,2.0,0.0,0.5,1.0,0.0829,0.2762,0.0166,0.105,0.0,0.5138,0.0055,181.0
3205,2015,01I011610,WESTVILLE JHS,63.0,D,45205.7,21682.75,0.1,0.24,0.29,0.762,0.13,0.62,0.25,172.0,13.24,43596.62,0.252,13.4,1.0,0.83,1.33,1.0,0.064,0.4651,0.0233,0.0,0.0,0.3488,0.0988,172.0
3206,2014,02I046510,CHEROKEE MS,71.0,C,61271.0,94656.0,0.06,0.12,0.23,0.42,0.29,0.62,0.1,66.0,4.25,43648.64,0.067,11.56,1.0,0.0,1.05,0.57,0.0758,0.0909,0.0,0.0,0.0,0.8029999999999999,0.0303,66.0
3211,2014,21I003505,KANSAS MS,67.0,D,49160.0,14276.0,0.09,0.18,0.23,0.83,0.1,0.76,0.14,190.0,12.57,38980.2,0.136,15.26,2.29,1.0,0.5,1.0,0.0316,0.6105,0.0105,0.0053,0.0053,0.3263,0.0105,190.0
3216,2014,59I006505,CLEVELAND MS,70.0,C,56843.0,27194.0,0.09,0.12,0.34,0.7,0.16,0.7,0.14,380.0,23.34,45460.34,0.3,11.78,3.0,0.83,1.06,2.0,0.0289,0.2053,0.0053,0.0079,0.0026,0.7395,0.0105,380.0
3217,2014,62I024510,LATTA MS,74.0,C,60199.0,26847.0,0.04,0.14,0.29,0.48,0.3,0.63,0.06,198.0,10.28,45477.25,0.306,17.46,2.0,0.57,0.86,1.29,0.0556,0.3283,0.0051,0.0051,0.0,0.4596,0.1465,198.0
3218,2015,74I018510,CANEY VALLEY MS,63.0,D,70175.01,42599.51,0.09,0.12,0.21,0.631,0.17,0.71,0.12,149.0,9.92,43250.13,0.245,15.32,0.88,0.34,0.22,1.0,0.0134,0.4497,0.0268,0.0067,0.0067,0.4631,0.0336,149.0
3219,2014,14I057605,LEXINGTON JHS,70.0,C,52519.0,16934.0,0.08,0.14,0.21,0.61,0.08,0.7,0.22,233.0,9.99,42488.54,0.132,10.6,1.63,0.24,0.33,1.0,0.0773,0.1116,0.0043,0.0,0.0,0.7725,0.0343,233.0
