,Year,SchoolCode,SchoolName,IndexScore,LetterGrade,AvgIncome,AvgPropValADM,Unemployment,PovertyRate,SingleParentFam,FRL,College,HighSchool,BelowHS,FallEnrollment,NonSpEdTeachers,AvgTeacherSalary,AdvancedDegrees,AvgYrsExperience,SpEdTeachersFTE,CounselorsFTE,OtherStaffFTE,AdministratorsFTE,Hispanic%,NativeAmerican%,Asian%,AfricanAmerican%,PacificIslander%,White%,TwoRaces%,Total
2889,2015,16I001505,CACHE MS,84.0,B,88895.64,59662.95,0.07,0.15,0.28,0.381,0.26,0.68,0.06,273.0,12.51,42781.45,0.209,6.79,2.76,0.47,1.54,1.0,0.1026,0.1392,0.0073,0.0952,0.0037,0.6154,0.0366,273.0
2890,2015,35I020505,TISHOMINGO MS,67.0,D,45968.24,27520.51,0.08,0.23,0.55,0.654,0.19,0.64,0.18,266.0,18.59,42863.27,0.35700000000000004,12.72,2.0,1.0,1.0,1.0,0.0489,0.2857,0.0,0.0188,0.0,0.5639,0.0827,266.0
2891,2014,55I012520,SUMMIT MS,87.0,B,98360.0,71296.0,0.04,0.08,0.2,0.28,0.51,0.45,0.04,1190.0,56.53,47609.48,0.268,11.91,7.8,3.0,3.32,3.99,0.0899,0.0202,0.1067,0.2067,0.0017,0.4924,0.0824,1190.0
2892,2015,60I067505,CUSHING MS,80.0,B,55779.79,129653.91,0.09,0.17,0.33,0.634,0.14,0.66,0.2,369.0,21.31,44537.47,0.275,12.46,4.0,1.0,3.0,2.0,0.0352,0.1626,0.0108,0.0325,0.0,0.6477,0.1111,369.0
2893,2014,71I158505,FREDERICK MS,71.0,C,42893.0,24317.0,0.1,0.2,0.35,0.76,0.15,0.6,0.25,170.0,13.14,43525.42,0.196,14.91,1.0,0.5,0.5,1.0,0.4588,0.0235,0.0,0.0765,0.0,0.4412,0.0,170.0
2894,2014,76I001505,ALVA MS,79.0,C,62215.0,117920.0,0.04,0.17,0.25,0.57,0.29,0.6,0.11,216.0,16.14,42787.9,0.44299999999999995,12.05,1.99,1.0,0.91,1.0,0.0926,0.0556,0.0093,0.0417,0.0046,0.787,0.0093,216.0
2895,2014,77I001505,WOODWARD MS,77.0,C,65339.0,51242.0,0.04,0.17,0.26,0.62,0.18,0.69,0.13,620.0,34.09,42130.25,0.231,11.24,4.71,1.0,1.77,3.0,0.2129,0.0468,0.0048,0.0065,0.0,0.7145,0.0145,620.0
2896,2015,67I001505,SEMINOLE MS,73.0,C,48820.44,29050.33,0.1,0.24,0.42,0.667,0.14,0.68,0.18,258.0,14.19,43877.19,0.141,14.17,2.75,0.99,1.0,1.0,0.0891,0.2248,0.0039,0.0194,0.0,0.4961,0.1667,258.0
2897,2014,55I041610,WESTERN HEIGHTS 9TH GRADE CTR,72.0,C,42246.0,87051.0,0.08,0.24,0.45,0.89,0.1,0.71,0.19,243.0,12.66,42305.92,0.387,8.85,1.25,0.86,0.95,1.0,0.3374,0.0658,0.0206,0.1934,0.0041,0.3251,0.0535,243.0
2898,2015,16I008530,MACARTHUR MS,77.0,C,55193.79,29845.71,0.1,0.2,0.47,0.489,0.2,0.69,0.11,730.0,36.46,46435.84,0.34700000000000003,14.56,15.39,3.0,1.5,3.43,0.1384,0.0548,0.0178,0.2466,0.0082,0.4808,0.0534,730.0
2901,2015,63I092505,TECUMSEH MS,75.0,C,59431.34,14123.44,0.08,0.14,0.32,0.6829999999999999,0.14,0.76,0.1,476.0,29.13,42190.62,0.23199999999999998,12.42,3.15,1.29,1.13,2.12,0.0756,0.2647,0.0042,0.021,0.0,0.5504,0.084,476.0
2902,2015,69I021605,EMPIRE JHS,65.0,D,71506.23,28078.0,0.04,0.11,0.23,0.574,0.15,0.76,0.09,61.0,5.0,42380.52,0.2,12.03,0.14,0.29,0.81,0.43,0.1311,0.0328,0.0,0.0,0.0,0.8197,0.0164,61.0
2903,2014,72I013505,GLENPOOL MS,74.0,C,66173.0,28115.0,0.08,0.1,0.3,0.52,0.21,0.7,0.09,557.0,30.84,45565.06,0.222,14.67,5.47,1.16,2.91,2.0,0.0844,0.1167,0.0126,0.0251,0.0,0.4955,0.2657,557.0
2905,2014,14I029502,LONGFELLOW MS,85.0,B,69395.0,55637.0,0.06,0.18,0.32,0.57,0.44,0.49,0.07,693.0,35.79,46637.76,0.275,12.35,7.7,3.0,2.5,3.0,0.0981,0.0635,0.0159,0.0519,0.0,0.6768,0.0938,693.0
2906,2014,24I057510,LONGFELLOW MS,53.0,F,56810.0,33323.0,0.06,0.16,0.35,0.98,0.22,0.63,0.15,463.0,23.43,43985.75,0.387,10.16,3.52,1.92,1.89,2.0,0.3261,0.0324,0.0086,0.0497,0.162,0.3607,0.0605,463.0
2907,2015,49I001505,EUFAULA MS,74.0,C,47368.32,38633.09,0.08,0.21,0.41,0.75,0.14,0.73,0.13,272.0,15.99,43319.13,0.259,12.56,1.86,1.0,1.3,1.0,0.011000000000000001,0.4265,0.0037,0.0551,0.0,0.4816,0.0221,272.0
2909,2014,19I003500,MANNFORD MS,85.0,B,59539.0,24095.0,0.06,0.12,0.29,0.68,0.13,0.73,0.14,323.0,18.56,41697.18,0.13,11.06,3.0,0.75,0.5,2.0,0.0372,0.1641,0.0062,0.0031,0.0,0.7214,0.0681,323.0
2910,2014,20I099505,CLINTON MS,85.0,B,63480.0,32509.0,0.04,0.18,0.41,0.83,0.21,0.56,0.23,320.0,16.85,42722.7,0.19899999999999998,12.23,2.97,1.0,1.3,2.0,0.4406,0.0781,0.0094,0.025,0.0031,0.3969,0.0469,320.0
2914,2015,11I016615,HULBERT JR-SR HS (JR),76.0,C,48995.46,20724.46,0.08,0.15,0.35,0.7979999999999999,0.18,0.69,0.13,94.0,2.64,42787.5,0.053,15.33,0.0,0.5,0.33,0.5,0.0745,0.5957,0.0,0.0106,0.0,0.2553,0.0638,94.0
2920,2014,05I006610,8TH AND 9TH GRADE CTR,84.0,B,64129.0,45990.0,0.04,0.15,0.45,0.49,0.17,0.66,0.17,492.0,27.14,42942.12,0.07400000000000001,11.4,4.21,2.0,3.29,4.0,0.1911,0.063,0.0081,0.0447,0.0,0.6646,0.0285,492.0
2921,2015,19I031505,KELLYVILLE MS,69.0,D,60747.88,29917.37,0.06,0.16,0.29,0.657,0.09,0.73,0.18,166.0,10.33,43275.53,0.151,13.66,0.67,0.31,0.57,0.7,0.0602,0.1446,0.006,0.006,0.0,0.6145,0.1687,166.0
2922,2014,55I007505,HARRAH MS,70.0,C,61134.0,35740.0,0.06,0.14,0.3,0.53,0.17,0.69,0.14,339.0,17.77,43280.72,0.19699999999999998,15.9,4.74,1.0,0.5,1.0,0.0354,0.2478,0.0059,0.0354,0.0,0.6726,0.0029,339.0
2923,2015,10I077510,DICKSON MS,79.0,C,66117.38,30505.58,0.06,0.1,0.23,0.604,0.19,0.7,0.11,270.0,15.35,40453.68,0.33,11.48,1.33,0.37,0.25,2.54,0.037000000000000005,0.2407,0.0,0.0111,0.0,0.6481,0.063,270.0
2924,2015,41I054505,STROUD MS,61.0,D,54683.82,271928.99,0.09,0.15,0.36,0.552,0.14,0.71,0.16,174.0,9.14,43392.32,0.32799999999999996,12.53,0.86,0.43,0.93,1.0,0.0115,0.1437,0.0,0.0345,0.0,0.7931,0.0172,174.0
2925,2014,46I017505,LOCUST GROVE MS,74.0,C,49232.0,19814.0,0.09,0.17,0.19,0.77,0.12,0.74,0.14,320.0,18.14,41874.33,0.15,13.09,3.0,1.0,2.25,1.0,0.0125,0.4875,0.0031,0.0,0.0,0.4031,0.0938,320.0
2926,2015,55I012515,SEQUOYAH MS,99.0,A,100166.47,74593.66,0.04,0.08,0.2,0.155,0.51,0.45,0.04,1261.0,61.7,46059.06,0.245,9.75,7.0,3.0,3.5,3.98,0.0761,0.023,0.0397,0.0301,0.0008,0.7629,0.0674,1261.0
2927,2015,60I016610,STILLWATER JHS,83.0,B,53212.86,59308.01,0.06,0.3,0.29,0.42700000000000005,0.48,0.47,0.06,818.0,38.4,45914.69,0.419,12.02,7.0,2.1,1.33,2.0,0.0782,0.0538,0.033,0.0526,0.0012,0.6809,0.1002,818.0
2928,2015,66I001610,WILL ROGERS JHS,83.0,B,57093.68,38869.63,0.08,0.13,0.34,0.578,0.22,0.68,0.1,823.0,49.9,41532.86,0.251,11.16,10.33,2.0,3.5,3.0,0.0693,0.27699999999999997,0.0146,0.0267,0.0024,0.5443,0.0656,823.0
2930,2014,14I029501,ALCOTT MS,92.0,A,69395.0,55637.0,0.06,0.18,0.32,0.48,0.44,0.49,0.07,722.0,36.99,43157.58,0.142,8.27,7.2,3.0,3.0,3.0,0.1482,0.0637,0.0222,0.0471,0.0,0.6025,0.1163,722.0
2932,2015,18I065510,EWING HALSELL MS,69.0,D,48599.86,28480.39,0.08,0.2,0.35,0.652,0.14,0.67,0.19,348.0,18.24,44285.28,0.265,11.52,3.33,1.0,1.83,2.0,0.0345,0.3534,0.0086,0.023,0.0,0.4569,0.1236,348.0
2936,2015,51I029505,HILLDALE MS,86.0,B,67330.63,25633.96,0.06,0.07,0.35,0.528,0.25,0.68,0.07,426.0,24.43,44729.95,0.21600000000000003,13.51,2.5,1.0,1.0,1.0,0.0352,0.4624,0.006999999999999999,0.0305,0.0,0.446,0.0188,426.0
2938,2015,66I008615,VERDIGRIS JHS,78.0,C,80244.64,88183.08,0.03,0.04,0.2,0.188,0.26,0.69,0.05,298.0,12.57,44157.95,0.136,16.69,1.43,0.5,0.5,1.0,0.0403,0.2785,0.0134,0.0034,0.0,0.6443,0.0201,298.0
2939,2015,75I078610,CORDELL JHS,82.0,B,61914.21,48225.36,0.03,0.12,0.26,0.551,0.19,0.7,0.11,158.0,8.33,44664.91,0.3,13.97,0.45,0.5,0.8,1.02,0.0823,0.0823,0.0,0.019,0.0,0.8101,0.0063,158.0
2940,2015,55I012505,CIMARRON MS,87.0,B,100166.47,74593.66,0.04,0.08,0.2,0.306,0.51,0.45,0.04,758.0,39.97,47530.53,0.415,12.51,5.0,3.0,2.5,2.99,0.0699,0.028999999999999998,0.0237,0.0752,0.004,0.7375,0.0607,758.0
2941,2015,63I001610,MCLOUD JHS,71.0,C,63123.62,23567.66,0.06,0.13,0.23,0.7120000000000001,0.12,0.7,0.18,264.0,18.29,39697.09,0.018000000000000002,8.6,2.0,1.0,0.5,1.0,0.0909,0.1515,0.0,0.0076,0.0,0.6515,0.0985,264.0
2942,2015,24I042505,CHISHOLM MS,92.0,A,87154.52,63427.88,0.04,0.07,0.21,0.32,0.27,0.64,0.09,241.0,13.72,40339.12,0.24,10.4,2.0,0.86,0.79,1.0,0.0788,0.0332,0.0166,0.028999999999999998,0.0041,0.8382,0.0,241.0
2944,2014,51I029505,HILLDALE MS,86.0,B,66776.0,25451.0,0.06,0.08,0.37,0.52,0.24,0.7,0.07,417.0,24.5,42573.71,0.122,12.5,2.5,1.0,0.64,1.0,0.0432,0.45799999999999996,0.0024,0.0336,0.0,0.446,0.0168,417.0
2947,2015,14I070505,LITTLE AXE MS,72.0,C,61354.55,16994.5,0.07,0.11,0.21,0.718,0.12,0.68,0.2,305.0,16.04,42148.01,0.14300000000000002,10.62,1.68,1.0,0.79,1.91,0.0525,0.2262,0.0033,0.0066,0.0,0.6066,0.1049,305.0
2948,2014,36I071505,PONCA CITY WEST MS,87.0,B,56172.0,51704.0,0.08,0.18,0.37,0.71,0.21,0.65,0.13,701.0,42.63,44780.13,0.303,12.55,5.0,2.0,1.97,3.0,0.1056,0.23399999999999999,0.0057,0.0456,0.0057,0.5863,0.0171,701.0
2949,2014,55I089515,JACKSON MS,43.0,F,51403.0,48041.0,0.09,0.27,0.47,0.97,0.21,0.56,0.23,585.0,32.59,46807.95,0.337,13.34,3.11,1.54,3.68,3.56,0.8393,0.0462,0.0,0.0462,0.0,0.065,0.0034,585.0
2950,2015,55I089512,DOUGLASS MS,49.0,F,53011.22,49735.22,0.08,0.27,0.47,1.0,0.22,0.55,0.22,237.0,14.74,47566.84,0.166,4.69,3.0,0.5,3.53,1.14,0.0633,0.0211,0.0084,0.7975,0.0042,0.0464,0.0591,237.0
2951,2014,72I001530,CLINTON MS,49.0,F,56448.0,56175.0,0.09,0.23,0.48,1.01,0.25,0.59,0.15,334.0,19.23,43648.57,0.312,8.49,4.0,2.0,3.22,3.0,0.1647,0.1108,0.003,0.2335,0.003,0.3503,0.1347,334.0
2953,2014,25I072605,ELMORE CITY JHS,78.0,C,61274.0,59962.0,0.03,0.14,0.23,0.62,0.18,0.7,0.13,77.0,5.92,42399.26,0.085,16.66,0.5,0.5,0.08,0.5,0.0649,0.0909,0.0,0.0,0.0,0.7922,0.0519,77.0
2954,2015,58I031510,FAIRLAND MS,82.0,B,46337.37,26013.81,0.07,0.18,0.25,0.669,0.13,0.77,0.1,130.0,6.1,41399.31,0.32799999999999996,11.86,2.33,0.32,2.64,0.5,0.0308,0.3538,0.0,0.0231,0.0,0.5923,0.0,130.0
2955,2015,08I020510,ANADARKO MS,72.0,C,45655.25,17904.84,0.15,0.3,0.47,0.782,0.17,0.67,0.16,422.0,22.04,43403.38,0.418,12.34,2.0,2.0,1.56,2.2,0.154,0.6398,0.0024,0.0332,0.0024,0.1682,0.0,422.0
2956,2015,10I032505,LONE GROVE MS,78.0,C,54726.01,24170.42,0.06,0.16,0.19,0.414,0.12,0.74,0.14,314.0,18.65,41601.29,0.17600000000000002,10.26,2.29,0.86,0.75,2.11,0.0796,0.1433,0.0,0.0127,0.0,0.6465,0.1178,314.0
2957,2015,14I029502,LONGFELLOW MS,84.0,B,70620.91,56850.76,0.06,0.18,0.32,0.544,0.44,0.5,0.07,745.0,35.6,46894.3,0.243,12.7,7.9,2.92,3.0,2.89,0.0872,0.051,0.0174,0.055,0.0027,0.6725,0.1141,745.0
2958,2015,55I089522,ROGERS MS,53.0,F,53011.22,49735.22,0.08,0.27,0.47,1.0,0.22,0.55,0.22,323.0,23.0,52112.91,0.39799999999999996,11.74,6.8,1.0,2.96,2.93,0.0743,0.0464,0.0093,0.6718,0.0,0.1703,0.0279,323.0
2959,2015,55I089523,ROOSEVELT MS,54.0,F,53011.22,49735.22,0.08,0.27,0.47,0.895,0.22,0.55,0.22,753.0,43.91,48555.69,0.295,7.22,7.22,1.97,6.67,4.0,0.8021,0.0558,0.0027,0.0412,0.0,0.09300000000000001,0.0053,753.0
2960,2014,18I065510,EWING HALSELL MS,66.0,D,48121.0,27616.0,0.06,0.21,0.36,0.69,0.13,0.69,0.19,340.0,19.49,44144.82,0.268,11.79,3.26,2.0,1.42,2.0,0.0265,0.3824,0.0059,0.0294,0.0,0.4824,0.0735,340.0
2962,2015,40I007505,POCOLA MS,74.0,C,41725.45,23558.18,0.15,0.22,0.34,0.7040000000000001,0.08,0.81,0.12,196.0,11.14,42397.9,0.23,15.84,0.72,0.5,0.25,1.0,0.0306,0.1786,0.0051,0.0102,0.0,0.6327,0.1429,196.0
2964,2015,55I012510,CHEYENNE MS,98.0,A,100166.47,74593.66,0.04,0.08,0.2,0.18600000000000003,0.51,0.45,0.04,944.0,47.42,48102.73,0.304,13.19,6.82,3.0,3.0,3.0,0.0625,0.0233,0.0424,0.0879,0.0011,0.7066,0.0763,944.0
2967,2014,55I012525,CENTRAL MS,82.0,B,98360.0,71296.0,0.04,0.08,0.2,0.55,0.51,0.45,0.04,791.0,46.3,46805.74,0.289,11.14,8.0,3.0,3.24,2.86,0.1479,0.0278,0.0367,0.1492,0.0,0.5638,0.0746,791.0
2968,2014,63I001610,MCLOUD JHS,74.0,C,62471.0,23029.0,0.05,0.15,0.27,0.64,0.14,0.69,0.17,226.0,17.28,39642.28,0.0,8.86,2.0,1.0,0.5,1.0,0.0796,0.1726,0.0,0.0088,0.0,0.677,0.0619,226.0
2969,2015,08I011505,HYDRO-EAKLY MS,80.0,B,55737.2,49326.03,0.05,0.14,0.23,0.511,0.18,0.66,0.16,88.0,7.06,40614.19,0.162,9.73,0.73,0.33,0.33,1.12,0.1477,0.1023,0.0,0.0,0.0,0.7159,0.0341,88.0
2970,2015,25I018610,PAULS VALLEY JHS,76.0,C,51561.93,30955.34,0.06,0.22,0.37,0.667,0.15,0.65,0.2,333.0,15.51,41789.77,0.244,11.82,2.48,1.0,1.5,1.55,0.2162,0.1862,0.018000000000000002,0.0631,0.0,0.5105,0.006,333.0
2972,2014,41I054505,STROUD MS,71.0,C,52826.0,216493.0,0.1,0.18,0.41,0.62,0.13,0.74,0.14,178.0,10.29,42761.3,0.33299999999999996,13.3,0.86,0.43,0.79,1.0,0.0056,0.1573,0.0,0.0337,0.0,0.7921,0.0112,178.0
2973,2014,08I020510,ANADARKO MS,75.0,C,46371.0,17778.0,0.15,0.28,0.35,0.84,0.15,0.67,0.18,431.0,21.75,43319.68,0.36200000000000004,13.43,2.0,2.0,1.34,2.2,0.1415,0.6473,0.0,0.0418,0.0,0.1694,0.0,431.0
2976,2014,08I167505,FORT COBB-BROXTON MS,69.0,D,51576.0,25730.0,0.09,0.24,0.34,0.76,0.19,0.67,0.14,78.0,5.39,45368.21,0.44799999999999995,21.87,0.29,0.32,0.57,0.5,0.0641,0.2051,0.0,0.0,0.0,0.6026,0.1282,78.0
2981,2014,63I092505,TECUMSEH MS,74.0,C,56858.0,13936.0,0.07,0.13,0.31,0.69,0.13,0.75,0.12,497.0,27.14,42442.84,0.19,13.54,3.26,1.29,1.25,2.0,0.0724,0.3159,0.006,0.0262,0.002,0.5131,0.0644,497.0
2982,2014,66I001610,WILL ROGERS JHS,83.0,B,57827.0,35850.0,0.08,0.13,0.33,0.64,0.23,0.67,0.11,863.0,49.92,41463.69,0.19899999999999998,10.88,10.32,2.0,3.5,3.0,0.0684,0.2607,0.0127,0.0209,0.0046,0.5608,0.0718,863.0
2983,2015,69I015505,VELMA-ALMA MS,67.0,D,60398.26,92881.94,0.03,0.1,0.29,0.384,0.17,0.71,0.13,86.0,7.65,44595.11,0.114,11.8,0.5,0.33,0.29,0.49,0.0349,0.0698,0.0,0.0,0.0,0.7326,0.1628,86.0
2984,2014,14I070505,LITTLE AXE MS,77.0,C,59235.0,16560.0,0.07,0.08,0.26,0.74,0.16,0.65,0.2,294.0,15.33,41932.7,0.151,11.52,2.51,1.0,0.79,1.91,0.0442,0.2381,0.0,0.0,0.0,0.6122,0.1054,294.0
2986,2014,41I004505,WELLSTON MS,70.0,C,50602.0,23401.0,0.06,0.19,0.23,0.58,0.18,0.66,0.17,158.0,8.57,43921.04,0.16699999999999998,14.55,0.71,0.43,0.29,0.5,0.0506,0.2025,0.0,0.0127,0.0,0.7152,0.019,158.0
2987,2015,09I034510,LESLIE F. ROBLYER MS,67.0,D,59138.17,25086.24,0.08,0.14,0.37,0.7609999999999999,0.11,0.74,0.15,310.0,20.05,43708.15,0.163,12.47,3.0,1.0,0.96,1.28,0.2645,0.1097,0.0,0.0355,0.0,0.4774,0.1129,310.0
2988,2015,58I001505,WYANDOTTE MS,73.0,C,50974.74,22317.16,0.1,0.21,0.23,0.674,0.14,0.68,0.18,175.0,11.14,44793.43,0.218,9.97,1.14,0.0,2.19,0.86,0.0229,0.3829,0.0229,0.0114,0.0,0.5314,0.0286,175.0
2990,2015,73I019505,WAGONER MS,74.0,C,48747.97,28671.34,0.1,0.19,0.45,0.721,0.14,0.7,0.15,506.0,29.33,43021.24,0.07400000000000001,13.26,3.54,2.0,1.63,2.2,0.0494,0.3202,0.0079,0.0672,0.0,0.3854,0.17,506.0
2991,2015,77I001505,WOODWARD MS,68.0,D,69707.96,52435.69,0.05,0.15,0.25,0.526,0.2,0.68,0.13,606.0,36.74,42948.34,0.198,10.04,4.0,1.0,2.0,3.0,0.2096,0.0396,0.005,0.005,0.0017,0.7162,0.0231,606.0
2992,2015,14I029501,ALCOTT MS,81.0,B,70620.91,56850.76,0.06,0.18,0.32,0.539,0.44,0.5,0.07,720.0,38.48,44197.0,0.152,8.65,7.54,3.0,2.5,3.0,0.1681,0.0583,0.0292,0.0389,0.0,0.5917,0.1139,720.0
2993,2014,25I018610,PAULS VALLEY JHS,86.0,B,49579.0,30750.0,0.06,0.24,0.4,0.64,0.15,0.64,0.21,294.0,16.43,41772.02,0.228,12.09,2.26,1.0,4.4,1.85,0.1735,0.1837,0.0068,0.0714,0.0,0.5578,0.0068,294.0
2994,2014,50I001510,SULPHUR MS,84.0,B,52246.0,23547.0,0.07,0.17,0.28,0.59,0.17,0.62,0.21,315.0,20.0,40749.96,0.34299999999999997,11.7,1.57,1.0,0.79,1.0,0.0952,0.2921,0.0,0.0159,0.0,0.5524,0.0444,315.0
2995,2014,55I009505,JONES MS,81.0,B,69767.0,30781.0,0.07,0.11,0.28,0.51,0.16,0.72,0.11,260.0,14.84,41517.95,0.149,8.42,1.83,1.0,0.57,1.0,0.1038,0.0769,0.0,0.0538,0.0038,0.7423,0.0192,260.0
3000,2015,41I095505,MEEKER MS,62.0,D,67478.97,22812.62,0.05,0.13,0.19,0.647,0.16,0.69,0.15,167.0,11.0,41241.8,0.273,9.27,1.86,1.0,2.21,1.52,0.0299,0.1677,0.006,0.012,0.0,0.7425,0.0419,167.0
3004,2015,68I002505,VIAN MS,75.0,C,47232.04,19484.16,0.13,0.25,0.55,0.7240000000000001,0.16,0.66,0.17,210.0,11.82,42656.6,0.16899999999999998,13.22,2.32,1.0,1.51,1.0,0.0286,0.4476,0.0,0.0619,0.0048,0.4476,0.0095,210.0
3005,2015,12I039510,HUGO MS,59.0,F,44737.07,24034.65,0.08,0.33,0.57,0.85,0.15,0.63,0.21,227.0,14.26,41649.13,0.08,10.77,2.0,1.0,0.43,1.0,0.0441,0.2952,0.0044,0.3216,0.0044,0.3216,0.0088,227.0
3006,2014,14I029500,IRVING MS,75.0,C,69395.0,55637.0,0.06,0.18,0.32,0.59,0.44,0.49,0.07,854.0,43.53,45351.7,0.36700000000000005,10.61,8.87,2.97,2.35,3.0,0.0984,0.0644,0.0269,0.1019,0.0035,0.5984,0.1066,854.0
3007,2014,19I031505,KELLYVILLE MS,66.0,D,57088.0,28596.0,0.08,0.14,0.27,0.7,0.07,0.75,0.18,182.0,12.48,44095.88,0.28,13.9,0.83,0.33,0.57,1.29,0.033,0.1374,0.0055,0.0,0.0055,0.6538,0.1648,182.0
3008,2014,48I006610,HAWORTH JHS,69.0,D,45430.0,11655.0,0.08,0.23,0.37,0.79,0.11,0.69,0.21,135.0,9.88,41875.33,0.125,11.9,0.5,0.5,0.67,1.0,0.0519,0.237,0.0074,0.0741,0.0,0.6222,0.0074,135.0
3011,2015,41I103505,PRAGUE MS,75.0,C,65194.62,27074.32,0.06,0.09,0.22,0.574,0.13,0.75,0.12,223.0,13.26,44742.81,0.32,19.14,1.33,0.59,3.64,1.0,0.0538,0.13,0.0,0.0179,0.0045,0.6592,0.1345,223.0
3012,2014,47I010505,WAYNE MS,69.0,D,56455.0,31618.0,0.05,0.16,0.28,0.73,0.18,0.67,0.15,108.0,4.57,39319.63,0.094,12.84,0.0,0.43,0.29,0.57,0.0741,0.2222,0.0,0.0185,0.0093,0.6667,0.0093,108.0
3013,2014,58I031510,FAIRLAND MS,80.0,B,46059.0,26470.0,0.07,0.18,0.29,0.61,0.16,0.73,0.11,132.0,6.61,41644.09,0.36700000000000005,12.37,2.17,0.33,2.67,0.5,0.0455,0.3333,0.0,0.0227,0.0,0.5985,0.0,132.0
3016,2015,46I017505,LOCUST GROVE MS,73.0,C,49993.34,21549.74,0.1,0.19,0.16,1.0,0.11,0.75,0.13,300.0,18.14,42455.66,0.15,13.24,2.5,1.0,2.0,1.0,0.0133,0.5033,0.0067,0.0,0.0,0.36,0.1167,300.0
3020,2014,40I007505,POCOLA MS,69.0,D,41399.0,22992.0,0.12,0.2,0.36,0.74,0.08,0.79,0.14,189.0,10.28,40611.15,0.263,15.84,0.72,0.5,0.1,1.0,0.0423,0.1376,0.0053,0.0159,0.0,0.6667,0.1323,189.0
3021,2015,50I001510,SULPHUR MS,76.0,C,54120.8,22866.21,0.05,0.19,0.3,0.536,0.2,0.58,0.23,310.0,19.43,41091.62,0.39,11.39,2.14,1.0,0.79,1.0,0.1,0.2323,0.0032,0.0097,0.0032,0.5742,0.0774,310.0
3022,2015,55I007505,HARRAH MS,76.0,C,63549.39,37646.84,0.05,0.13,0.29,0.519,0.19,0.69,0.12,316.0,16.5,44327.15,0.182,17.48,2.91,1.0,0.5,1.0,0.0316,0.2627,0.0095,0.0348,0.0,0.6582,0.0032,316.0
3023,2015,55I009505,JONES MS,84.0,B,71443.82,33615.97,0.06,0.12,0.27,0.513,0.16,0.72,0.12,271.0,15.43,41723.49,0.213,9.71,2.0,1.0,0.0,1.2,0.0923,0.0775,0.0,0.0443,0.0037,0.7712,0.0111,271.0
3024,2015,59I001505,PAWNEE MS,62.0,D,49856.08,35466.54,0.07,0.14,0.34,0.6709999999999999,0.22,0.68,0.1,155.0,11.15,46740.07,0.179,14.18,1.0,0.5,0.25,1.0,0.0129,0.3871,0.0,0.0065,0.0129,0.5613,0.0194,155.0
3027,2014,67I001505,SEMINOLE MS,65.0,D,45440.0,27789.0,0.11,0.25,0.46,0.62,0.17,0.65,0.18,275.0,13.8,43365.48,0.114,13.52,2.95,1.0,1.0,1.0,0.0582,0.2182,0.0,0.0364,0.0036,0.52,0.1636,275.0
3028,2015,14I029500,IRVING MS,61.0,D,70620.91,56850.76,0.06,0.18,0.32,0.626,0.44,0.5,0.07,815.0,43.11,45492.18,0.35100000000000003,10.84,8.42,3.0,2.35,3.0,0.1031,0.0564,0.027000000000000003,0.1043,0.0025,0.5742,0.1325,815.0
3029,2015,69I001505,DUNCAN MS,61.0,D,54498.02,43919.29,0.08,0.17,0.36,0.5429999999999999,0.19,0.66,0.15,830.0,36.71,44161.44,0.209,12.81,4.73,1.87,5.93,3.0,0.1663,0.0554,0.0036,0.0494,0.0,0.6494,0.0759,830.0
3030,2014,69I001505,DUNCAN MS,64.0,D,54094.0,44570.0,0.08,0.16,0.3,0.61,0.2,0.65,0.15,793.0,35.76,43874.62,0.14300000000000002,13.33,5.49,1.86,6.54,3.0,0.1778,0.0492,0.0013,0.057999999999999996,0.0,0.6595,0.0542,793.0
3033,2014,41I095505,MEEKER MS,70.0,C,64731.0,22570.0,0.05,0.12,0.21,0.68,0.13,0.74,0.12,163.0,10.94,42511.84,0.267,8.85,1.99,1.0,2.04,1.79,0.0307,0.2393,0.0,0.0123,0.0,0.6809999999999999,0.0368,163.0
3034,2014,49I001505,EUFAULA MS,81.0,B,45613.0,37991.0,0.09,0.21,0.36,0.78,0.15,0.69,0.16,242.0,15.7,43299.92,0.155,13.9,2.0,1.0,1.76,1.0,0.0207,0.4008,0.0041,0.0537,0.0,0.5124,0.0083,242.0
3035,2014,66I008615,VERDIGRIS JHS,80.0,B,81940.0,92928.0,0.03,0.03,0.21,0.14,0.24,0.72,0.04,285.0,15.57,42798.64,0.147,14.23,2.29,0.5,0.5,1.0,0.0281,0.2807,0.013999999999999999,0.0,0.0,0.6596,0.0175,285.0
3036,2014,69I002510,COMANCHE MS,75.0,C,58285.0,30298.0,0.16,0.13,0.24,0.59,0.13,0.71,0.16,224.0,13.4,42541.27,0.242,24.9,2.28,0.5,0.5,1.0,0.0491,0.1607,0.0,0.0134,0.0,0.7009,0.0759,224.0
3038,2014,24I042505,CHISHOLM MS,89.0,B,82731.0,61556.0,0.06,0.06,0.26,0.3,0.24,0.66,0.1,224.0,13.99,42711.69,0.235,12.07,1.57,0.86,0.79,1.0,0.0536,0.0089,0.0134,0.0223,0.0089,0.8929,0.0,224.0
