,Year,SchoolCode,SchoolName,IndexScore,AvgIncome,AvgPropValADM,Unemployment,PovertyRate,SingleParentFam,FRL,College,HighSchool,BelowHS,FallEnrollment,NonSpEdTeachers,AvgTeacherSalary,AdvancedDegrees,AvgYrsExperience,SpEdTeachersFTE,CounselorsFTE,OtherStaffFTE,AdministratorsFTE,Hispanic%,NativeAmerican%,Asian%,AfricanAmerican%,PacificIslander%,White%,TwoRaces%,Total,6_Math_Advanced,6_Math_Below_Satisfactory,6_Math_Satisfactory,6_Reading_Advanced,6_Reading_Below_Satisfactory,6_Reading_Satisfactory,7_Math_Advanced,7_Math_Below_Satisfactory,7_Math_Satisfactory,7_Reading_Advanced,7_Reading_Below_Satisfactory,7_Reading_Satisfactory,8_History_Advanced,8_History_Below_Satisfactory,8_History_Satisfactory,8_Math_Advanced,8_Math_Below_Satisfactory,8_Math_Satisfactory,8_Reading_Advanced,8_Reading_Below_Satisfactory,8_Reading_Satisfactory,8_Science_Advanced,8_Science_Below_Satisfactory,8_Science_Satisfactory,EOI_Algebra_Advanced,EOI_Algebra_Below_Satisfactory,EOI_Algebra_Satisfactory
3178,2014,37I105610,OKARCHE JHS,83,85061.0,114154.0,0.0,0.09,0.09,0.22,0.27,0.64,0.09,79,4.54,39812.47,0.28300000000000003,14.34,0.0,0.14,0.14,0.0,0.038,0.038,0.0,0.0,0.0,0.9241,0.0,79.0,,,,,,,0.1424,0.11,0.7476,0.1995,0.05,0.7505,0.495,0.1,0.405,0.1485,0.45,0.4015,0.04,0.2,0.76,0.07,0.3,0.63,0.2912,0.09,0.6188
3180,2015,47I029510,BLANCHARD MS,84,70686.2,26985.36,0.06,0.12,0.2,0.48200000000000004,0.23,0.69,0.08,417,19.81,42359.14,0.22,12.14,2.29,1.0,0.98,1.0,0.0647,0.1439,0.0144,0.012,0.0024,0.7458,0.0168,417.0,0.2944,0.08,0.6256,0.045,0.1,0.855,0.3168,0.12,0.5632,0.376,0.06,0.564,0.4648,0.17,0.3652,0.37200000000000005,0.07,0.5579999999999999,0.3572,0.06,0.5828,0.2349,0.19,0.5751,0.55,0.0,0.45
3183,2015,66I005515,INOLA MS,74,65195.18,27510.23,0.05,0.09,0.29,0.522,0.15,0.73,0.11,389,21.66,45198.76,0.22399999999999998,16.9,3.96,1.0,0.5,1.0,0.0463,0.2416,0.0257,0.0231,0.0026,0.6504,0.0103,389.0,0.1275,0.25,0.6225,0.0296,0.26,0.7104,0.1407,0.33,0.5293,0.11699999999999999,0.22,0.6629999999999999,0.1508,0.42,0.4292,0.10400000000000001,0.2,0.696,0.2592,0.04,0.7008,0.2015,0.35,0.4485,0.6048,0.04,0.3552
3184,2014,67I004510,KONAWA MS,69,48117.0,65366.0,0.04,0.18,0.32,0.72,0.14,0.71,0.16,171,10.03,43844.05,0.259,12.78,0.57,0.57,0.43,0.86,0.0175,0.4035,0.0058,0.0234,0.0,0.5205,0.0292,171.0,0.0438,0.27,0.6862,0.0624,0.22,0.7176,0.16399999999999998,0.18,0.6559999999999999,0.1001,0.23,0.6699,0.3996,0.26,0.3404,0.0,0.86,0.14,0.1139,0.33,0.5561,0.0531,0.41,0.5369,,,
3187,2015,47I002515,DIBBLE MS,73,55342.39,21539.19,0.02,0.12,0.35,0.604,0.1,0.7,0.2,149,10.8,41691.97,0.039,12.55,0.89,0.43,0.29,1.0,0.1611,0.0604,0.0,0.0201,0.0,0.5906,0.1678,149.0,0.1275,0.15,0.7225,0.0234,0.22,0.7566,0.0949,0.27,0.6351,0.1139,0.33,0.5561,0.1007,0.47,0.4293,0.0711,0.21,0.7189,0.1634,0.14,0.6966,0.0812,0.42,0.4988,,,
3188,2014,62I016610,BYNG JHS,84,66481.0,25151.0,0.04,0.13,0.46,0.6,0.29,0.58,0.13,337,21.35,44016.82,0.441,14.73,5.17,1.0,0.99,2.75,0.0415,0.4184,0.0,0.0119,0.0,0.4599,0.0682,337.0,,,,,,,0.3115,0.11,0.5785,0.2538,0.06,0.6862,0.516,0.14,0.344,0.3002,0.21,0.4898,0.3135,0.05,0.6365,0.077,0.3,0.623,0.276,0.08,0.644
3191,2015,26I051610,NINNEKAH JHS,62,66385.83,50698.28,0.04,0.15,0.35,0.737,0.12,0.73,0.15,76,4.0,48621.84,0.5,15.89,0.29,0.29,0.57,0.86,0.0921,0.1184,0.0,0.0,0.0,0.7368,0.0526,76.0,,,,,,,0.078,0.4,0.522,0.184,0.2,0.616,0.2695,0.23,0.5005,0.0,0.42,0.58,0.1771,0.23,0.5929,0.0793,0.39,0.5307,,,
3192,2014,36I087505,TONKAWA MS,75,53510.0,36686.0,0.06,0.18,0.35,0.57,0.21,0.63,0.16,155,9.63,45275.82,0.385,13.29,1.0,0.49,0.53,1.0,0.071,0.2645,0.0,0.0,0.0,0.6581,0.0065,155.0,0.0581,0.17,0.7719,0.0532,0.24,0.7068,0.126,0.3,0.574,0.2075,0.17,0.6225,0.2196,0.39,0.3904,0.198,0.34,0.462,0.1246,0.11,0.7654,0.08800000000000001,0.45,0.462,,,
3194,2014,08I056505,APACHE MS,63,54684.0,45123.0,0.13,0.13,0.28,0.72,0.15,0.73,0.12,141,9.0,43446.33,0.365,21.56,1.0,0.29,0.14,0.5,0.0851,0.3759,0.0,0.0142,0.0,0.3972,0.1277,141.0,0.0114,0.43,0.5586,0.0096,0.52,0.4704,0.0,0.4,0.6,0.0585,0.35,0.5915,0.4067,0.17,0.4233,0.0385,0.45,0.5115,0.0213,0.29,0.6887,0.0513,0.43,0.5187,,,
3195,2014,18I017515,WELCH MS,75,56436.0,40712.0,0.04,0.13,0.25,0.57,0.11,0.77,0.12,82,6.8,42480.74,0.10300000000000001,12.88,0.86,0.14,0.14,0.0,0.0366,0.3537,0.0,0.0,0.0,0.5,0.1098,82.0,0.21600000000000003,0.2,0.584,0.33,0.0,0.67,0.308,0.12,0.5720000000000001,0.0912,0.24,0.6688,0.47,0.06,0.47,0.47,0.06,0.47,0.1513,0.11,0.7387,0.3042,0.22,0.4758,,,
3197,2014,51I003505,FORT GIBSON MS,91,63620.0,66369.0,0.07,0.14,0.29,0.47,0.22,0.71,0.06,400,21.2,44733.3,0.226,12.2,4.0,0.83,1.0,2.0,0.0425,0.48,0.005,0.0175,0.0,0.4375,0.0175,400.0,0.3627,0.07,0.5673,0.1634,0.14,0.6966,0.4655,0.05,0.4845,0.188,0.06,0.752,0.5368,0.12,0.3432,0.0924,0.34,0.5676,0.235,0.06,0.705,0.1824,0.24,0.5776,0.73,0.0,0.27
3199,2014,64I001610,RATTAN JHS,89,45753.0,12741.0,0.14,0.21,0.38,0.62,0.15,0.72,0.13,84,5.88,44850.77,0.35100000000000003,18.0,0.57,0.21,0.24,0.53,0.0238,0.4643,0.0,0.0,0.0,0.4643,0.0476,84.0,,,,,,,0.3686,0.03,0.6014,0.0846,0.06,0.8554,0.2622,0.31,0.4278,0.3168,0.12,0.5632,0.1456,0.09,0.7644,0.0504,0.44,0.5096,0.86,0.0,0.14
3202,2015,70I008610,CENTRAL JHS,60,65265.77,43693.4,0.06,0.09,0.31,0.7140000000000001,0.17,0.48,0.34,398,24.89,42914.88,0.126,6.38,1.29,1.0,0.43,2.5,0.6734,0.0,0.0352,0.0251,0.0025,0.2638,0.0,398.0,,,,,,,0.1512,0.16,0.6888,0.11900000000000001,0.3,0.581,0.2263,0.27,0.5037,0.0038,0.62,0.3762,0.1204,0.14,0.7396,0.132,0.4,0.46799999999999997,0.3312,0.08,0.5888
3203,2014,16I008545,EISENHOWER MS,73,54385.0,28862.0,0.1,0.19,0.48,0.61,0.19,0.69,0.12,909,48.91,46597.51,0.384,15.46,15.0,3.0,2.5,4.09,0.154,0.0759,0.0209,0.319,0.0011,0.3883,0.0407,909.0,0.1311,0.31,0.5589,0.067,0.33,0.603,0.1258,0.26,0.6142,0.1539,0.19,0.6561,0.29600000000000004,0.26,0.444,0.0924,0.34,0.5676,0.1376,0.14,0.7224,0.0594,0.46,0.4806,0.4092,0.07,0.5208
3204,2014,03I015505,MCCALL MS,55,41398.0,34343.0,0.11,0.34,0.64,0.72,0.14,0.66,0.2,181,12.27,43109.81,0.36200000000000004,12.56,2.0,0.0,0.5,1.0,0.0829,0.2762,0.0166,0.105,0.0,0.5138,0.0055,181.0,0.052000000000000005,0.35,0.598,0.035,0.3,0.665,0.0216,0.46,0.5184,0.1008,0.28,0.6192,0.099,0.45,0.451,0.0,0.95,0.05,0.0876,0.27,0.6424,0.066,0.45,0.484,0.1971,0.27,0.5329
3205,2015,01I011610,WESTVILLE JHS,63,45205.7,21682.75,0.1,0.24,0.29,0.762,0.13,0.62,0.25,172,13.24,43596.62,0.252,13.4,1.0,0.83,1.33,1.0,0.064,0.4651,0.0233,0.0,0.0,0.3488,0.0988,172.0,,,,,,,0.0472,0.41,0.5428,0.0275,0.45,0.5225,0.217,0.3,0.483,0.0469,0.33,0.6231,0.2001,0.13,0.6699,0.1449,0.31,0.5451,0.8,0.0,0.2
3206,2014,02I046510,CHEROKEE MS,71,61271.0,94656.0,0.06,0.12,0.23,0.42,0.29,0.62,0.1,66,4.25,43648.64,0.067,11.56,1.0,0.0,1.05,0.57,0.0758,0.0909,0.0,0.0,0.0,0.8029999999999999,0.0303,66.0,0.042,0.16,0.7979999999999999,0.0869,0.21,0.7031,0.1197,0.37,0.5103,0.0728,0.44,0.4872,0.43,0.14,0.43,0.0,0.33,0.67,0.1806,0.14,0.6794,0.0896,0.36,0.5504,,,
3211,2014,21I003505,KANSAS MS,67,49160.0,14276.0,0.09,0.18,0.23,0.83,0.1,0.76,0.14,190,12.57,38980.2,0.136,15.26,2.29,1.0,0.5,1.0,0.0316,0.6105,0.0105,0.0053,0.0053,0.3263,0.0105,190.0,0.024,0.52,0.456,0.035,0.3,0.665,0.2268,0.19,0.5832,0.15,0.25,0.6,0.273,0.22,0.507,0.14800000000000002,0.26,0.5920000000000001,0.0595,0.15,0.7905,0.0552,0.54,0.4048,0.83,0.0,0.17
3216,2014,59I006505,CLEVELAND MS,70,56843.0,27194.0,0.09,0.12,0.34,0.7,0.16,0.7,0.14,380,23.34,45460.34,0.3,11.78,3.0,0.83,1.06,2.0,0.0289,0.2053,0.0053,0.0079,0.0026,0.7395,0.0105,380.0,0.0522,0.42,0.5278,0.1008,0.28,0.6192,0.18,0.25,0.57,0.1326,0.22,0.6474,0.3634,0.21,0.4266,0.1452,0.34,0.5148,0.0581,0.17,0.7719,0.0408,0.49,0.4692,,,
3217,2014,62I024510,LATTA MS,74,60199.0,26847.0,0.04,0.14,0.29,0.48,0.3,0.63,0.06,198,10.28,45477.25,0.306,17.46,2.0,0.57,0.86,1.29,0.0556,0.3283,0.0051,0.0051,0.0,0.4596,0.1465,198.0,0.1014,0.22,0.6786,0.111,0.26,0.629,0.27,0.25,0.48,0.105,0.25,0.645,0.3655,0.15,0.4845,0.1311,0.31,0.5589,0.1027,0.21,0.6873,0.0561,0.49,0.4539,0.88,0.0,0.12
3218,2015,74I018510,CANEY VALLEY MS,63,70175.01,42599.51,0.09,0.12,0.21,0.631,0.17,0.71,0.12,149,9.92,43250.13,0.245,15.32,0.88,0.34,0.22,1.0,0.0134,0.4497,0.0268,0.0067,0.0067,0.4631,0.0336,149.0,0.1095,0.27,0.6205,0.0,0.35,0.65,0.1771,0.23,0.5929,0.1826,0.17,0.6474,0.1008,0.44,0.4592,0.035,0.5,0.465,0.1305,0.13,0.7395,0.0496,0.38,0.5704,0.3036,0.08,0.6164
3219,2014,14I057605,LEXINGTON JHS,70,52519.0,16934.0,0.08,0.14,0.21,0.61,0.08,0.7,0.22,233,9.99,42488.54,0.132,10.6,1.63,0.24,0.33,1.0,0.0773,0.1116,0.0043,0.0,0.0,0.7725,0.0343,233.0,,,,,,,0.2592,0.19,0.5508,0.1771,0.23,0.5929,0.1564,0.32,0.5236,0.07200000000000001,0.4,0.528,0.0345,0.31,0.6555,0.0468,0.48,0.4732,0.0693,0.23,0.7007
3223,2014,64I013510,OBUCH MS,80,40738.0,19985.0,0.1,0.34,0.5,0.69,0.12,0.68,0.2,206,14.67,47139.75,0.273,14.83,3.0,1.0,1.21,2.0,0.0534,0.1845,0.0,0.0049,0.0,0.4223,0.335,206.0,0.1992,0.17,0.6308,0.0581,0.17,0.7719,0.2064,0.14,0.6536,0.1776,0.26,0.5624,0.3116,0.24,0.4484,0.5978,0.02,0.3822,0.2158,0.17,0.6142,0.1408,0.36,0.4992,,,
3225,2014,08I161610,HINTON MS,64,56767.0,54278.0,0.05,0.21,0.36,0.46,0.09,0.71,0.2,134,6.05,44217.36,0.47200000000000003,12.67,1.0,0.43,1.14,0.5,0.1567,0.0821,0.0,0.0149,0.0,0.7164,0.0299,134.0,0.0372,0.38,0.5828,0.015,0.5,0.485,0.102,0.32,0.578,0.1896,0.21,0.6004,0.2788,0.32,0.4012,0.013999999999999999,0.65,0.336,0.153,0.15,0.6970000000000001,0.084,0.44,0.47600000000000003,0.88,0.0,0.12
3226,2014,10I077510,DICKSON MS,81,63793.0,33513.0,0.06,0.08,0.23,0.59,0.17,0.72,0.1,271,15.32,41184.91,0.287,11.37,2.08,0.75,0.25,0.25,0.0332,0.2583,0.0037,0.0148,0.0,0.6458,0.0443,271.0,0.099,0.34,0.561,0.0912,0.24,0.6688,0.2184,0.22,0.5616,0.158,0.21,0.632,0.3239,0.21,0.4661,0.2072,0.26,0.5328,0.1869,0.11,0.7031,0.062,0.38,0.5579999999999999,,,
3229,2015,16I004505,GERONIMO MS,78,54733.55,50623.21,0.09,0.09,0.23,0.735,0.07,0.7,0.23,49,4.07,40950.15,0.07,10.7,0.14,0.5,0.25,0.5,0.0408,0.1224,0.0408,0.0204,0.0,0.6735,0.102,49.0,,,,,,,0.1311,0.31,0.5589,0.0,0.31,0.69,0.2409,0.27,0.4891,0.2475,0.25,0.5025,0.18600000000000003,0.07,0.7440000000000001,0.376,0.2,0.424,,,
3230,2014,40I002505,SPIRO MS,82,47774.0,28039.0,0.15,0.24,0.39,0.77,0.09,0.65,0.26,261,15.29,45941.97,0.327,14.63,1.0,1.0,2.14,1.0,0.0498,0.3372,0.0038,0.0613,0.0,0.5479,0.0,261.0,0.166,0.17,0.664,0.0462,0.23,0.7238,0.28800000000000003,0.04,0.672,0.1376,0.14,0.7224,0.473,0.14,0.387,0.1679,0.27,0.5621,0.1548,0.14,0.7052,0.0235,0.53,0.4465,,,
3232,2015,54I026505,OKEMAH MS,60,40572.71,28468.07,0.1,0.33,0.49,0.769,0.12,0.65,0.24,169,11.99,45109.51,0.523,14.81,2.5,0.5,0.71,0.33,0.0059,0.49700000000000005,0.0,0.0592,0.0,0.43200000000000005,0.0059,169.0,0.0086,0.57,0.4214,0.016,0.6,0.384,0.0516,0.14,0.8084,0.16,0.2,0.64,0.0384,0.68,0.2816,0.0583,0.47,0.4717,0.1278,0.29,0.5822,0.0795,0.47,0.4505,0.64,0.0,0.36
3233,2014,62I030515,MCLISH MS,80,49699.0,53667.0,0.06,0.21,0.36,0.82,0.25,0.59,0.16,130,4.84,44752.63,1.0,15.82,1.14,0.1,0.45,1.14,0.0231,0.4231,0.0077,0.0154,0.0,0.5,0.0308,130.0,0.3,0.0,0.7,0.0783,0.13,0.7917,0.3649,0.11,0.5251,0.2937,0.11,0.5963,0.245,0.3,0.455,0.0572,0.56,0.3828,0.0747,0.17,0.7553,0.14300000000000002,0.35,0.507,,,
3234,2015,63I003505,BETHEL MS,78,72417.41,19837.75,0.05,0.11,0.2,0.503,0.16,0.76,0.07,320,19.25,43469.2,0.23399999999999999,15.97,2.0,1.0,0.33,1.38,0.0156,0.1844,0.0094,0.0063,0.0,0.7719,0.0125,320.0,0.2116,0.08,0.7084,0.0395,0.21,0.7505,0.20800000000000002,0.2,0.5920000000000001,0.243,0.1,0.657,0.4233,0.17,0.4067,0.1782,0.19,0.6318,0.27899999999999997,0.07,0.6509999999999999,0.1292,0.32,0.5508,1.0,0.0,0.0
3235,2015,74I007510,DEWEY MS,79,52248.27,24474.44,0.07,0.14,0.35,0.513,0.11,0.77,0.13,273,15.52,40130.2,0.273,12.21,2.29,1.0,1.42,2.14,0.0476,0.2308,0.0,0.0403,0.0,0.6447,0.0366,273.0,0.2064,0.14,0.6536,0.0225,0.25,0.7275,0.315,0.1,0.585,0.3492,0.03,0.6208,0.1113,0.47,0.4187,0.1743,0.17,0.6557,0.12300000000000001,0.18,0.6970000000000001,0.042,0.58,0.37799999999999995,0.35,0.0,0.65
3237,2014,42I001610,GUTHRIE JHS,82,58627.0,36044.0,0.05,0.17,0.26,0.66,0.2,0.67,0.13,508,31.8,42680.52,0.28300000000000003,12.57,3.32,1.0,2.17,2.0,0.0689,0.0413,0.0,0.063,0.0,0.7028,0.124,508.0,,,,,,,0.287,0.18,0.5329999999999999,0.1826,0.17,0.6474,0.1768,0.32,0.5032,0.1518,0.31,0.5382,0.1092,0.16,0.7308,0.0986,0.42,0.4814,0.58,0.0,0.42
3238,2015,59I006505,CLEVELAND MS,61,57592.78,31134.95,0.08,0.13,0.3,0.682,0.16,0.71,0.13,380,23.52,45934.45,0.318,13.11,3.0,0.83,1.36,2.0,0.0316,0.1947,0.0026,0.0053,0.0026,0.7289,0.0342,380.0,0.1638,0.22,0.6162,0.0462,0.23,0.7238,0.069,0.31,0.621,0.135,0.25,0.615,0.1953,0.37,0.4347,0.0938,0.33,0.5762,0.1368,0.24,0.6232,0.156,0.35,0.494,0.29,0.0,0.71
3239,2014,54I031610,WELEETKA JHS,59,46510.0,35345.0,0.11,0.28,0.25,0.86,0.12,0.71,0.17,90,4.39,39311.11,0.163,9.58,0.8,0.29,0.24,0.0,0.0444,0.3,0.0,0.0222,0.0,0.4111,0.2222,90.0,,,,,,,0.1587,0.31,0.5313,0.1955,0.15,0.6545,0.048,0.52,0.43200000000000005,0.1083,0.43,0.4617,0.0,0.29,0.71,0.0145,0.71,0.2755,0.1659,0.21,0.6241
3241,2014,25I002505,STRATFORD MS,77,46636.0,19351.0,0.09,0.23,0.27,0.7,0.17,0.67,0.16,155,9.76,41230.53,0.281,8.78,1.0,0.55,1.5,0.99,0.0129,0.2839,0.0,0.0,0.0,0.6709999999999999,0.0323,155.0,0.1026,0.46,0.4374,0.0432,0.46,0.4968,0.2755,0.05,0.6745,0.1496,0.12,0.7304,0.268,0.33,0.402,0.3686,0.03,0.6014,0.1209,0.07,0.8091,0.0539,0.51,0.4361,0.64,0.0,0.36
3242,2015,26I128615,AMBER-POCASSET JHS,86,75419.63,65279.89,0.03,0.1,0.17,0.478,0.21,0.64,0.15,113,5.95,40494.37,0.262,13.08,0.86,0.29,0.53,0.5,0.0265,0.0442,0.0,0.0088,0.0,0.8584,0.0619,113.0,,,,,,,0.3999,0.07,0.5301,0.1869,0.11,0.7031,0.3956,0.14,0.4644,0.12,0.2,0.68,0.23,0.0,0.77,0.1875,0.25,0.5625,0.5415,0.05,0.4085
3246,2015,37I007505,KINGFISHER MS,80,66305.8,46639.25,0.03,0.06,0.27,0.451,0.22,0.66,0.12,381,23.93,43483.2,0.248,16.13,3.0,1.0,0.5,2.64,0.1837,0.1155,0.0,0.0105,0.0,0.6063,0.084,381.0,0.076,0.24,0.684,0.0891,0.01,0.9009,0.2852,0.08,0.6348,0.2444,0.06,0.6956,0.5246,0.14,0.3354,0.235,0.06,0.705,0.39,0.0,0.61,0.1488,0.38,0.4712,0.89,0.0,0.11
3249,2015,47I015610,PURCELL JHS,67,57590.17,28528.03,0.06,0.14,0.23,0.557,0.18,0.64,0.18,314,17.97,45378.44,0.28300000000000003,14.97,2.85,0.83,1.56,1.25,0.2166,0.1369,0.0064,0.0064,0.0,0.5764,0.0573,314.0,0.228,0.24,0.532,0.0216,0.28,0.6984,0.231,0.3,0.469,0.166,0.17,0.664,0.4316,0.17,0.3984,0.2075,0.17,0.6225,0.2418,0.07,0.6882,0.1924,0.26,0.5476,0.83,0.0,0.17
3250,2015,52I006510,MORRISON MS,66,61083.65,63582.57,0.07,0.09,0.2,0.5329999999999999,0.28,0.62,0.1,122,8.02,41039.51,0.204,14.83,1.0,0.5,0.23,0.25,0.0,0.0164,0.0082,0.0,0.0,0.623,0.3525,122.0,0.2002,0.23,0.5698,0.0,0.23,0.77,0.1846,0.29,0.5254,0.16,0.2,0.64,0.0945,0.55,0.3555,0.2508,0.24,0.5092,0.0696,0.42,0.5104,0.1206,0.33,0.5494,,,
3251,2015,63I002510,DALE MS,80,61702.15,20916.36,0.09,0.2,0.36,0.371,0.21,0.67,0.12,197,11.48,50971.85,0.32799999999999996,17.21,1.0,0.5,0.96,0.5,0.0152,0.2335,0.0,0.0203,0.0051,0.7208,0.0051,197.0,0.2378,0.18,0.5822,0.0168,0.16,0.8232,0.368,0.08,0.552,0.1692,0.06,0.7708,0.429,0.22,0.35100000000000003,0.0576,0.36,0.5824,0.10800000000000001,0.1,0.792,0.0928,0.42,0.4872,0.67,0.0,0.33
3253,2014,68I002505,VIAN MS,80,45760.0,19117.0,0.16,0.24,0.56,0.79,0.17,0.66,0.17,215,12.01,43550.54,0.16699999999999998,12.68,2.32,1.0,1.34,1.0,0.0186,0.4465,0.0,0.0884,0.0047,0.4419,0.0,215.0,0.2175,0.25,0.5325,0.1343,0.21,0.6557,0.4232,0.08,0.4968,0.2496,0.04,0.7104,0.3969,0.19,0.4131,0.1679,0.27,0.5621,0.1729,0.09,0.7371,0.1254,0.34,0.5346,1.0,0.0,0.0
3254,2015,69I034600,CENTRAL HIGH JHS,81,68079.3,30347.1,0.03,0.08,0.2,0.451,0.22,0.7,0.08,82,4.73,42765.27,0.298,17.79,0.33,0.33,0.33,0.5,0.0854,0.0854,0.0,0.0244,0.0,0.7439,0.061,82.0,,,,,,,0.2464,0.23,0.5236,0.1548,0.14,0.7052,0.5074,0.14,0.3526,0.2349,0.13,0.6351,0.2093,0.09,0.7007,0.1564,0.32,0.5236,0.3915,0.13,0.4785
3257,2015,55I053505,CROOKED OAK MS,67,31079.62,52988.84,0.12,0.37,0.66,0.9890000000000001,0.06,0.62,0.32,280,15.01,46298.87,0.466,11.16,1.04,1.0,1.5,2.0,0.6929,0.0107,0.0036,0.1321,0.0,0.1,0.0607,280.0,0.0345,0.31,0.6555,0.0,0.37,0.63,0.0552,0.31,0.6348,0.0858,0.22,0.6942,0.1254,0.43,0.4446,0.0885,0.41,0.5015,0.1173,0.31,0.5727,0.0624,0.52,0.4176,0.75,0.0,0.25
3258,2014,67I002510,WEWOKA MS,57,34321.0,19046.0,0.15,0.34,0.54,0.85,0.11,0.69,0.2,109,4.47,42119.82,0.256,10.58,1.24,0.5,0.14,1.0,0.0183,0.3394,0.0,0.0826,0.0,0.4312,0.1284,109.0,,,,,,,0.1152,0.36,0.5248,0.1314,0.27,0.5986,0.156,0.4,0.444,0.0255,0.49,0.4845,0.035,0.3,0.665,0.0,0.58,0.42,,,
3260,2014,01I011610,WESTVILLE JHS,64,43749.0,21219.0,0.1,0.23,0.33,0.83,0.15,0.58,0.27,157,10.65,43195.8,0.336,12.07,0.0,0.83,2.76,1.0,0.0573,0.4459,0.0191,0.0,0.0,0.3694,0.1083,157.0,,,,,,,0.1159,0.39,0.4941,0.0924,0.34,0.5676,0.1972,0.42,0.3828,0.1105,0.35,0.5395,0.099,0.34,0.561,0.0624,0.52,0.4176,0.5,0.0,0.5
3262,2015,21I003505,KANSAS MS,61,49757.63,14645.32,0.11,0.17,0.24,0.857,0.11,0.75,0.14,203,11.71,41658.04,0.23199999999999998,14.76,2.29,1.0,0.43,1.0,0.0148,0.5714,0.0148,0.0148,0.0049,0.3744,0.0049,203.0,0.0456,0.43,0.5244,0.0243,0.19,0.7857,0.009000000000000001,0.55,0.441,0.10800000000000001,0.1,0.792,0.2016,0.28,0.5184,0.0498,0.17,0.7802,0.2139,0.07,0.7161,0.0938,0.33,0.5762,0.67,0.0,0.33
3263,2015,25I002505,STRATFORD MS,82,46185.44,21331.56,0.08,0.21,0.25,0.648,0.17,0.69,0.14,159,9.77,41263.05,0.23,9.55,1.0,0.75,1.5,1.0,0.0189,0.2704,0.0,0.0126,0.0,0.6792,0.0189,159.0,0.1533,0.27,0.5767,0.0158,0.21,0.7742,0.3404,0.08,0.5796,0.1764,0.16,0.6636,0.385,0.23,0.385,0.3168,0.12,0.5632,0.2,0.0,0.8,0.1971,0.27,0.5329,0.64,0.0,0.36
3264,2014,26I002505,MINCO MS,80,57644.0,79662.0,0.06,0.09,0.2,0.48,0.13,0.76,0.11,115,6.5,42393.11,0.449,20.22,0.25,0.33,0.0,0.71,0.0957,0.0522,0.0,0.0,0.0087,0.7565,0.087,115.0,0.1539,0.19,0.6561,0.1326,0.22,0.6474,0.2132,0.18,0.6068,0.1368,0.24,0.6232,0.612,0.1,0.28800000000000003,0.2546,0.33,0.4154,0.1292,0.32,0.5508,0.0793,0.39,0.5307,,,
3266,2014,37I007505,KINGFISHER MS,81,65600.0,42870.0,0.04,0.06,0.27,0.52,0.19,0.69,0.11,397,25.23,42896.81,0.226,15.07,3.14,1.0,0.86,2.8,0.1713,0.1159,0.0,0.005,0.0,0.6071,0.1008,397.0,0.0272,0.32,0.6528,0.1936,0.12,0.6864,0.1479,0.13,0.7221,0.2813,0.03,0.6887,0.6512,0.12,0.2288,0.2542,0.18,0.5658,0.2728,0.12,0.6072,0.0689,0.47,0.4611,0.82,0.0,0.18
3268,2015,47I010505,WAYNE MS,69,64253.32,39861.87,0.03,0.16,0.37,0.7040000000000001,0.19,0.68,0.13,108,6.71,38898.27,0.213,15.4,0.0,0.43,0.29,1.0,0.1019,0.25,0.0,0.0093,0.0,0.6296,0.0093,108.0,0.22,0.12,0.66,0.0396,0.34,0.6204,0.1539,0.19,0.6561,0.1349,0.29,0.5751,0.1534,0.41,0.4366,0.067,0.33,0.603,0.0814,0.26,0.6586,0.0572,0.48,0.4628,0.67,0.0,0.33
3269,2015,48I074505,RECTOR JOHNSON MS,80,42071.44,28246.73,0.08,0.22,0.37,0.8320000000000001,0.12,0.69,0.18,315,23.0,41528.32,0.174,13.41,3.0,1.0,4.0,2.0,0.0762,0.3333,0.0032,0.073,0.0476,0.4667,0.0,315.0,0.1157,0.11,0.7743,0.045,0.1,0.855,0.08800000000000001,0.2,0.7120000000000001,0.1653,0.13,0.7047,0.2664,0.28,0.4536,0.026000000000000002,0.35,0.624,0.2548,0.02,0.7252,0.17600000000000002,0.2,0.624,0.35,0.0,0.65
3270,2014,50I010505,DAVIS MS,68,55900.0,30587.0,0.04,0.12,0.28,0.5,0.21,0.66,0.13,319,19.23,43325.91,0.188,12.49,3.16,0.5,0.58,1.0,0.0408,0.2727,0.0031,0.0251,0.0,0.6332,0.0251,319.0,0.0544,0.32,0.6256,0.0876,0.27,0.6424,0.0736,0.08,0.8464,0.21600000000000003,0.1,0.684,0.5472,0.04,0.4128,0.0096,0.52,0.4704,0.0738,0.18,0.7462,0.063,0.3,0.637,0.3348,0.07,0.5952
3271,2015,51I003505,FORT GIBSON MS,81,68951.18,68437.13,0.07,0.14,0.33,0.46299999999999997,0.26,0.69,0.05,406,20.99,46019.34,0.22899999999999998,15.24,4.47,1.0,1.0,2.0,0.0246,0.46799999999999997,0.0049,0.0197,0.0,0.46799999999999997,0.0148,406.0,0.2132,0.18,0.6068,0.0308,0.23,0.7392,0.441,0.1,0.45899999999999996,0.18,0.1,0.72,0.2772,0.23,0.4928,0.1936,0.12,0.6864,0.247,0.05,0.703,0.1387,0.27,0.5913,0.88,0.0,0.12
